original_colname,normalized_colname
AML_IN_SKIN_PERCENTAGE,acute_myeloid_leukemia_in_skin_percentage
AMP_12Q15_CDK4,amplification_12q15_cdk4
AMP_12Q15_DDIT3,amplification_12q15_ddit3
AMP_12Q15_FRS2,amplification_12q15_frs2
AMP_12Q15_HMGA2,amplification_12q15_hmga2
AMP_12Q15_MDM2,amplification_12q15_mdm2
ANALYSIS_ID,analysis_id
ANC,absolute_neutrophil_count
ANCESTRY_PRIMARY,ancestry_primary
ANEUPLOIDY_AMP_SCORE,aneuploidy_amplification_score
ANEUPLOIDY_DEL_SCORE,aneuploidy_deletion_score
ANIMAL_INSECT_ALLERGY_AGE,animal_insect_allergy_age
ANIMAL_INSECT_ALLERGY_HIST,animal_insect_allergy_hist
ANNOTATION_SOURCE,annotation_source
ANTI_INTEGRIN,anti_integrin
ANTI_O_VIVERRINI_IGG,anti_o_viverrini_igg
ANTI-HCV,anti-hcv
ANY_COO,any_coo
ANY_LINE_CHEMO,any_line_chemo
ANY_LINE_HORMONE,any_line_hormone
ANY_LINE_IMMUNO,any_line_immuno
ANY_LINE_IODINE,any_line_iodine
ANY_LINE_NTRK,any_line_ntrk
ANY_LINE_TARGETED,any_line_targeted
ANY_SYSTX,any_systx
ANY_THERAPY_2YRS,any_therapy_2yrs
ANYTIME_CANCER_LOC_ASCITES,anytime_cancer_loc_ascites
ANYTIME_CANCER_LOC_AXILLARY_LYMPH_NODE,anytime_cancer_loc_axillary_lymph_node
ANYTIME_CANCER_LOC_BONE,anytime_cancer_loc_bone
ANYTIME_CANCER_LOC_BRAIN,anytime_cancer_loc_brain
ANYTIME_CANCER_LOC_BREAST,anytime_cancer_loc_breast
ANYTIME_CANCER_LOC_CHEST_WALL,anytime_cancer_loc_chest_wall
ANYTIME_CANCER_LOC_LIVER,anytime_cancer_loc_liver
ANYTIME_CANCER_LOC_LUNG,anytime_cancer_loc_lung
ANYTIME_CANCER_LOC_OTHER_LYMPH_NODE,anytime_cancer_loc_other_lymph_node
ANYTIME_CANCER_LOC_OVARY,anytime_cancer_loc_ovary
ANYTIME_CANCER_LOC_PLEURAL_EFFUSION,anytime_cancer_loc_pleural_effusion
ANYTIME_CANCER_LOC_SKIN,anytime_cancer_loc_skin
APC_CLUSTER,adenomatous_polyposis_coli_cluster
APC_GROUP,adenomatous_polyposis_coli_group
APC_GROUPS,adenomatous_polyposis_coli_groups
APOBEC_SIGNATURE,apobec_signature
AR_CAPTURE_SCORE,ar_capture_score
AR_MRNA,ar_messenger_rna
AR_POLYA_SCORE,ar_polya_score
AR_PROTEIN,ar_protein
AR_V7_PRESENCE,ar_v7_presence
AR_V7_RATIO,ar_v7_ratio
AR_V7_READS,ar_v7_reads
ARAF_MUTATION,araf_mutation
ARAF_MUTATION_STATUS,araf_mutation_status
AREA,area
ARID1A_DRIVER,arid1a_driver
ARID1A_PROTEIN,arid1a_protein
ARID1A_PROTEIN_CODING,arid1a_protein_coding
ARM_SCNA_CLUSTER,arm_scna_cluster
ARMDRIVER_CN,armdriver_cn
ASCN_PLOIDY,ascn_ploidy
ASCN_PURITY,ascn_purity
ASCN_VERSION,ascn_version
ASCN_WGD,ascn_whole_genome_doubling
ASCT_CONSOLIDATION,asct_consolidation
ASSOCIATED_ADENOMA,associated_adenoma
ASTHMA_ECZEMA_ALLERGY_FIRST_DIAGNOSIS,asthma_eczema_allergy_first_diagnosis
ASTHMA_HISTORY,asthma_history
ASXL1,asxl1
ATM_MUT,ataxia_telangiectasia_mutated_mutation
ATRA_EXPOSURE,atra_exposure
ATRX_DELETION,atrx_deletion
ATRX_STATUS,atrx_status
ATYPICAL_MITOTIC_FIGURES,atypical_mitotic_figures
AVE_DNA_PURITY,ave_deoxyribonucleic_acid_purity
AVE_RNA_PURITY,ave_ribonucleic_acid_purity
AVG_CN_12Q13_15,average_cn_12q13_15
B_CELL_GENOTYPE_METHOD,b_cell_genotype_method
B_SYMPTOMS_AT_DIAGNOSIS,b_symptoms_at_diagnosis
BASELINE_ERBB2_ANY_NGS,baseline_erbb2_any_ngs
BASELINE_ERBB2_PLASMA_NGS,baseline_erbb2_plasma_cell_ngs
BASELINE_ERBB2_TISSUE_NGS,baseline_erbb2_tissue_ngs
BASELINE_EXTERNAL_HER2_IHC_FISH,baseline_external_human_epidermal_growth_factor_receptor_2_immunohistochemistry_fluorescence_in_situ_hybridization
BASELINE_INTERNAL_HER2_IHC_FISH,baseline_internal_human_epidermal_growth_factor_receptor_2_immunohistochemistry_fluorescence_in_situ_hybridization
BASELINE_MSK_ERBB2_STATUS_IHC_FISH_OR_TISSUE_PLASMA_NGS,baseline_memorial_sloan_kettering_erbb2_status_immunohistochemistry_fluorescence_in_situ_hybridization_or_tissue_plasma_cell_ngs
BASELINE_PD_L1_STATUS,baseline_pd_l1_status
BASELINE_RTK_RAS_ALTERED,baseline_rtk_ras_altered
BASOPHILS_COUNT,basophils_count
BCL2_BA,bcl2_ba
BCL2_FISH_STATUS,bcl2_fluorescence_in_situ_hybridization_status
BCL6_BA,bcl6_ba
BCL6_FISH_STATUS,bcl6_fluorescence_in_situ_hybridization_status
BCLC,bclc
BCLC_STAGE,bclc_stage
BCR_ABL1_STATUS,biochemical_recurrence_abl1_status
BEST_ORR,best_orr
BEST_OVERALL_RESPONSE,best_overall_response
BEST_OVERALL_RESPONSE_BOR,best_overall_response_bor
BEST_RANO_RESPONSE,best_rano_response
BEST_RESPONSE,best_response
BEST_RESPONSE_ADC,best_response_antibody_drug_conjugate
BEST_RESPONSE_ADC_AND_IMMUNOTHERAPY,best_response_antibody_drug_conjugate_and_immunotherapy
BEST_RESPONSE_CHEMOTHERAPY,best_response_chemotherapy
BEST_RESPONSE_CHEMOTHERAPY_AND_IMMUNOTHERAPY,best_response_chemotherapy_and_immunotherapy
BEST_RESPONSE_IMMUNOTHERAPY,best_response_immunotherapy
BEST_RESPONSE_PERCENTAGE,best_response_percentage
BEST_RESPONSE_TARGETED_THERAPY,best_response_targeted_therapy
BEST_RESPONSE_TO_PD1_INHIBITOR(RANO),best_response_to_programmed_cell_death_protein_1_inhibitor(rano)
BEST_RESPONSE_TO_THERAPY,best_response_to_therapy
BEV_FAILURE_ BEFORE_PD1 INHIBITOR,bev_failure_ before_pd1 inhibitor
BHCG,bhcg
BILATERAL,bilateral
BILATERAL_DIAGNOSIS_TIMING_TYPE,bilateral_diagnosis_timing_type
BINDING_NEOANTIGENS_PER_MB,binding_neoantigens_per_mb
BIOCHEMICAL_TESTING,biochemical_testing
BIOPSY_COHORT,biopsy_cohort
BIOPSY_CONTAINS_MIP,biopsy_contains_mip
BIOPSY_CONTAINS_SOLID,biopsy_contains_solid
BIOPSY_CONTEXT,biopsy_context
BIOPSY_GLEASON_SCORE_1,biopsy_gleason_score_1
BIOPSY_GLEASON_SCORE_2,biopsy_gleason_score_2
BIOPSY_OBTAINED,biopsy_obtained
BIOPSY_SITE_CATEG,biopsy_site_categ
BIRTH_COUNTRY,birth_country
BLADDER_NECK_INVASION,bladder_neck_invasion
BLAST_COUNT,blast_count
BLOCK_ACCESSION,block_accession
BLOCK_ID,block_id
BM_BLAST,bm_blast
BM_DAY_15,bm_day_15
BM_DAY_29,bm_day_29
BM_DAY_43,bm_day_43
BM_DAY_8,bm_day_8
BMI_CLASS,body_mass_index_class
BMI_DELTA_DAYS,body_mass_index_delta_days
BMI_DELTA_VALUE,body_mass_index_delta_value
BODY_SITE,body_site
BONE,bone
BONE_FSM,bone_fsm
BONE_MARROW_BIOPSY_PERFORMED,bone_marrow_biopsy_performed
BONE_MARROW_INVOLVEMENT,bone_marrow_involvement
BONE_MARROW_POS,bone_marrow_positive
BONE_MARROW_SAMPLE_HISTOLOGY,bone_marrow_sample_histology
BONE_MONTHS,bone_months
BONE_STATUS,bone_status
BONE_TIME_INTERVAL,bone_time_interval
BOR,bor
BORR,borr
BR,br
BRACHYTHERAPY_TYPE,brachytherapy_type
BRACHYTHERAPY_TYPE_OTHER,brachytherapy_type_other
BRAF_DRIVER,b_raf_proto_oncogene_driver
BRAF_GENE_ANALYSIS_INDICATOR,b_raf_proto_oncogene_gene_analysis_indicator
BRAF_GENE_ANALYSIS_RESULT,b_raf_proto_oncogene_gene_analysis_result
BRAF_KIAA1549_FUSION,b_raf_proto_oncogene_kiaa1549_fusion
BRAF_MUTATION_STATUS,b_raf_proto_oncogene_mutation_status
BRAF_PROTEIN,b_raf_proto_oncogene_protein
BRAF_RELA_STATUS,b_raf_proto_oncogene_rela_status
BRAF_STATUS2,b_raf_proto_oncogene_status2
BRAF_V600E_STATUS,b_raf_proto_oncogene_v600e_status
BRAFV600E_RAF_SCORE,brafv600e_raf_score
BRAFV600E_RAS,brafv600e_ras
BRAIN_METS,brain_mets
BRCA1_CNA,brca1_copy_number_alteration
BRCA1_GERMLINE_MUT,brca1_germline_mutation
BRCA1_MUTATION,brca1_mutation
BRCA2_CNA,brca2_copy_number_alteration
BRCA2_GERMLINE_MUT,brca2_germline_mutation
BRCA2_MUTATION,brca2_mutation
BREAST_CANCER_SUBTYPE,breast_cancer_subtype
BREAST_SURGERY,breast_surgery
BRESLOW,breslow
BUBBLE_GROUP,bubble_group
BX_EXTRAPROSTATIC_EXTENSION,bx_extraprostatic_extension
BX_GLEASON_COMBO,bx_gleason_combo
BX_GLEASON_PRIMARY,bx_gleason_primary
BX_GLEASON_SECONDARY,bx_gleason_secondary
BX_LYMPHOVASCULAR,bx_lymphovascular
BX_MARGIN,bx_margin
BX_PERINEURAL_INVASION,bx_perineural_invasion
BX_SEMINAL_VESICLES,bx_seminal_vesicles
CA_125,ca_125
CA19,ca19
CA19_9_U_ML,ca19_9_u_ml
CA19_HIGH,ca19_high
CALC_TIME_TO_RALP,calc_time_to_ralp
CANCER TYPE,cancer type
CANCER_DNA_FRACTION,cancer_deoxyribonucleic_acid_fraction
CANCER_IDENTIFICATION_IDC,cancer_identification_inflammatory_dendritic_cell
CANCER_IDENTIFICATION_ILC,cancer_identification_ilc
CANCER_IDENTIFICATION_MIDLC,cancer_identification_midlc
CANCER_IDENTIFICATION_RARE_SUBTYPE,cancer_identification_rare_subtype
CANCER_PREDISPOSITIONS,cancer_predispositions
CANCER_PROCUREMENT_STATE_PROVINCE,cancer_procurement_state_province
CANCER_SUBTYPE_CURATED,cancer_subtype_curated
CANCER_TYPE_DETAILED_CODE,cancer_type_detailed_code
CANCER_TYPE_HISTOLOGY,cancer_type_histology
CANER_TYPE_DETAILED,caner_type_detailed
CAPSULAR_INVASION,capsular_invasion
CAPSULE_FORMATION,capsule_formation
CAPTURE_ARV7_SRPM,capture_arv7_srpm
CAPTURE_BAIT_SET,capture_bait_set
CARCINOMATOSIS,carcinomatosis
CASE_PROJECT,case_project
CATEGORY_SAMPLE,category_sample
CAVAL_VEIN_INVASION,caval_vein_invasion
CBFT2A3_GLIS,cbft2a3_glis
CBIOPORTAL_SAMPLE_CLASS,cbioportal_sample_class
CC_TT,cc_tt
CCC,ccc
CCR,ccr
CD3_TILS_COUNTS,cd3_tils_counts
CD3_TILS_STATUS,cd3_tils_status
CDH1_STATUS,cdh1_status
CDK12_CNA,cdk12_copy_number_alteration
CDK12_MUT,cdk12_mutation
CDKN1B_CNA,cdkn1b_copy_number_alteration
CDKN1B_MUT,cdkn1b_mutation
CDKN2A_MET,cyclin_dependent_kinase_inhibitor_2a_met_proto_oncogene_receptor_tyrosine_kinase
CDKN2A_PATHWAY_ALTERATION_STATUS,cyclin_dependent_kinase_inhibitor_2a_pathway_alteration_status
CEBPA_BIALLELIC,cebpa_biallelic
CEBPA_BIALLELIC_MUTATION,cebpa_biallelic_mutation
CELL_CYCLE,cell_cycle
CELL_DIFFERENTIATION,cell_differentiation
CELL_LINE_SOURCE,cell_line_source
CELL_MEMBRANE_PDL1_0PERCENT,cell_membrane_programmed_death_ligand_1_0percent
CELL_MEMBRANE_PDL1_1PLUS_PERCENT,cell_membrane_programmed_death_ligand_1_1plus_percent
CELL_MEMBRANE_PDL1_2PLUS_PERCENT,cell_membrane_programmed_death_ligand_1_2plus_percent
CELL_MEMBRANE_PDL1_3PLUS_PERCENT,cell_membrane_programmed_death_ligand_1_3plus_percent
CELL_OF_ORIGIN,cell_of_origin
CELL_TYPE,cell_type
CENSORING,censoring
CENTER_ID,center_id
CENTRAL,central
CERVIX_SUV_RESULTS,cervix_suv_results
CFDNA_INPUT_NG,cfdna_input_ng
CFDNA_TMB,cfdna_tumor_mutational_burden
CG_1P,cg_1p
CGA,cga
CGH,cgh
CGH_SAMPLE_ID,cgh_sample_id
CHANNEL,channel
CHARACTERISTICS,characteristics
CHD1_CNA,chd1_copy_number_alteration
CHD1_MUTATION,chd1_mutation
CHEMO_CONCURRENT_COURSE,chemo_concurrent_course
CHEMO_CONCURRENT_DOSE,chemo_concurrent_dose
CHEMO_CONCURRENT_FRACTIONS_TOTAL,chemo_concurrent_fractions_total
CHEMO_CONCURRENT_REASON_NOT_GIVEN,chemo_concurrent_reason_not_given
CHEMO_CONCURRENT_REASON_NOT_OTHER,chemo_concurrent_reason_not_other
CHEMO_CONCURRENT_TYPE,chemo_concurrent_type
CHEMO_CONCURRENT_TYPE_OTHER,chemo_concurrent_type_other
CHEMO_DETAILS,chemo_details
CHEMO_EXP_SEQ_SPECIMEN,chemo_exp_seq_specimen
CHEMO_OTHER,chemo_other
CHEMO_OTHER_CYCLES,chemo_other_cycles
CHEMO_RESISTANT,chemo_resistant
CHEMO_SURVIVAL,chemo_survival
CHEMOTHERAPY_AGENTS,chemotherapy_agents
CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED,chemotherapy_prior_sample_acquired
CHEMOTHERAPY_TYPE,chemotherapy_type
CHEMOTHERAPY+IMMUNOTHERAPY,chemotherapy+immunotherapy
CHILD,child
CHLOROMA,chloroma
CHLOROMA_RELAPSE_SITE,chloroma_relapse_site
CHOLECYSTOLITHIASIS,cholecystolithiasis
CHOLEDOCHOLITHIASIS,choledocholithiasis
CHOLELITHIASIS,cholelithiasis
CHOR_INV,chor_inv
CHR_19_20_CO_GAIN,chr_19_20_co_gain
CHR_7_GAIN_CHR_10_LOSS,chr_7_gain_chr_10_loss
CHR_TP53_LOCUS,chr_tumor_protein_p53_locus
CHROMOSOME_INSTABILITY_INDEX_CIN_,chromosome_instability_index_cin
CHROMOTRYPSIS_V2,chromotrypsis_v2
CIBERSORT_ABSOLUTE _SCORE,cibersort_absolute _score
CIBERSORT_ABSOLUTE_SCORE,cibersort_absolute_score
CIBERSORT_ABSOLUTESCORE,cibersort_absolutescore
CIBERSORT_B _CELLS _MEMORY,cibersort_b _cells _memory
CIBERSORT_B _CELLS _NAIVE,cibersort_b _cells _naive
CIBERSORT_DENDRITIC _CELLS _ACTIVATED,cibersort_dendritic _cells _activated
CIBERSORT_DENDRITIC _CELLS _RESTING,cibersort_dendritic _cells _resting
CIBERSORT_EOSINOPHILS,cibersort_eosinophils
CIBERSORT_MACROPHAGES _M0,cibersort_macrophages _m0
CIBERSORT_MACROPHAGES _M1,cibersort_macrophages _m1
CIBERSORT_MACROPHAGES _M2,cibersort_macrophages _m2
CIBERSORT_MAST _CELLS _ACTIVATED,cibersort_mast _cells _activated
CIBERSORT_MAST _CELLS _RESTING,cibersort_mast _cells _resting
CIBERSORT_MONOCYTES,cibersort_monocytes
CIBERSORT_NEUTROPHILS,cibersort_neutrophils
CIBERSORT_NK _CELLS _ACTIVATED,cibersort_nk _cells _activated
CIBERSORT_NK _CELLS _RESTING,cibersort_nk _cells _resting
CIBERSORT_PLASMA _CELLS,cibersort_plasma _cells
CIBERSORT_T _CELLS _CD4 _MEMORY _ACTIVATED,cibersort_t _cells _cd4 _memory _activated
CIBERSORT_T _CELLS _CD4 _MEMORY _RESTING,cibersort_t _cells _cd4 _memory _resting
CIBERSORT_T _CELLS _CD4 _NAIVE,cibersort_t _cells _cd4 _naive
CIBERSORT_T _CELLS _CD8,cibersort_t _cells _cluster_of_differentiation_8
CIBERSORT_T _CELLS _FOLLICULAR _HELPER,cibersort_t _cells _follicular _helper
CIBERSORT_T _CELLS _GAMMA _DELTA,cibersort_t _cells _gamma _delta
CIBERSORT_T _CELLS _REGULATORY _(TREGS),cibersort_t _cells _regulatory _(tregs)
CIGARETTE_HX,cigarette_hx
CIMP_STATUS,cpg_island_methylator_phenotype_status
CIMP_STATUS_METH,cpg_island_methylator_phenotype_status_meth
CIN,cin
CIS,cis
CKIT_EXON_17_MUTATION,ckit_exon_17_mutation
CKIT_EXON_8_MUTATION,ckit_exon_8_mutation
CLASSIFICATION_OF_PRIMARY_SITE,classification_of_primary_site
CLAUDIN_SUBTYPE,claudin_subtype
CLIN_N_STAGE_CODE,clinical_n_stage_code
CLIN_PSC,clinical_psc
CLIN_STAGE_DIST_METS-CM,clinical_stage_dist_mets-cm
CLINICAL_ASSESSMENT,clinical_assessment
CLINICAL_ASSOCIATION,clinical_association
CLINICAL_BENEFIT,clinical_benefit
CLINICAL_GLEASON_CATEGORY,clinical_gleason_category
CLINICAL_GLEASON_SUM,clinical_gleason_sum
CLINICAL_LN_POSITIVE,clinical_ln_positive
CLINICAL_ONSET_AML,clinical_onset_acute_myeloid_leukemia
CLINICAL_PDL1_SCORE,clinical_programmed_death_ligand_1_score
CLINICAL_STAGING_DISTANT_METASTASIS_CM,clinical_staging_distant_metastasis_centimeters
CLINICAL_STATE,clinical_state
CLINICAL_STATUS_AT_COLLECTION_EVENT,clinical_status_at_collection_event
CLINICAL_TRIAL_1L,clinical_trial_1l
CLINICAL_TRIAL_2L,clinical_trial_2l
CLINICAL_TRIAL_3L,clinical_trial_3l
CLINICALLY_AGGRESSIVE,clinically_aggressive
CLINICALLY_AGRESSIVE_AND_OR_METASTATIC,clinically_agressive_and_or_metastatic
CLONAL_LABEL,clonal_label
CLONAL_STRONG_BINDING_NEOANTIGENS_PER_MB,clonal_strong_binding_neoantigens_per_mb
CLUSTER,cluster
CMS,cms
CN_CATEGORY,cn_category
CN_STATUS,cn_status
CNA_CLUSTER_K4,copy_number_alteration_cluster_k4
CNA_PROP,copy_number_alteration_prop
CNACS_CHRARM_GAIN,cnacs_chrarm_gain
CNACS_CHRARM_LOSS,cnacs_chrarm_loss
CNACS_CHRARM_UPD,cnacs_chrarm_upd
CNACS_GENE_GAIN,cnacs_gene_gain
CNACS_GENE_LOSS,cnacs_gene_loss
CNACS_GENE_UPD,cnacs_gene_upd
CNE,cne
CNS,central_nervous_system
CNS_DISEASE,central_nervous_system_disease
CNS_INVOLVEMENT,central_nervous_system_involvement
CNS_MONTHS,central_nervous_system_months
CNS_RELAPSE,central_nervous_system_relapse
CNV_1Q_AMP,copy_number_variation_1q_amplification
CNV_1Q_DEL,copy_number_variation_1q_deletion
CNV_3Q_AMP,copy_number_variation_3q_amplification
CNV_3Q_DEL,copy_number_variation_3q_deletion
CNV_4Q_AMP,copy_number_variation_4q_amplification
CNV_4Q_DEL,copy_number_variation_4q_deletion
CNV_AMP,copy_number_variation_amplification
CNV_CLASS,copy_number_variation_class
CNV_DEL,copy_number_variation_deletion
CNV_IDX,copy_number_variation_idx
COLLAPSED_FRAGMENT_MEAN_COVERAGE,collapsed_fragment_mean_coverage
COLLAPSED_MEAN_COVERAGE,collapsed_mean_coverage
COLUMNAR_METAPLASIA_GOBLET_CELL_INDICATOR,columnar_metaplasia_goblet_cell_indicator
COMPLETE_TCGA_ID,complete_the_cancer_genome_atlas_id
COMPLETED_RADIATION_DOSE,completed_radiation_dose
COMPLETED_TOTAL_RADIATION_DOSE,completed_total_radiation_dose
COMPLEX_KARYOTYPE,complex_karyotype
CONCURRENT_CHEMOTHERAPY,concurrent_chemotherapy
CONCURRENT_TMZ,concurrent_temozolomide
CONGENITAL_ABNORMALITY,congenital_abnormality
CONSENSUS_HR_STATUS,consensus_hr_status
CONSENSUS_SIGNATURE,consensus_signature
CONTIGUOUS_ORGAN_INVADED,contiguous_organ_invaded
CONTIGUOUS_ORGAN_RESECTION,contiguous_organ_resection
CONTIGUOUS_ORGAN_RESECTION_OTHER,contiguous_organ_resection_other
CONTROL_SITE,control_site
CONVERTED_STAGE,converted_stage
COO_GEP,coo_gep
COO_LYMPH2CX,coo_lymph2cx
CORPUS_INVOLVEMENT,corpus_involvement
COSMIC_AGING,catalogue_of_somatic_mutations_in_cancer_aging
COVERAGE,coverage
COVERAGE_CONTROL,coverage_control
COVERAGE_MEAN,coverage_mean
COVERAGE_NORMAL,coverage_normal
COVERAGE_TUMOR,coverage_tumor
COVERED_BASES,covered_bases
CR_STATUS_AT_END_OF_COURSE_1,cr_status_at_end_of_course_1
CR_STATUS_AT_END_OF_COURSE_2,cr_status_at_end_of_course_2
CRITERIA,criteria
CRS_NUMBER,crs_number
CRT_CHEMOAGENT,crt_chemoagent
CSTAGE,cstage
CT_CATEGORY,computed_tomography_category
CT_SCAN_TYPE,computed_tomography_scan_type
CT_SIZE,computed_tomography_size
CT_SLICE_SPACING,computed_tomography_slice_spacing
CTDNA_FRACTION,ctdna_fraction
CTDNA_INDUCTION_RESPONSE,ctdna_induction_response
CTNNB1_MUTATION,ctnnb1_mutation
CTNNB1_STATUS,ctnnb1_status
CUMULATIVE_CHEMO,cumulative_chemo
CURRENT_CYCLE,current_cycle
CUT_SUBQ_MET,cut_subq_met_proto_oncogene_receptor_tyrosine_kinase
CYCLES_COMPLETED,cycles_completed
CYCLES_ON_THERAPY,cycles_on_therapy
CYST_SIZE,cyst_size
CYT_SCORE,cyt_score
CYTO_IPSSR,cyto_ipssr
CYTOGENETIC_COMPLEXITY,cytogenetic_complexity
CYTOGENETIC_RELAPSE_SITE,cytogenetic_relapse_site
CYTOGENETIC_RESPONSE,cytogenetic_response
CYTOGENETIC_RISK,cytogenetic_risk
CYTOGENETICS_OTHER,cytogenetics_other
CYTOLOGICAL_PHENOTYPE,cytological_phenotype
CYTOLOGY_FIXATION_TYPE,cytology_fixation_type
CYTOPLASM_PRESENCE_LESS_THAN_EQUAL_25_PERCENT,cytoplasm_presence_less_than_equal_25_percent
CYTOTOXIC_TREATMENT,cytotoxic_treatment
DARK,dark
DARK_ZONE_STAT,dark_zone_signal_transducer_and_activator_of_transcription
DATA,data
DATA_CORE_SAMPLE,data_core_sample
DAXX_STATUS,daxx_status
DAYS_FROM_SURGERY_TO_RECURRENCE,days_from_surgery_to_recurrence
DAYS_TO_BILATERAL_TUMOR_DX,days_to_bilateral_tumor_diagnosis
DAYS_TO_DIAGNOSTIC_COMPUTED_TOMOGRAPHY_PERFORMED,days_to_diagnostic_computed_tomography_performed
DAYS_TO_DIAGNOSTIC_MRI_PERFORMED,days_to_diagnostic_mri_performed
DAYS_TO_EVENT_AGGRESSIVE_DISEASE,days_to_event_aggressive_disease
DAYS_TO_EVENT_DISTANT_METASTASIS,days_to_event_distant_metastasis
DAYS_TO_FDG_OR_CT_PET_PERFORMED,days_to_fdg_or_computed_tomography_pet_performed
DAYS_TO_NEW_TUMOR_EVENT,days_to_new_tumor_event
DAYS_TO_PERFORMANCE_STATUS_ASSESSMENT,days_to_performance_status_assessment
DAYS_TO_POST_ORCHI_SERUM_TEST,days_to_post_orchi_serum_test
DAYS_TO_PRE_ORCHI_SERUM_TEST,days_to_pre_orchi_serum_test
DBSNP_MUTATION_DENSITY,dbsnp_mutation_density
DCIS_SX_BX,dcis_sx_bx
DCR,dcr
DE_NOVO_START_OUTOFFRAME,de_novo_start_outofframe
DEATH_DATE,death_date
DEATH_FROM_DISEASE,death_from_disease
DEATH_REASON,death_reason
DEL_5Q,deletion_5q
DEL_7Q,deletion_7q
DEL_9Q,deletion_9q
DEMIX_PURITY,demix_purity
DENOVO_METASTATSIS,denovo_metastatsis
DEPMAPID,depmapid
DETAILED_CANCER_TYPE,detailed_cancer_type
DETAILS_FIRST_LINE_COMMENTS,details_first_line_comments
DFS_EVENT,disease_free_survival_event
DFS_FROM_NEO_MONTHS,disease_free_survival_from_neo_months
DFS_FROM_NEO_STATUS,disease_free_survival_from_neo_status
DFS_FROM_SURGERY_MONTHTS,disease_free_survival_from_surgery_monthts
DIABETES,diabetes
DIABETES_DIAGNOSIS_DAYS_TO,diabetes_diagnosis_days_to
DIABETES_STATUS,diabetes_status
DIAGNOSED_BY_SCREENING,diagnosed_by_screening
DIAGNOSIS AGE,diagnosis age
DIAGNOSIS_AT_INCLUSION,diagnosis_at_inclusion
DIAGNOSIS_CANCER_BONE,diagnosis_cancer_bone
DIAGNOSIS_CANCER_LOC_ASCITES,diagnosis_cancer_loc_ascites
DIAGNOSIS_CANCER_LOC_AXILLARY_LN,diagnosis_cancer_loc_axillary_ln
DIAGNOSIS_CANCER_LOC_BRAIN,diagnosis_cancer_loc_brain
DIAGNOSIS_CANCER_LOC_BREAST,diagnosis_cancer_loc_breast
DIAGNOSIS_CANCER_LOC_CHEST_WALL,diagnosis_cancer_loc_chest_wall
DIAGNOSIS_CANCER_LOC_LIVER,diagnosis_cancer_loc_liver
DIAGNOSIS_CANCER_LOC_LUNG,diagnosis_cancer_loc_lung
DIAGNOSIS_CANCER_LOC_OTHER_LN,diagnosis_cancer_loc_other_ln
DIAGNOSIS_CANCER_LOC_OVARY,diagnosis_cancer_loc_ovary
DIAGNOSIS_CANCER_LOC_PLEURAL_EFFUSION,diagnosis_cancer_loc_pleural_effusion
DIAGNOSIS_CANCER_LOC_SKIN,diagnosis_cancer_loc_skin
DIAGNOSTIC_CATEGORY,diagnostic_category
DIFFERENTIATION_SCORE,differentiation_score
DIFFUSE_ARCHITECTURE,diffuse_architecture
DISCONTINUOUS_LESIONS_COUNT,discontinuous_lesions_count
DISEASE_AT_DIAGNOSIS,disease_at_diagnosis
DISEASE_DETECTED_ON_SCREENING,disease_detected_on_screening
DISEASE_ONTOLOGY,disease_ontology
DISEASE_RECURRENCE_OR_PERSISTENCE,disease_recurrence_or_persistence
DISEASE_STAGE_AT_SPECIMEN_COLLECTION,disease_stage_at_specimen_collection
DISEASE_SUBTYPE,disease_subtype
DISTAL_RECURRENCE,distal_recurrence
DISTANCE_FROM_AV_CM,distance_from_av_centimeters
DISTANT_ANATOMIC_SITE,distant_anatomic_site
DISTANT_METS_SITE,distant_mets_site
DISTANT_RECURRENCE_NUM,distant_recurrence_number
DISTANT_RECURRENCE_SITE,distant_recurrence_site
DLCO,dlco
DM_AT_PRESENTATION,dm_at_presentation
DMETS_DX_ADRENAL_GLAND,dmets_diagnosis_adrenal_gland
DMETS_DX_BILIARY_TRACT,dmets_diagnosis_biliary_tract
DMETS_DX_BLADDER_UT,dmets_diagnosis_bladder_ut
DMETS_DX_BONE,dmets_diagnosis_bone
DMETS_DX_BOWEL,dmets_diagnosis_bowel
DMETS_DX_BREAST,dmets_diagnosis_breast
DMETS_DX_CNS_BRAIN,dmets_diagnosis_central_nervous_system_brain
DMETS_DX_DIST_LN,dmets_diagnosis_dist_ln
DMETS_DX_FEMALE_GENITAL,dmets_diagnosis_female_genital
DMETS_DX_HEAD_NECK,dmets_diagnosis_head_neck
DMETS_DX_INTRA_ABDOMINAL,dmets_diagnosis_intra_abdominal
DMETS_DX_KIDNEY,dmets_diagnosis_kidney
DMETS_DX_LIVER,dmets_diagnosis_liver
DMETS_DX_LUNG,dmets_diagnosis_lung
DMETS_DX_MALE_GENITAL,dmets_diagnosis_male_genital
DMETS_DX_MEDIASTINUM,dmets_diagnosis_mediastinum
DMETS_DX_OVARY,dmets_diagnosis_ovary
DMETS_DX_PLEURA,dmets_diagnosis_pleura
DMETS_DX_PNS,dmets_diagnosis_pns
DMETS_DX_SKIN,dmets_diagnosis_skin
DMETS_DX_UNSPECIFIED,dmets_diagnosis_unspecified
DMT_PRIMARY_SITE,dmt_primary_site
DMT_PRIMARY_SITE_CLASSIFIED,dmt_primary_site_classified
