original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
FUNDUS/BODY,Fundus of the Stomach<;>Body of Stomach,1,2,Fundus of the Stomach<;>Body of Stomach,0.7848,Body of Stomach,0.6384,Stomach,0.5961,Orbit,0.5868,Uterus,0.5630
GALLBLADDER,Gallbladder,1,2,Gallbladder,1.0000,Neck of Gallbladder,0.7363,Stomach,0.6252,Bile Duct,0.6247,Bladder,0.6185
GASTRIC,Stomach,1,2,Stomach,0.9274,Body of Stomach,0.8037,Lower<;>Stomach,0.7852,Upper<;>Stomach,0.7689,Gastric Cardia,0.7416
GEJ,Gastroesophageal Junction,1,2,Gastroesophageal Junction,0.6700,Lip,0.5239,Angular Notch of Stomach,0.4652,Stomach,0.4619,Upper<;>Stomach,0.4598
GLANS PENIS,Glans Penis,1,2,Glans Penis,1.0000,Penis,0.7360,Mentum,0.5388,Buttock,0.5158,Pelvis<;>Perineal Gland,0.4962
"GLIOMATOSIS, PERITONEUM",Peritoneum,3,2,Peritoneal,0.6035,Ascites,0.6000,Peritoneum,0.5756,Peritoneal<;>Nodule,0.5673,Pelvic Peritoneum<;>Peritoneal Effusion,0.5636
"GLIOMATOSIS, RIGHT OVARY",Right<;>Ovary,1,2,Right<;>Ovary,0.5935,Right<;>Temporal Lobe<;>Occipital Lobe,0.5059,Right<;>Parietal Lobe<;>Occipital Lobe,0.4873,Right<;>Occipital Lobe,0.4866,Right<;>Frontal Lobe<;>Basal Ganglia,0.4818
GLUTEAL METASTASIS,Gluteal Muscle<;>Metastasis,1,2,Gluteal Muscle<;>Metastasis,0.9428,Pubic Bone<;>Metastasis,0.7898,Inguinal Region<;>Metastasis,0.7679,Inguinal Lymph Node<;>Metastasis,0.6601,Parietal Lobe<;>Metastasis,0.6309
GREATER CURVE,Greater Curvature of the Stomach,1,2,Greater Curvature of the Stomach,0.7513,Lesser Curvature of the Stomach,0.6582,Upper,0.5327,Lingula of the Lung,0.5306,Hepatic Flexure,0.5252
GROIN,Inguinal Region,1,2,Inguinal Region,0.6084,Lower Extremity<;>Inguinal Region,0.5508,Buttock,0.5006,Inguinal Lymph Node,0.4968,Perinephric,0.4883
GROIN LYMPH NODE METASTASES,Inguinal Lymph Node<;>Metastasis,1,2,Inguinal Lymph Node<;>Metastasis,0.8587,Inguinal Region<;>Metastasis,0.7879,Gluteal Muscle<;>Metastasis,0.6370,Inguinal Lymph Node,0.6256,Inguinal Region<;>Lymph Node,0.6034
GROIN LYMPH NODES,Inguinal Region<;>Lymph Node,2,2,Inguinal Lymph Node,0.8750,Inguinal Region<;>Lymph Node,0.8744,Vulva<;>Lymph Node,0.7368,Lower Extremity<;>Inguinal Region,0.7204,Inguinal Region,0.7079
GROIN METASTASIS,Inguinal Region<;>Metastasis,1,2,Inguinal Region<;>Metastasis,0.8683,Inguinal Lymph Node<;>Metastasis,0.7963,Gluteal Muscle<;>Metastasis,0.7489,Perinephric<;>Metastasis,0.7080,Pubic Bone<;>Metastasis,0.6732
"GROWING TERATOMA; PERITONEUM, LIVER",Peritoneum<;>Liver,1,2,Peritoneum<;>Liver,0.5967,Liver<;>Left Lung<;>Pelvic Wall,0.5760,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.5641,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.5598,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.5507
GYNECOLOGICAL - OVARY,Ovary,1,2,Ovary,0.9088,Peritoneum<;>Ovary,0.6594,Ovary<;>Uterus<;>Rectum,0.6518,Uterus,0.6348,Right<;>Ovary,0.6109
GYNECOLOGICAL - UTERUS,Uterus,1,2,Uterus,0.9059,Uterus<;>Pelvis,0.7586,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.7024,Vagina,0.6276,Ovary,0.6005
GYNECOLOGICAL - UTERUSGYNECOLOGICAL - CERVIX,Uterus<;>Cervix Uteri,1,2,Uterus<;>Cervix Uteri,0.9118,Cervix Uteri,0.9003,Cervical,0.8636,Right<;>Cervix Uteri,0.7061,Cervical Spinal Cord,0.6826
GYNECOLOGICAL - UTERUSGYNECOLOGICAL - OTHER PLEASE SPECIFY,Uterus,1,2,Uterus,0.5813,Uterus<;>Pelvis,0.4514,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.4486,Cervical,0.4132,Ovary<;>Uterus<;>Rectum,0.4101
GYNECOLOGICALUTERUS,Uterus,3,2,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.5691,Posterior Endometrium,0.5228,Uterus,0.5019,Uterus<;>Pelvis,0.4864,Recto-Vaginal Pouch,0.4798
HAND,Hand,1,2,Hand,1.0000,Limb,0.6237,Upper,0.5349,Head,0.5332,Left Arm,0.5277
HARD PALATE,Hard Palate,1,2,Hard Palate,1.0000,Soft Palate,0.8586,Palate,0.8115,Oropharynx,0.6499,Hypopharynx,0.5691
HEAD,Head of the Pancreas,99,2,Head,1.0000,Head and Neck,0.8250,Brain,0.7191,Neck,0.7038,Chest Wall<;>Head,0.7013
HEAD AND BODY,Head of the Pancreas<;>Body of the Pancreas,99,2,Head,0.9174,Head and Neck,0.8379,Brain,0.7262,Neck,0.6733,Chest Wall<;>Head,0.6660
HEAD AND NECK,Head and Neck,1,2,Head and Neck,1.0000,Head,0.8250,Neck,0.8219,Head and Neck<;>Skin/Subcutaneous Tissue,0.7214,Cervical,0.6843
HEAD AND NECK - NECKHEAD AND NECK - OTHER PLEASE SPECIFY,Head and Neck,1,2,Head and Neck,0.7161,Neck,0.6415,Head and Neck<;>Skin/Subcutaneous Tissue,0.6010,Head,0.5994,Right<;>Neck,0.5332
HEAD AND NECK - OTHER PLEASE SPECIFY,Head and Neck,1,2,Head and Neck,0.7297,Head,0.6328,Neck,0.6063,Head and Neck<;>Skin/Subcutaneous Tissue,0.6041,Head and Neck<;>Regional Lymph Node,0.5210
HEAD AND NECKNECK,Head and Neck,1,2,Head and Neck,0.7420,Neck,0.6692,Head,0.6388,Head and Neck<;>Skin/Subcutaneous Tissue,0.6046,Cervical,0.5879
HEAD AND NECKPRIMARY,Head and Neck,1,2,Head and Neck,0.6821,Head,0.6040,Neck,0.5964,Right<;>Neck,0.5553,Parieto-Occipital,0.5364
HEAD AND NECKREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,Head and Neck<;>Skin/Subcutaneous Tissue,1,2,Head and Neck<;>Skin/Subcutaneous Tissue,0.9262,Head and Neck,0.7078,Skin/Subcutaneous Tissue,0.6607,Head,0.6186,Neck,0.6096
HEAD AND NECKREGIONAL LYMPH NODE,Head and Neck<;>Regional Lymph Node,1,2,Head and Neck<;>Regional Lymph Node,0.8867,Neck<;>Lymph Node,0.7599,Regional Lymph Node,0.6852,Right<;>Occipital Lymph Node,0.6849,Right<;>Cervical Lymph Node,0.6704
HEAD-BODY,Head of the Pancreas<;>Body of the Pancreas,99,2,Head,0.8920,Head and Neck,0.7423,Chest Wall<;>Head,0.7100,Brain,0.6963,Skull,0.6457
HEAD-UNCINATE PROCESS,Head of the Pancreas<;>Uncinate Process of Pancreas,1,2,Head of the Pancreas<;>Uncinate Process of Pancreas,0.7603,Occipital Lobe,0.5413,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.5364,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.5296,Base of the Skull,0.5253
HEADREGULAR,Head,1,2,Head,0.6587,Head and Neck,0.5453,Chest Wall<;>Head,0.5331,Parieto-Occipital,0.5254,Skull,0.5167
HEMISPHERE,Brain,4,2,Central Lobe,0.6812,Head,0.6617,Hypothalamus,0.6476,Brain,0.6448,Thalamus<;>Cerebral Cortex,0.6405
HEPATIX FLEXURE,Hepatic Flexure,1,2,Hepatic Flexure,0.9566,Splenic Flexure,0.8623,Ascending Colon<;>Hepatic Flexure<;>Transverse Colon,0.8548,Splenic Flexure<;>Descending Colon<;>Sigmoid Colon,0.7828,Ascending Colon,0.6625
HYPOPHARYNX,Hypopharynx,1,2,Hypopharynx,1.0000,Pharynx,0.7563,Oropharynx,0.7559,Nasopharynx,0.6214,Head and Neck,0.5982
HYPOTHALAMUS,Hypothalamus,1,2,Hypothalamus,1.0000,Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7779,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.7035,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7032,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.6737
ILIAC,Ilium,1,2,Ilium,0.8285,Pelvis<;>Buttock,0.6690,Lower Extremity<;>Inguinal Region,0.6592,Inguinal Region,0.6535,Buttock,0.6331
INCISURA,Angular Notch of Stomach,1,2,Angular Notch of Stomach,0.5838,Midline,0.5682,Palate,0.5263,Pylorus,0.4872,Greater Curvature of the Stomach,0.4869
INFRACOLIC OMENTUM,Greater Omentum,1,2,Greater Omentum,0.8874,Omentum,0.8756,Pelvic Peritoneum<;>Greater Omentum,0.8258,Omentum<;>Peritoneum<;>Uterus,0.8247,Omental Bursa,0.7022
INFRARENAL MASS LEFT,Left<;>Infrarenal Aortic Segment,2,2,Left<;>Retroperitoneal,0.5738,Left<;>Infrarenal Aortic Segment,0.5405,Left<;>Retroperitoneum,0.5314,Left<;>Thorax<;>Aortocaval Lymph Node,0.5126,Left<;>Renal Lymph Node,0.5083
INFRATEMPORAL FOSSA,Infratemporal Fossa,1,2,Infratemporal Fossa,1.0000,Posterior Cranial Fossa,0.8029,Cerebellum<;>Posterior Cranial Fossa,0.6708,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.6538,Infratentorial Brain,0.6510
INFRATENTORIAL,Infratentorial Brain,1,2,Infratentorial Brain,0.9578,Supratentorial,0.9083,Supratentorial<;>Parietal Lobe,0.7709,Supratentorial<;>Temporal Lobe,0.7697,Supratentorial<;>Occipital Lobe,0.7596
INGUINAL LYMPH NODES,Inguinal Lymph Node,1,2,Inguinal Lymph Node,0.9895,Inguinal Region<;>Lymph Node,0.9762,Left<;>Inguinal Lymph Node,0.7996,Inguinal Region,0.7775,Lower Extremity<;>Inguinal Region,0.7733
INSULAR LOBE,Central Lobe,1,2,Central Lobe,0.6434,Parietal Lobe,0.6129,Thalamus<;>Cerebral Cortex,0.6101,Intrahepatic,0.5815,Occipital Lobe,0.5691
INTERAORTOCAVAL LYMPH NODE,Aortocaval Lymph Node,1,2,Aortocaval Lymph Node,0.8419,Paraaortic Lymph Node,0.7660,Left<;>Thorax<;>Aortocaval Lymph Node,0.7650,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,0.7542,Portacaval Lymph Node<;>Extra-Adrenal,0.6923
INTERCOSTAL,Intercostal Space,1,2,Intercostal Space,0.8170,Chest,0.6744,Thorax,0.6126,Chest Wall,0.6044,Pleura,0.6010
INTERMAMMARY LYMPH NODE,Intramammary Lymph Node,1,2,Intramammary Lymph Node,0.9228,Axillary Lymph Node,0.6701,Inguinal Lymph Node,0.6695,Jugulodigastric Lymph Node,0.6425,Inguinal Region<;>Lymph Node,0.6186
INTRA-ABDOMINAL,Intra-abdominal,1,2,Intra-abdominal,1.0000,Abdomen,0.8291,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.8102,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.8047,Abdominal Wall,0.7638
INTRA-ABDOMINALPELVISRETROPERITONEUM,Intra-abdominal<;>Pelvis<;>Retroperitoneum,1,2,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.7843,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.7614,Pelvis<;>Retroperitoneum,0.6899,Retroperitoneum<;>Upper<;>Abdominal,0.6655,Retrocaval<;>Retroperitoneum<;>Extra-Adrenal,0.6649
INTRA-ABDOMINALRETROPERITONEUM/UPPER ABDOMINAL,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,1,2,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.8814,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.7762,Retroperitoneum<;>Upper<;>Abdominal,0.7749,Intra-abdominal,0.7126,Retroperitoneum<;>Upper<;>Abdominal<;>Stomach,0.6829
INTRA-ABDOMINALSMALL INTESTINE,Intra-abdominal<;>Small Intestine,1,2,Intra-abdominal<;>Small Intestine,0.8133,Intra-abdominal,0.7490,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,0.6722,Intestine,0.6493,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.6363
INTRA-PSOAS,Psoas Muscle,1,2,Psoas Muscle,0.7386,Pelvis<;>Buttock,0.6358,Buttock,0.6151,Intra-abdominal,0.6123,Presacral,0.6059
INTRAHEPATIC,Intrahepatic,1,2,Intrahepatic,1.0000,Liver,0.6399,Portal,0.6203,Extrahepatic,0.5915,Intestine,0.5603
INTRAPERICARDIAL PARA-AORTIC EXTRA ADRENAL PGL,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,99,2,Extra-Adrenal Retroperitoneal Paraganglioma,0.7939,Retroperitoneal paraganglioma,0.7192,Aortocaval Lymph Node<;>Pancreatic Lymph Node<;>Presacral<;>Extra-Adrenal,0.6223,Retroperitoneal<;>Extra-Adrenal,0.6035,Paraaortic Region<;>Vena Cava<;>Retroperitoneal<;>Extra-Adrenal,0.5988
"INTRASPINAL TUMOR, PULMONARY NODULES",Intraspinal<;>Pulmonary Nodule,1,2,Intraspinal<;>Pulmonary Nodule,0.9288,Peritoneal<;>Nodule,0.5400,Lung<;>Metastasis,0.5299,Iliac Nerve Plexus<;>Lung,0.5048,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.4982
JUGULODIGASTRIC LYMPH NODE,Jugulodigastric Lymph Node,1,2,Jugulodigastric Lymph Node,1.0000,Left<;>Jugulodigastric Lymph Node,0.8805,Right<;>Jugulodigastric Lymph Node,0.8711,Aortocaval Lymph Node,0.6534,Paraaortic Lymph Node,0.6272
KIDNEY,Kidney,1,2,Kidney,1.0000,Renal,0.9284,Renal Pelvis,0.6595,Ureter<;>Renal Pelvis,0.6122,Ureter,0.6114
"KIDNEY AND ADRENAL GLAND, LEFT",Left<;>Adrenal Gland<;>Kidney,1,2,Left<;>Adrenal Gland<;>Kidney,0.8854,Left<;>Adrenal Gland,0.8184,Left Kidney,0.8006,Left Lobe of the Liver,0.6297,Left<;>Adnexa,0.6244
KIDNEY LUNG MET,Kidney<;>Lung<;>Metastasis,3,2,Kidney,0.5665,Renal,0.5479,Kidney<;>Lung<;>Metastasis,0.5433,Lung,0.5395,Middle Lobe of the Right Lung,0.5078
KIDNEYLIVERRETROPERITONEUM/UPPER ABDOMINAL,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,2,2,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney,0.7367,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.7325,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.7071,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.6134,Retroperitoneum<;>Upper<;>Abdominal,0.5740
L,Lower<;>Stomach,99,2,Left,0.7302,Left Leg,0.7009,Left<;>Temporal Lobe<;>Occipital Lobe,0.6483,Left<;>Temporal Lobe,0.6416,Left Arm,0.6405
L ARM MELANOMA,Left Arm,1,2,Left Arm,0.6098,Left<;>Axillary Lymph Node,0.5262,Left Leg,0.4589,Left Thigh,0.4059,Forearm<;>Metastasis,0.4001
L AXILLARY LYMPH NODE DISSECTION,Left<;>Axillary Lymph Node,1,2,Left<;>Axillary Lymph Node,0.7303,Axillary Lymph Node,0.6505,Right<;>Axillary Lymph Node,0.5472,Upper Extremity<;>Shoulder<;>Axilla,0.5363,Shoulder<;>Axilla,0.5307
L MEDIASTINUM,Left<;>Mediastinum,1,2,Left<;>Mediastinum,0.9255,Left<;>Posterior Mediastinum,0.8606,Mediastinum<;>Lung,0.8084,Mediastinum,0.7951,Anterior Mediastinum,0.7271
L PARIETAL SCALP,Left<;>Parietal Lobe<;>Scalp,1,2,Left<;>Parietal Lobe<;>Scalp,0.9030,Left<;>Parietal Lobe,0.7380,Left<;>Parietal Lobe<;>Occipital Lobe,0.6324,Left<;>Temporal Lobe<;>Parietal Lobe,0.6297,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.6104
L TEMPORAL BRAIN METASTASIS,Left<;>Temporal Lobe<;>Metastasis,1,2,Left<;>Temporal Lobe<;>Metastasis,0.8920,Left<;>Parietal Lobe<;>Metastasis,0.6532,Left Thigh<;>Metastasis,0.5944,Left<;>Temporal Lobe,0.5712,Left<;>Posterior<;>Temporal Lobe,0.5537
L2 VETEBRAL BODY,L2 Vertebra,1,2,L2 Vertebra,0.7770,T2 Vertebra,0.6049,Sacrum<;>Lumbar Spine,0.5681,Left<;>Pelvis,0.5030,Left<;>Ilium,0.4934
LACRIMAL GLAND,Lacrimal Gland,1,2,Lacrimal Gland,1.0000,Salivary Gland,0.6183,Submandibular Gland,0.5964,Sublingual Salivary Gland,0.5796,Parotid Gland,0.5528
LARGE BOWEL TRANSVERSE COLON,Transverse Colon,1,2,Transverse Colon,0.9747,Descending Colon,0.8148,Ascending Colon,0.7880,Sigmoid Colon,0.7741,Left Colon,0.7714
LARYNGOPHARYNX,Hypopharynx,3,2,Oropharynx,0.7778,Larynx,0.7560,Hypopharynx,0.7510,Nasopharynx,0.7499,Pharynx,0.7141
LARYNX,Larynx,1,2,Larynx,1.0000,Lingula of the Lung,0.6340,Pelvis<;>Labial,0.5788,Tongue,0.5665,Vulva,0.5608
LEFT,Left,1,2,Left,1.0000,Left Lung,0.7746,Lobe of the Left Lung,0.7525,Left Lobe of the Liver,0.7309,Left Arm,0.7294
LEFT 9TH RIB,Left<;>Rib 9,1,2,Left<;>Rib 9,0.9282,Left<;>Rib 6,0.6706,Lobe of the Left Lung,0.4803,T9 Vertebra<;>T10 Vertebra,0.4677,Lower Lobe of the Left Lung,0.4660
LEFT ABDOMEN DIAPHRAGM,Left<;>Abdomen<;>Diaphragm,1,2,Left<;>Abdomen<;>Diaphragm,0.9523,Left<;>Chest<;>Diaphragm,0.8978,Right<;>Diaphragm,0.6978,Liver<;>Left Lung<;>Pelvic Wall,0.6599,Left<;>Pleura,0.6394
LEFT ABDOMINAL,Left<;>Abdomen,1,2,Left<;>Abdomen,0.9557,Left<;>Retroperitoneal,0.7811,Left<;>Retroperitoneum,0.7800,Left<;>Pelvis,0.7609,Left<;>Adnexa,0.6968
LEFT ADNEXA,Left<;>Adnexa,1,2,Left<;>Adnexa,0.9642,Left<;>Ovary,0.7437,Right<;>Adnexa,0.6720,Left<;>Adrenal Gland,0.6501,Left<;>Abdomen<;>Diaphragm,0.6402
LEFT ADNEXA AND PELVIC PERITONEUM,Left<;>Adnexa<;>Pelvic Peritoneum,1,2,Left<;>Adnexa<;>Pelvic Peritoneum,0.8849,Liver<;>Left Lung<;>Pelvic Wall,0.6278,Left<;>Adnexa,0.6117,Left<;>Abdomen<;>Diaphragm,0.5740,Left<;>Pelvis,0.5621
LEFT ADRENAL,Left<;>Adrenal Gland,1,2,Left<;>Adrenal Gland,0.9310,Left<;>Adrenal Gland<;>Kidney,0.8715,Left Kidney,0.7428,Left,0.7158,Right<;>Suprarenal,0.7021
LEFT AXILLARY LYMPH NODE,Left<;>Axillary Lymph Node,1,2,Left<;>Axillary Lymph Node,0.9856,Axillary Lymph Node,0.8085,Right<;>Axillary Lymph Node,0.7549,Left Supraclavicular Lymph Node,0.7505,Left<;>Supraclavicular Lymph Node,0.7295
LEFT AXILLARY LYMPH NODES,Left<;>Axillary Lymph Node,1,2,Left<;>Axillary Lymph Node,0.9706,Axillary Lymph Node,0.7956,Left Supraclavicular Lymph Node,0.7396,Right<;>Axillary Lymph Node,0.7277,Left<;>Supraclavicular Lymph Node,0.7194
LEFT BROW,Left<;>Eyebrow,1,2,Left<;>Eyebrow,0.8694,Left<;>Orbit,0.7315,Left<;>Frontal Lobe,0.5924,Left<;>Temporal Lobe,0.5746,Left<;>Occipital Lobe,0.5626
LEFT CEREBELLUM,Left<;>Cerebellum,1,2,Left<;>Cerebellum,0.9775,Left<;>Occipital Lobe,0.7014,Lobe of the Left Lung,0.6557,Right<;>Cerebellum<;>Occipital Lobe,0.6531,Left<;>Parietal Lobe<;>Occipital Lobe,0.6444
LEFT CERVICAL,Left<;>Cervix Uteri,1,2,Left<;>Cervix Uteri,0.8520,Left<;>Cervical Lymph Node,0.7437,Left,0.6457,Left<;>Occipital Lobe,0.6232,Left<;>Temporal Lobe<;>Occipital Lobe,0.6004
LEFT CERVICAL LYMPH NODE,Left<;>Cervical Lymph Node,1,2,Left<;>Cervical Lymph Node,0.9857,Left Supraclavicular Lymph Node,0.7902,Left<;>Supraclavicular Lymph Node,0.7797,Left<;>Jugulodigastric Lymph Node,0.7423,Left<;>Inguinal Lymph Node,0.7275
"LEFT CHEST, DIAPHRAM",Left<;>Chest<;>Diaphragm,1,2,Left<;>Chest<;>Diaphragm,0.6025,Left Leg,0.5789,Left<;>Chest Wall,0.5755,Left<;>Abdomen<;>Diaphragm,0.5707,Left Lung,0.5552
LEFT COLON,Left Colon,1,2,Left Colon,1.0000,Right Colon,0.8208,Descending Colon,0.7964,Ascending Colon,0.7943,Transverse Colon,0.7796
LEFT DISTAL FEMUR,Left<;>Distal<;>Femur,1,2,Left<;>Distal<;>Femur,0.9515,Left<;>Femur,0.8289,Left Thigh,0.7230,Left<;>Femoral Neck<;>Head of the Femur,0.6484,Left Leg,0.5733
"LEFT FEMORAL HEAD, NECK, AND CURETTINGS",Left<;>Femoral Neck<;>Head of the Femur,1,2,Left<;>Femoral Neck<;>Head of the Femur,0.7206,Left<;>Femur,0.4924,Left Thigh,0.4469,Left<;>Distal<;>Femur,0.4412,Left<;>Frontal Lobe<;>Temporal Lobe,0.3966
LEFT FEMUR,Left<;>Femur,1,2,Left<;>Femur,0.9724,Left Thigh,0.8610,Left<;>Distal<;>Femur,0.8093,Left<;>Femoral Neck<;>Head of the Femur,0.7204,Left Leg,0.7047
LEFT FRONTAL,Left<;>Frontal Lobe,1,2,Left<;>Frontal Lobe,0.9291,Left<;>Frontal Lobe<;>Temporal Lobe,0.8172,Right<;>Frontal Lobe,0.7610,Left<;>Parietal Lobe,0.7041,Left<;>Occipital Lobe,0.6853
LEFT FRONTAL LOBE,Left<;>Frontal Lobe,1,2,Left<;>Frontal Lobe,0.9781,Left<;>Frontal Lobe<;>Temporal Lobe,0.8760,Left<;>Parietal Lobe,0.7694,Right<;>Frontal Lobe,0.7686,Left<;>Occipital Lobe,0.7425
LEFT FRONTOTEMPORAL,Left<;>Frontal Lobe<;>Temporal Lobe,2,2,Left<;>Frontal Lobe,0.8227,Left<;>Frontal Lobe<;>Temporal Lobe,0.8176,Left<;>Temporal Lobe<;>Parietal Lobe,0.7570,Left<;>Temporal Lobe<;>Occipital Lobe,0.7278,Left<;>Parietal Lobe<;>Occipital Lobe,0.7266
LEFT GLUTEUS,Left Gluteus Medius,1,2,Left Gluteus Medius,0.8762,Left Thigh,0.6700,Left<;>Ilium,0.6247,Left Leg,0.5903,Left<;>Femur,0.5657
LEFT ILIAC,Left<;>Ilium,1,2,Left<;>Ilium,0.8626,Left<;>Pelvis,0.6796,Left Thigh,0.6557,Left Leg,0.6497,Left<;>Inguinal Lymph Node,0.6243
LEFT INFRARENAL LYMPH NODE,Left<;>Renal Lymph Node,1,2,Left<;>Renal Lymph Node,0.8550,Left<;>Thorax<;>Aortocaval Lymph Node,0.8061,Left<;>Perinephric<;>Lymph Node,0.7608,Left<;>Axillary Lymph Node,0.7388,Left<;>Inguinal Lymph Node,0.7352
LEFT INGUINAL LYMPH NODES,Left<;>Inguinal Lymph Node,1,2,Left<;>Inguinal Lymph Node,0.9619,Inguinal Lymph Node,0.7698,Inguinal Region<;>Lymph Node,0.7368,Left<;>Thorax<;>Aortocaval Lymph Node,0.7224,Left<;>Perinephric<;>Lymph Node,0.7104
LEFT JUGULODIGASTRIC LYMPH NODE,Left<;>Jugulodigastric Lymph Node,1,2,Left<;>Jugulodigastric Lymph Node,0.9838,Jugulodigastric Lymph Node,0.8588,Right<;>Jugulodigastric Lymph Node,0.8090,Left<;>Cervical Lymph Node,0.7314,Left Supraclavicular Lymph Node,0.7154
LEFT KIDNEY,Left Kidney,1,2,Left Kidney,1.0000,Left<;>Adrenal Gland<;>Kidney,0.8500,Left Leg,0.7442,Left Lobe of the Liver,0.7210,Left<;>Adrenal Gland,0.7176
LEFT LEG,Left Leg,1,2,Left Leg,1.0000,Left Thigh,0.7518,Left Kidney,0.7442,Left Arm,0.7350,Left,0.7075
LEFT LOWER LOBE,Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9479,Lobe of the Left Lung,0.8853,Upper Lobe of the Left Lung,0.8447,Lower Lobe of the Lung,0.8220,Left Lung,0.7817
LEFT LUNG LOWER LOBE,Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9821,Lobe of the Left Lung,0.9176,Lower Lobe of the Lung,0.8700,Upper Lobe of the Left Lung,0.8652,Left Lung,0.8169
LEFT MEDIASTINAL,Left<;>Mediastinum,1,2,Left<;>Mediastinum,0.9142,Left<;>Posterior Mediastinum,0.8659,Left<;>Superior<;>Mediastinal Lymph Node,0.7220,Left<;>Paratracheal,0.6982,Mediastinum<;>Lung,0.6773
LEFT OCCIPITAL,Left<;>Occipital Lobe,1,2,Left<;>Occipital Lobe,0.9251,Left<;>Temporal Lobe<;>Occipital Lobe,0.8134,Left<;>Parietal Lobe<;>Occipital Lobe,0.8063,Right<;>Occipital Lobe,0.7068,Left<;>Orbit,0.6881
LEFT OCCIPITAL BRAIN,Left<;>Occipital Lobe,1,2,Left<;>Occipital Lobe,0.9069,Left<;>Parietal Lobe<;>Occipital Lobe,0.8167,Left<;>Temporal Lobe<;>Occipital Lobe,0.7916,Left<;>Parietal Lobe,0.7119,Right<;>Occipital Lobe,0.7044
LEFT OCCIPITAL-PARIETAL,Left<;>Parietal Lobe<;>Occipital Lobe,1,2,Left<;>Parietal Lobe<;>Occipital Lobe,0.9040,Left<;>Parietal Lobe,0.8157,Left<;>Temporal Lobe<;>Parietal Lobe,0.8037,Left<;>Occipital Lobe,0.7939,Left<;>Temporal Lobe<;>Occipital Lobe,0.7552
LEFT ORBITAL,Left<;>Orbit,1,2,Left<;>Orbit,0.9295,Left<;>Occipital Lobe,0.7568,Left<;>Temporal Lobe<;>Occipital Lobe,0.6954,Left<;>Ovary,0.6764,Left<;>Eyebrow,0.6727
LEFT OVARY,Left<;>Ovary,1,2,Left<;>Ovary,0.9771,Left<;>Adnexa,0.7657,Left<;>Occipital Lobe,0.7019,Left Kidney,0.6871,Right<;>Ovary,0.6868
LEFT PARAAORTIC,Left<;>Paraaortic Region,1,2,Left<;>Paraaortic Region,0.9380,Paraaortic Region,0.7793,Paraaortic Region<;>Extra-Adrenal,0.7446,Paraaortic Lymph Node,0.6614,Left<;>Infrarenal Aortic Segment,0.6544
LEFT PARASPINAL AT T3-T4,Left<;>Paraspinal<;>T3 Vertebra<;>T4 Vertebra,1,2,Left<;>Paraspinal<;>T3 Vertebra<;>T4 Vertebra,0.8596,Left<;>Superior<;>Mediastinal Lymph Node,0.4990,Left<;>Paratracheal,0.4965,T3 Vertebra,0.4807,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.4399
