original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
LUNG ADENOCARCINOMA,Lung Adenocarcinoma,1,2,Lung Adenocarcinoma,1.0000,Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,0.9058,Solid Lung Adenocarcinoma,0.8777,Lung Carcinoma,0.8726,Lung Non-Mucinous Adenocarcinoma,0.8265
LUNG ADENOCARCINOMA IN SITU,Lung Adenocarcinoma In Situ,1,2,Lung Adenocarcinoma In Situ,1.0000,Lung Adenocarcinoma In Situ<;>Lung Non-Small Cell Carcinoma,0.8981,Minimally Invasive Lung Adenocarcinoma,0.7679,Minimally Invasive Lung Non-Mucinous Adenocarcinoma,0.7314,Lung Non-Mucinous Adenocarcinoma,0.7299
LUNG ADENOCARCINOMA MIXED SUBTYPE,"Lung Adenocarcinoma, Mixed Subtype",1,2,"Lung Adenocarcinoma, Mixed Subtype",0.9948,Mixed Cell Adenocarcinoma,0.8405,Lung Non-Mucinous Adenocarcinoma,0.7877,Lung Mucinous Adenocarcinoma,0.7713,Lung Pleomorphic Carcinoma,0.7608
LUNG ADENOCARCINOMA- NOT OTHERWISE SPECIFIED NOS,Lung Adenocarcinoma,1,2,Lung Adenocarcinoma,0.9675,Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,0.9201,Lung Non-Mucinous Adenocarcinoma,0.8733,Solid Lung Adenocarcinoma,0.8546,Lung Carcinoma,0.8030
LUNG ADENOSQUAMOUS CARCINOMA,Lung Adenosquamous Carcinoma,1,2,Lung Adenosquamous Carcinoma,1.0000,Lung Non-Small Cell Carcinoma<;>Lung Adenosquamous Carcinoma,0.9242,Adenosquamous Carcinoma,0.8640,Lung Squamous Cell Carcinoma,0.8105,Lung Adenoid Cystic Carcinoma,0.7913
LUNG BRONCHIOLOALVEOLAR CARCINOMA MUCINOUS,Lung Mucinous Adenocarcinoma,1,2,Lung Mucinous Adenocarcinoma,0.8569,Invasive Lung Mucinous Adenocarcinoma,0.7988,Minimally Invasive Lung Non-Mucinous Adenocarcinoma,0.7116,Lung Non-Mucinous Adenocarcinoma,0.7094,Lung Colloid Adenocarcinoma,0.7067
LUNG BRONCHIOLOALVEOLAR CARCINOMA NONMUCINOUS,Lung Non-Mucinous Adenocarcinoma,2,2,Minimally Invasive Lung Non-Mucinous Adenocarcinoma,0.7939,Lung Non-Mucinous Adenocarcinoma,0.7855,Minimally Invasive Lung Adenocarcinoma,0.7082,Lung Adenocarcinoma In Situ<;>Lung Non-Small Cell Carcinoma,0.6919,Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,0.6603
LUNG CANCER,Lung Carcinoma,1,2,Lung Carcinoma,0.9482,Lung Non-Small Cell Carcinoma,0.8418,Lung Adenocarcinoma,0.8069,Lung Squamous Cell Carcinoma,0.7518,Lung Large Cell Carcinoma,0.6922
"LUNG CANCER, NOS",Lung Carcinoma,1,2,Lung Carcinoma,0.9506,Lung Non-Small Cell Carcinoma,0.8390,Lung Adenocarcinoma,0.8112,Lung Squamous Cell Carcinoma,0.7627,Lung Large Cell Carcinoma,0.6920
LUNG CARCINOID,Lung Carcinoid Tumor,1,2,Lung Carcinoid Tumor,0.9815,Lung Atypical Carcinoid Tumor,0.8709,Carcinoid Tumor,0.8241,Neuroendocrine Carcinoma,0.7158,Adenocarcinoma with Neuroendocrine Differentiation,0.6884
LUNG MICROPAPILLARY ADENOCARCINOMA,Lung Micropapillary Adenocarcinoma,1,2,Lung Micropapillary Adenocarcinoma,1.0000,Minimally Invasive Lung Adenocarcinoma,0.8354,Lung Papillary Adenocarcinoma,0.8207,Lung Colloid Adenocarcinoma,0.7940,Lung Mucinous Adenocarcinoma,0.7776
LUNG MUCINOUS ADENOCARCINOMA,Lung Colloid Adenocarcinoma,3,2,Lung Mucinous Adenocarcinoma,1.0000,Invasive Lung Mucinous Adenocarcinoma,0.9054,Lung Colloid Adenocarcinoma,0.8404,Lung Non-Mucinous Adenocarcinoma,0.8373,Solid Lung Adenocarcinoma,0.7831
LUNG NEUROENDOCRINE,Lung Carcinoid Tumor,1,2,Lung Carcinoid Tumor,0.7568,Neuroendocrine Neoplasm,0.7413,Lung Atypical Carcinoid Tumor,0.7239,Neuroendocrine Tumor,0.7232,Pituitary Neuroendocrine Tumor,0.7031
LUNG NEUROENDOCRINE TUMOR,Lung Carcinoid Tumor,1,2,Lung Carcinoid Tumor,0.8874,Lung Atypical Carcinoid Tumor,0.8249,Neuroendocrine Tumor,0.7637,Neuroendocrine Carcinoma,0.7624,Neuroendocrine Neoplasm,0.7449
LUNG PAPILLARY ADENOCARCINOMA,Lung Papillary Adenocarcinoma,1,2,Lung Papillary Adenocarcinoma,1.0000,Lung Micropapillary Adenocarcinoma,0.8207,Papillary Adenocarcinoma,0.8109,Lung Acinar Adenocarcinoma,0.7937,Lung Colloid Adenocarcinoma,0.7906
LUNG SQUAMOUS CELL CARCINOMA,Lung Squamous Cell Carcinoma,1,2,Lung Squamous Cell Carcinoma,1.0000,Lung Carcinoma,0.8313,Lung Small Cell Carcinoma,0.8232,Lung Non-Small Cell Carcinoma,0.8186,Lung Adenosquamous Carcinoma,0.8105
LUNG_CANCER,Lung Carcinoma,1,2,Lung Carcinoma,0.8782,Lung Non-Small Cell Carcinoma,0.8175,Lung Adenocarcinoma,0.7520,Lung,0.6994,Lung Squamous Cell Carcinoma,0.6877
LUNG_CARCINOID,Lung Carcinoid Tumor,1,2,Lung Carcinoid Tumor,0.9315,Carcinoid Tumor,0.8730,Lung Atypical Carcinoid Tumor,0.8395,Neuroendocrine Tumor,0.7073,Neuroendocrine Carcinoma,0.7047
LUNG_CARCINOMA,Lung Carcinoma,1,2,Lung Carcinoma,0.9623,Lung Non-Small Cell Carcinoma,0.8742,Lung Adenocarcinoma,0.8464,Lung Squamous Cell Carcinoma,0.7893,Lung Large Cell Carcinoma,0.7312
LUNG_NSC,Lung Non-Small Cell Carcinoma,2,2,Lung,0.7296,Lung Non-Small Cell Carcinoma,0.6283,Lung Carcinoma,0.6194,Lung Adenocarcinoma In Situ,0.5856,fibroblast of lung,0.5768
LUNG_SMALL_CELL,Lung Small Cell Carcinoma,2,2,Small Cell,0.8449,Lung Small Cell Carcinoma,0.8439,"Malignant Tumor, Small Cell Type",0.8198,Lung Non-Small Cell Carcinoma,0.7733,Combined Lung Small Cell Carcinoma,0.7581
LUSC,Lung Squamous Cell Carcinoma,99,2,Fibrolamellar Carcinoma,0.5055,Low-CSD Melanoma,0.5002,"Lung Large Cell Carcinoma, Clear Cell Variant",0.4984,Breast Lobular Carcinoma,0.4976,Lentigo Maligna,0.4925
LYMPH NODE,Lymph Node,1,2,Lymph Node,1.0000,Lymphoid,0.6725,Metastatic Malignant Neoplasm in the Regional Lymph Nodes,0.5951,Esophageal Lymph Node,0.5196,Lymphoma,0.5150
"LYMPHATIC CANCER, NOS",Lymphoma,1,2,Lymphoma,0.6852,Lymphocytic Neoplasm,0.6258,Lymphoid,0.6061,Hematopoietic and Lymphoid Cell Neoplasm,0.6040,Leukemia,0.5682
LYMPHOBLASTIC LYMPHOMA,Lymphoblastic Lymphoma,1,2,Lymphoblastic Lymphoma,1.0000,Chronic Lymphoblastic Lymphoma,0.8925,B Lymphoblastic Leukemia/Lymphoma,0.8709,Acute Lymphoblastic Leukemia,0.8184,B Acute Lymphoblastic Leukemia,0.7713
LYMPHOBLASTIC_LYMPHOMA,Lymphoblastic Lymphoma,1,2,Lymphoblastic Lymphoma,0.9835,B Lymphoblastic Leukemia/Lymphoma,0.8875,Chronic Lymphoblastic Lymphoma,0.8604,Acute Lymphoblastic Leukemia,0.8272,B Acute Lymphoblastic Leukemia,0.7772
LYMPHOEPITHELIOMA-LIKE CARCINOMA OF THE LUNG,Lung Lymphoepithelial Carcinoma,1,2,Lung Lymphoepithelial Carcinoma,0.9542,Lung Mucoepidermoid Carcinoma,0.8081,Lung Non-Small Cell Carcinoma<;>Lung Mucoepidermoid Carcinoma,0.7779,Lung Sarcomatoid Carcinoma,0.7568,Lung Large Cell Carcinoma,0.7549
LYMPHOID,Lymphoid,1,2,Lymphoid,1.0000,Lymphocytic Neoplasm,0.7074,Lymph Node,0.6725,Lymphoma,0.6602,Hematopoietic and Lymphoid Cell Neoplasm,0.6222
LYMPHOID CANCER,Lymphoma,3,2,Lymphocytic Neoplasm,0.8396,Lymphoid,0.7561,Lymphoma,0.7384,B-Cell Neoplasm,0.7245,Hematopoietic and Lymphoid Cell Neoplasm,0.7203
LYMPHOID NEOPLASM,Lymphocytic Neoplasm,1,2,Lymphocytic Neoplasm,0.8601,Lymphoid,0.7862,Hematopoietic and Lymphoid Cell Neoplasm,0.7552,Lymphoma,0.7530,B-Cell Neoplasm,0.7432
LYMPHOMA,Lymphoma,1,2,Lymphoma,1.0000,Non-Hodgkin Lymphoma,0.7743,Lymphocytic Neoplasm,0.7550,Lymphoblastic Lymphoma,0.7223,B-Cell Neoplasm,0.7106
LYMPHOMA_BURKITT,Burkitt Lymphoma,1,2,Burkitt Lymphoma,0.9684,B-Cell Non-Hodgkin Lymphoma<;>Burkitt Lymphoma,0.9135,B-Cell Non-Hodgkin Lymphoma,0.8023,B-Cell Non-Hodgkin Lymphoma<;>Undifferentiated,0.7652,B Lymphoblastic Leukemia/Lymphoma,0.7619
LYMPHOMA_DLBCL,Diffuse Large B-Cell Lymphoma,1,2,Diffuse Large B-Cell Lymphoma,0.8587,"High Grade B-Cell Lymphoma, Not Otherwise Specified",0.8024,Centroblastic Lymphoma,0.7711,B-Cell Non-Hodgkin Lymphoma,0.7604,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.7547
LYMPHOMA_HODGKIN,Hodgkin Lymphoma,1,2,Hodgkin Lymphoma,0.9624,Classic Hodgkin Lymphoma,0.8804,Non-Hodgkin Lymphoma,0.7744,"High Grade B-Cell Lymphoma, Not Otherwise Specified",0.6475,B-Cell Non-Hodgkin Lymphoma,0.6222
LYMPHOMA_UNSPECIFIED,Lymphoma,1,2,Lymphoma,0.9731,Non-Hodgkin Lymphoma,0.7803,Lymphocytic Neoplasm,0.7298,B-Cell Neoplasm,0.7014,Lymphoblastic Lymphoma,0.6952
M0,Acute Myeloid Leukemia with Minimal Differentiation,99,2,Nonseminomatous,0.6004,Tumor Free,0.5700,Monoclonal Gammopathy of Undetermined Significance,0.5664,Occult Stage,0.5517,Moderately Differentiated,0.5414
M1AUER,Acute Myeloid Leukemia without Maturation<;>Auer Rods Present,99,2,Myelodysplastic Syndrome with Excess Blasts-1,0.5675,Acute Myeloid Leukemia with Multilineage Dysplasia,0.5580,Acute Myeloid Leukemia with Mutated NPM1,0.5404,Acute Myeloid Leukemia with Minimal Differentiation,0.5399,Chronic Myelomonocytic Leukemia-1,0.5364
M2,Acute Myeloid Leukemia with Maturation,99,2,Chronic Myelomonocytic Leukemia-2,0.5699,Biphasic Mesothelioma,0.5443,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features,0.5215,Moderately Differentiated,0.5171,Alveolar Rhabdomyosarcoma,0.5056
M2AUER,Acute Myeloid Leukemia with Maturation<;>Auer Rods Present,99,2,Myelodysplastic Syndrome with Excess Blasts-2,0.6071,Chronic Myelomonocytic Leukemia-2,0.5868,Myelodysplastic Syndrome with Multilineage Dysplasia,0.5453,Myelodysplastic Syndrome with Excess Blasts-1,0.5427,Myelodysplastic Syndrome with Excess Blasts,0.5306
M3,Acute Promyelocytic Leukemia with PML-RARA,99,2,Moderately Differentiated,0.5349,Mature,0.5164,Thymoma Type B3,0.4928,Chronic Myelomonocytic Leukemia-1,0.4827,"Medulloblastoma, Non-WNT/Non-SHH, Group 3",0.4785
M4,Acute Myelomonocytic Leukemia,99,2,Acute Myeloid Leukemia with Maturation,0.5481,Thymoma Type B3,0.5460,Mature,0.5341,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features,0.5324,Moderately Differentiated,0.5284
M4AUER,Acute Myelomonocytic Leukemia<;>Auer Rods Present,99,2,Myelodysplastic Syndrome with Excess Blasts-1,0.5661,Myelodysplastic Syndrome with Excess Blasts-2,0.5613,Acute Myeloid Leukemia with Multilineage Dysplasia,0.5548,Myelodysplastic Syndrome with Excess Blasts,0.5514,Myelodysplastic Syndrome with Multilineage Dysplasia,0.5488
M5,Acute Monoblastic and Monocytic Leukemia,1,2,Acute Monoblastic and Monocytic Leukemia,0.6235,Acute Myeloid Leukemia with Maturation,0.6157,Acute Myelomonocytic Leukemia,0.6141,Acute Monocytic Leukemia,0.6114,Acute Myeloid Leukemia with Minimal Differentiation,0.5971
M5A,Acute Monoblastic and Monocytic Leukemia,3,2,Acute Myeloid Leukemia with Minimal Differentiation,0.5911,Acute Monocytic Leukemia,0.5862,Acute Monoblastic and Monocytic Leukemia,0.5775,Acute Myelomonocytic Leukemia,0.5770,Acute Myeloid Leukemia with Maturation,0.5753
M6,Acute Erythroid Leukemia,99,2,Arm,0.5128,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features,0.5017,Mature,0.4845,Acute Monocytic Leukemia,0.4826,Alveolar Rhabdomyosarcoma,0.4729
M7,Acute Megakaryoblastic Leukemia,99,2,Chronic Myelomonocytic Leukemia-2,0.4922,Chronic Myelomonocytic Leukemia-1,0.4820,nan,0.4659,Manubrium,0.4653,Mature,0.4491
M7DOWN,Acute Megakaryoblastic Leukemia<;>Down Syndrome,99,2,"Diffuse Midline Glioma, H3 K27M-Mutant",0.5288,Chronic Myelomonocytic Leukemia-2,0.4911,"Myelodysplastic Syndrome, Unclassifiable",0.4908,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable",0.4821,Myelodysplastic Syndrome with Multilineage Dysplasia,0.4749
MALIGNANT AMELANOTIC MELANOMA,Amelanotic Melanoma,1,2,Amelanotic Melanoma,0.9662,Acral Lentiginous Melanoma,0.7493,Low-CSD Melanoma,0.7214,Lentigo Maligna Melanoma,0.6974,Desmoplastic Melanoma,0.6955
MALIGNANT FIBROUS HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,3,2,Histiocytic Sarcoma,0.7973,Skin Fibrous Histiocytoma,0.7843,Undifferentiated Pleomorphic Sarcoma,0.7817,Myxoinflammatory Fibroblastic Sarcoma,0.7702,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,0.7582
MALIGNANT FIBROUS HISTIOCYTOMA-PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,1,2,Undifferentiated Pleomorphic Sarcoma,0.8554,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,0.8314,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,0.7825,Pleomorphic Rhabdomyosarcoma,0.7609,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.7602
MALIGNANT LYMPHOMA,Lymphoma,1,2,Lymphoma,0.9527,Non-Hodgkin Lymphoma,0.7693,Lymphocytic Neoplasm,0.7291,Hematopoietic and Lymphoid Cell Neoplasm,0.6885,Leukemia,0.6828
MALIGNANT MELANOMA,Melanoma,1,2,Melanoma,0.9561,Cutaneous Melanoma,0.8936,Mucosal Melanoma,0.7626,Lentigo Maligna Melanoma,0.7480,Malignant Neoplasm,0.7326
MALIGNANT MELANOTIC MELANOMA,Melanoma,1,2,Melanoma,0.8327,Lentigo Maligna Melanoma,0.8229,Cutaneous Melanoma,0.8092,Amelanotic Melanoma,0.7403,Acral Lentiginous Melanoma,0.7344
MALIGNANT MIXED MULLERIAN TUMOR MMMT,Malignant Mixed Mesodermal (Mullerian) Tumor,1,2,Malignant Mixed Mesodermal (Mullerian) Tumor,0.8965,"Uterine Carcinosarcoma, Homologous Type<;>Malignant Mixed Mesodermal (Mullerian) Tumor",0.7981,"Uterine Carcinosarcoma, Heterologous Type<;>Malignant Mixed Mesodermal (Mullerian) Tumor",0.7836,Uterine Carcinosarcoma<;>Malignant Mixed Mesodermal (Mullerian) Tumor,0.7675,Malignant Mixed Mesodermal (Mullerian) Tumor<;>Carcinosarcoma<;>Yolk Sac Tumor,0.7004
MALIGNANT PERIPHERAL NERVE SHEATH TUMOR,Malignant Peripheral Nerve Sheath Tumor,1,2,Malignant Peripheral Nerve Sheath Tumor,1.0000,Nerve Sheath Neoplasm,0.7929,Schwannoma,0.7308,Plexiform Schwannoma,0.7006,Cellular Schwannoma,0.6902
MALIGNANT PERIPHERAL NERVE SHEATH TUMORS MPNST,Malignant Peripheral Nerve Sheath Tumor,1,2,Malignant Peripheral Nerve Sheath Tumor,0.8337,Plexiform Schwannoma,0.7200,Melanotic Schwannoma,0.6886,Spitz Melanoma,0.6535,Cellular Schwannoma,0.6494
MALIGNANT PHYLLODES TUMOR OF THE BREAST,Malignant Breast Phyllodes Tumor,1,2,Malignant Breast Phyllodes Tumor,0.9807,Phyllodes Tumor,0.8669,Benign Breast Phyllodes Tumor,0.8037,Borderline Breast Phyllodes Tumor,0.7992,Malignant PEComa,0.6213
MALIGNANT PT,Malignant Breast Phyllodes Tumor,99,2,Malignant Neoplasm,0.7329,Carcinoma,0.7201,With Tumor,0.6946,Locally Advanced Malignant Neoplasm,0.6945,Adenocarcinoma<;>Invasive,0.6774
MALIGNANT RHABDOID TUMOR,Rhabdoid Tumor,1,2,Rhabdoid Tumor,0.9500,Atypical Teratoid/Rhabdoid Tumor,0.8637,Extrarenal Rhabdoid Tumor,0.8550,Rhabdoid Tumor<;>Extracranial,0.8235,Undifferentiated Round Cell Sarcoma,0.7066
MALIGNANT SACROCOCCYGEAL TERATOMA,Sacrococcygeal Teratoma,1,2,Sacrococcygeal Teratoma,0.9089,Sacral Chordoma,0.5933,Teratoma with Somatic-Type Malignancy,0.5853,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.5655,Seminoma<;>Mature Teratoma,0.5545
MALIGNANT SMALL CELL TUMOR,"Malignant Tumor, Small Cell Type",1,2,"Malignant Tumor, Small Cell Type",0.9814,Small Cell Adenocarcinoma,0.8534,Small Cell Neuroendocrine Carcinoma,0.8449,Lung Small Cell Carcinoma,0.8303,Small Cell,0.8292
MALIGNANT TUMOR,Malignant Neoplasm,1,2,Malignant Neoplasm,0.9884,Carcinoma,0.8520,Neoplasm,0.8045,Primary Neoplasm,0.7714,With Tumor,0.7591
MALIGNANT_FIBROUS_HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,3,2,Histiocytic Sarcoma,0.8214,Skin Fibrous Histiocytoma,0.7758,Undifferentiated Pleomorphic Sarcoma,0.7508,Myxoinflammatory Fibroblastic Sarcoma,0.7300,True Histiocytic Lymphoma,0.7241
MALIGNANT_MELANOMA,Melanoma,1,2,Melanoma,0.9318,Cutaneous Melanoma,0.8562,Lentigo Maligna Melanoma,0.7542,Mucosal Melanoma,0.7408,Malignant Neoplasm,0.7224
MALIGNANT_PAPILLARY_SEROUS_ADENOCARCINOMA,Papillary Serous Cystadenocarcinoma,1,2,Papillary Serous Cystadenocarcinoma,0.8906,Serous Adenocarcinoma,0.8710,Serous Cystadenocarcinoma,0.8529,Serous Adenocarcinoma<;>High Grade,0.8371,Ovarian Serous Adenocarcinoma,0.8188
MALIGNANT_RHABDOID_TUMOR,Rhabdoid Tumor,1,2,Rhabdoid Tumor,0.9281,Atypical Teratoid/Rhabdoid Tumor,0.8501,Extrarenal Rhabdoid Tumor,0.8318,Rhabdoid Tumor<;>Extracranial,0.7991,Undifferentiated Round Cell Sarcoma,0.6961
MAMMARY ANALOGUE SECRETORY CARCINOMA OF SALIVARY GLAND ORIGIN,Salivary Gland Secretory Carcinoma,1,2,Salivary Gland Secretory Carcinoma,0.8479,Salivary Gland Adenocarcinoma,0.7547,Breast Secretory Carcinoma,0.7508,Salivary Gland Basal Cell Adenocarcinoma,0.7195,Salivary Duct Carcinoma,0.7042
MANTLE CELL LYMPHOMA,Mantle Cell Lymphoma,1,2,Mantle Cell Lymphoma,1.0000,B-Cell Non-Hodgkin Lymphoma<;>Mantle Cell Lymphoma,0.8958,Marginal Zone Lymphoma,0.7811,Nodal Marginal Zone Lymphoma,0.7257,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,0.7119
MANTLE_CELL_LYMPHOMA,Mantle Cell Lymphoma,1,2,Mantle Cell Lymphoma,0.9703,B-Cell Non-Hodgkin Lymphoma<;>Mantle Cell Lymphoma,0.8787,Marginal Zone Lymphoma,0.7713,Nodal Marginal Zone Lymphoma,0.7228,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,0.7174
MANUBRIUM,Manubrium,1,2,Manubrium,1.0000,Cribriform,0.5214,Pleura,0.5072,Arm,0.4844,Lung,0.4673
MARGINAL ZONE LYMPHOMA,Marginal Zone Lymphoma,1,2,Marginal Zone Lymphoma,1.0000,Nodal Marginal Zone Lymphoma,0.9390,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,0.8572,Mantle Cell Lymphoma,0.7811,B-Cell Non-Hodgkin Lymphoma<;>Mantle Cell Lymphoma,0.6905
MASKED LOW HYPODIPLOID,B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,3,2,Hypodiploidy,0.7492,Masked Near-Haploidy,0.7351,B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,0.6846,Cytogenetic Abnormality<;>Low Risk,0.6207,Near-Haploidy,0.6156
MASKED NEAR HAPLOID,Masked Near-Haploidy,1,2,Masked Near-Haploidy,0.8803,Near-Haploidy,0.7257,Diploidy,0.5667,Hypodiploidy,0.5034,Complex Karyotype,0.4720
MASTOCYTOSIS,Mastocytosis,1,2,Mastocytosis,1.0000,Systemic Mastocytosis,0.9138,Histiocytosis,0.6050,Plasmacytoma,0.5885,Langerhans Cell Histiocytosis,0.5728
MATURE,Mature,1,2,Mature,1.0000,Well Differentiated,0.6387,Moderately Differentiated,0.5894,Mature Teratoma,0.5741,Acute Myeloid Leukemia with Maturation,0.5735
MATURE B-CELL LYMPHOMA,Mature B-Cell Non-Hodgkin Lymphoma,1,2,Mature B-Cell Non-Hodgkin Lymphoma,0.9105,Mature B-Cell Neoplasm,0.9074,B-Cell Non-Hodgkin Lymphoma,0.8173,Monoclonal B-Cell Lymphocytosis,0.8070,"High Grade B-Cell Lymphoma, Not Otherwise Specified",0.8027
MATURE B-CELL NEOPLASMS,Mature B-Cell Neoplasm,1,2,Mature B-Cell Neoplasm,0.9951,B-Cell Neoplasm,0.8916,Mature B-Cell Non-Hodgkin Lymphoma,0.8820,Monoclonal B-Cell Lymphocytosis,0.8056,B-Cell Non-Hodgkin Lymphoma,0.7843
MATURE T AND NK NEOPLASMS,Mature T-Cell and NK-Cell Neoplasm,1,2,Mature T-Cell and NK-Cell Neoplasm,0.9568,Histiocytic and Dendritic Cell Neoplasm,0.6798,T-Cell Non-Hodgkin Lymphoma,0.6768,Therapy-Related Myeloid Neoplasm,0.6685,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.6460
MATURE TERATOMA,Mature Teratoma,1,2,Mature Teratoma,1.0000,Immature Teratoma,0.9278,Teratoma,0.9044,Nonseminomatous<;>Mature Teratoma,0.8890,Nonseminomatous<;>Immature Teratoma,0.8476
MBL,Medulloblastoma,99,2,Monoclonal B-Cell Lymphocytosis,0.5006,Monoclonal Gammopathy of Undetermined Significance,0.4924,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.4656,B-Cell Non-Hodgkin Lymphoma<;>Mantle Cell Lymphoma,0.4528,Chronic Myelomonocytic Leukemia-1,0.4524
MCRC METASTASIS,Metastatic Colorectal Carcinoma,2,2,Metastatic Colorectal Carcinoma<;>Primary,0.7505,Metastatic Colorectal Carcinoma,0.7221,Metastatic Lesion,0.7038,Metastatic Lesion<;>Recurrent,0.6868,Metastatic,0.6867
MCRC PRIMARY,Metastatic Colorectal Carcinoma<;>Primary,3,2,Hypermutated Colorectal Carcinoma,0.6628,Colon Medullary Carcinoma,0.6418,Metastatic Colorectal Carcinoma<;>Primary,0.6378,Medullary Carcinoma,0.6245,Colorectal Neuroendocrine Carcinoma,0.6199
MDS,Myelodysplastic Syndrome,1,2,Myelodysplastic Syndrome,0.8585,Myelodysplastic Syndrome with Multilineage Dysplasia,0.7956,"Myelodysplastic Syndrome, Unclassifiable",0.7880,Myelodysplastic Syndrome with Single Lineage Dysplasia,0.7656,Myelodysplastic Syndrome with Excess Blasts,0.7570
MDS WITH EXCESS BLASTS,Myelodysplastic Syndrome with Excess Blasts,1,2,Myelodysplastic Syndrome with Excess Blasts,0.9599,Myelodysplastic Syndrome with Excess Blasts-1,0.9089,Myelodysplastic Syndrome with Excess Blasts-2,0.8729,Myelodysplastic Syndrome with Multilineage Dysplasia,0.7913,Acute Myeloid Leukemia<;>Myelodysplastic Syndrome,0.7613
MDS WITH EXCESS BLASTS-1,Myelodysplastic Syndrome with Excess Blasts-1,1,2,Myelodysplastic Syndrome with Excess Blasts-1,0.9560,Myelodysplastic Syndrome with Excess Blasts,0.8747,Myelodysplastic Syndrome with Excess Blasts-2,0.8714,Myelodysplastic Syndrome with Multilineage Dysplasia,0.7290,Myelodysplastic Syndrome with Single Lineage Dysplasia,0.7106
MDS WITH EXCESS BLASTS-2,Myelodysplastic Syndrome with Excess Blasts-2,1,2,Myelodysplastic Syndrome with Excess Blasts-2,0.9642,Myelodysplastic Syndrome with Excess Blasts-1,0.8735,Myelodysplastic Syndrome with Excess Blasts,0.8454,Myelodysplastic Syndrome with Multilineage Dysplasia,0.7303,Myelodysplastic Syndrome with Single Lineage Dysplasia,0.6911
MDS WITH ISOLATED DEL5Q,Myelodysplastic Syndrome with Isolated del(5q),1,2,Myelodysplastic Syndrome with Isolated del(5q),0.9394,Myelodysplastic Syndrome with del(5q),0.8744,Myelodysplastic Syndrome with Multilineage Dysplasia,0.6719,Myelodysplastic Syndrome with Single Lineage Dysplasia,0.6641,Acute Myeloid Leukemia with Myelodysplasia-Related Changes,0.6163
MDS WITH MULTILINEAGE DYSPLASIA,Myelodysplastic Syndrome with Multilineage Dysplasia,1,2,Myelodysplastic Syndrome with Multilineage Dysplasia,0.9470,Myelodysplastic Syndrome with Single Lineage Dysplasia,0.8463,Acute Myeloid Leukemia with Multilineage Dysplasia,0.8268,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,0.7830,Acute Myeloid Leukemia<;>Myelodysplastic Syndrome,0.7799
MDS WITH RING SIDEROBLASTS,Myelodysplastic Syndrome with Ring Sideroblasts,1,2,Myelodysplastic Syndrome with Ring Sideroblasts,0.9604,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,0.9100,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,0.8881,Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis,0.8357,Pure Erythroid Leukemia,0.6693
MDS WITH RING SIDEROBLASTS AND MULTILINEAGE DYSPLASIA,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,1,2,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,0.9648,Myelodysplastic Syndrome with Ring Sideroblasts,0.9310,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,0.9262,Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis,0.8701,Myelodysplastic Syndrome with Multilineage Dysplasia,0.7521
