original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
EXTREMITIESREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,Limb<;>Skin/Subcutaneous Tissue,1,2,Limb<;>Skin/Subcutaneous Tissue,0.9652,Skin/Subcutaneous Tissue,0.9604,Head and Neck<;>Skin/Subcutaneous Tissue,0.9490,Skin/Subcutaneous Tissue<;>Trunk,0.9475,Skin/Subcutaneous Tissue<;>Metastasis,0.9391
EXTREMITIESREGIONAL LYMPH NODE,Limb<;>Regional Lymph Node,1,2,Limb<;>Regional Lymph Node,0.9522,Limb<;>Regional Lymph Node<;>Trunk,0.9472,Regional Lymph Node,0.9344,Regional Lymph Node<;>Trunk,0.9331,Lymph Node,0.9323
EXTREMITIESREGIONAL LYMPH NODETRUNK,Limb<;>Regional Lymph Node<;>Trunk,2,2,Limb<;>Regional Lymph Node,0.9509,Limb<;>Regional Lymph Node<;>Trunk,0.9469,Lymph Node,0.9360,Regional Lymph Node<;>Trunk,0.9340,Regional Lymph Node,0.9339
EXTREMITIESTRUNK,Trunk<;>Limb,5,2,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9221,Lower Extremity,0.9165,Limb<;>Trunk,0.9136,Lower Extremity<;>Thigh<;>Knee Joint,0.9135,Trunk<;>Limb,0.9090
EXTREMITY,Limb,2,2,Lower Extremity,0.9408,Limb,0.9269,Lower Extremity<;>Foot<;>Ankle Joint,0.9224,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9215,Upper Extremity<;>Upper<;>Arm<;>Elbow Joint,0.9174
FACIAL SOFT TISSUE,Face<;>Soft Tissue,1,2,Face<;>Soft Tissue,0.9819,Soft Tissue,0.9721,Soft Tissue<;>Bone<;>Scapula,0.9471,Head and Neck<;>Skin/Subcutaneous Tissue,0.9454,Skin/Subcutaneous Tissue,0.9412
"FEMUR, RIGHT BONE",Right<;>Femur,1,2,Right<;>Femur,0.9845,Left<;>Femur,0.9674,Right Thigh,0.9619,Left<;>Distal<;>Femur,0.9513,Left<;>Femoral Neck<;>Head of the Femur,0.9502
FFPE,Formalin-Fixed Paraffin-Embedded,1,2,Formalin-Fixed Paraffin-Embedded,0.9453,Maxilla,0.9052,Fresh Specimen,0.9013,Pelvis,0.8997,Oropharynx,0.8997
FLANK,Flank,1,2,Flank,1.0000,Skin of the Trunk<;>Flank,0.9444,Left<;>Adrenal Gland<;>Kidney,0.9079,Lower Extremity<;>Inguinal Region,0.9044,Extra-Adrenal<;>Renal,0.9041
FLOOR OF MOUTH,Floor of Mouth,1,2,Floor of Mouth,1.0000,Oral Cavity,0.9020,Lower Third of the Esophagus,0.8995,Frontal,0.8954,Larynx,0.8911
FOOT/ANKLE,Foot<;>Ankle Joint,1,2,Foot<;>Ankle Joint,0.9758,Lower Extremity<;>Foot<;>Ankle Joint,0.9555,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9246,Lower Extremity<;>Thigh<;>Knee Joint,0.9234,Lower<;>Leg<;>Calf,0.9180
FOREARM METASTASIS,Forearm<;>Metastasis,1,2,Forearm<;>Metastasis,0.9909,Left Thigh<;>Metastasis,0.9452,Metastasis,0.9442,Breast<;>Metastasis,0.9412,Skin<;>Metastasis,0.9385
FRESH FROZEN,Fresh Specimen,1,2,Fresh Specimen,0.9375,Formalin-Fixed Paraffin-Embedded,0.8946,Frontal,0.8770,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.8766,Tissue,0.8766
FRONTAL,Frontal,1,2,Frontal,1.0000,Frontal Lobe,0.9678,Left<;>Frontal Lobe,0.9395,Right<;>Frontal Lobe,0.9391,Frontal Lobe<;>Midline,0.9347
FRONTAL - CROSSES MIDLINE,Frontal Lobe<;>Midline,1,2,Frontal Lobe<;>Midline,0.9606,Frontal,0.9275,Midline,0.9263,Frontal Lobe,0.9187,Right<;>Frontal Lobe,0.9170
FRONTAL AND PARIETAL LOBE,Frontal Lobe<;>Parietal Lobe,1,2,Frontal Lobe<;>Parietal Lobe,0.9857,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9751,Parietal Lobe,0.9690,Parietal Lobe<;>Temporal Lobe,0.9649,Left<;>Parietal Lobe,0.9635
FRONTAL AND TEMPORAL LOBE,Frontal Lobe<;>Temporal Lobe,1,2,Frontal Lobe<;>Temporal Lobe,0.9816,Left<;>Frontal Lobe<;>Temporal Lobe,0.9742,Right<;>Frontal Lobe<;>Temporal Lobe,0.9714,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9692,Frontal Lobe,0.9682
FRONTAL LOBE,Frontal Lobe,1,2,Frontal Lobe,1.0000,Left<;>Frontal Lobe,0.9746,Right<;>Frontal Lobe,0.9728,Frontal,0.9678,Frontal Lobe<;>Temporal Lobe,0.9633
"FRONTAL LOBE,PARIETAL LOBE",Frontal Lobe<;>Parietal Lobe,1,2,Frontal Lobe<;>Parietal Lobe,0.9897,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9803,Parietal Lobe,0.9710,Parietal Lobe<;>Temporal Lobe,0.9686,Left<;>Parietal Lobe,0.9661
"FRONTAL LOBE,PARIETAL LOBE,TEMPORAL LOBE",Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,1,2,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9904,Frontal Lobe<;>Parietal Lobe,0.9802,Parietal Lobe<;>Temporal Lobe,0.9773,Left<;>Temporal Lobe<;>Parietal Lobe,0.9714,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9714
"FRONTAL LOBE,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS,VENTRICLES",Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,1,2,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9828,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9646,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9643,Supratentorial<;>Frontal Lobe,0.9634,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9631
"FRONTAL, PARIETAL AND TEMPORAL LOBE",Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,1,2,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9846,Frontal Lobe<;>Parietal Lobe,0.9763,Parietal Lobe<;>Temporal Lobe,0.9751,Left<;>Temporal Lobe<;>Parietal Lobe,0.9700,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9673
FRONTOPARIETAL,Frontal Lobe<;>Parietal Lobe,2,2,Frontal,0.9405,Frontal Lobe<;>Parietal Lobe,0.9350,Frontal Lobe,0.9340,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9248,Left<;>Frontal Lobe,0.9244
FUNDUS/BODY,Fundus of the Stomach<;>Body of Stomach,1,2,Fundus of the Stomach<;>Body of Stomach,0.9665,Body of the Pancreas<;>Tail of the Pancreas,0.9317,Ovary<;>Uterus<;>Rectum,0.9282,Skin of the Trunk<;>Buttock,0.9276,Head of the Pancreas<;>Body of the Pancreas,0.9259
GALLBLADDER,Gallbladder,1,2,Gallbladder,1.0000,Neck of Gallbladder,0.9544,Stomach,0.9340,Body of Stomach,0.9228,Bile Duct,0.9190
GASTRIC,Stomach,1,2,Stomach,0.9564,Gastric Cardia,0.9546,Body of Stomach,0.9338,Lower<;>Stomach,0.9230,Distal<;>Stomach,0.9213
GEJ,Gastroesophageal Junction,1,2,Gastroesophageal Junction,0.9127,Gallbladder,0.9000,Stomach,0.8870,Gastric Cardia,0.8838,Upper<;>Stomach,0.8837
GLANS PENIS,Glans Penis,1,2,Glans Penis,1.0000,Penis,0.9312,Prostate Gland,0.8988,Urethra,0.8966,Head of the Pancreas<;>Uncinate Process of Pancreas,0.8906
"GLIOMATOSIS, PERITONEUM",Peritoneum,1,2,Peritoneum,0.9332,Peritoneum<;>Ovary,0.9246,Peritoneum<;>Liver,0.9234,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.9224,Peritoneal,0.9194
"GLIOMATOSIS, RIGHT OVARY",Right<;>Ovary,1,2,Right<;>Ovary,0.9390,Left<;>Ovary,0.9352,Right<;>Temporal Lobe<;>Occipital Lobe,0.9239,Right<;>Occipital Lobe,0.9237,Ovary,0.9233
GLUTEAL METASTASIS,Gluteal Muscle<;>Metastasis,1,2,Gluteal Muscle<;>Metastasis,0.9867,Perinephric<;>Metastasis,0.9323,Lung<;>Metastasis,0.9290,Distant Metastasis<;>Limb<;>Trunk,0.9288,Scapula<;>Metastasis,0.9283
GREATER CURVE,Greater Curvature of the Stomach,1,2,Greater Curvature of the Stomach,0.9419,Greater Omentum,0.9157,Lesser Curvature of the Stomach,0.9041,Pelvic Peritoneum<;>Greater Omentum,0.8927,Sigmoid Colon<;>Rectum<;>Upper,0.8878
GROIN,Inguinal Region,1,2,Inguinal Region,0.8977,Lower Extremity<;>Inguinal Region,0.8965,Inguinal Lymph Node,0.8961,Inguinal Region<;>Lymph Node,0.8943,Gallbladder,0.8871
GROIN LYMPH NODE METASTASES,Inguinal Lymph Node<;>Metastasis,1,2,Inguinal Lymph Node<;>Metastasis,0.9658,Inguinal Region<;>Metastasis,0.9531,Lymph Node<;>Metastasis,0.9526,Inguinal Region<;>Lymph Node,0.9426,Inguinal Lymph Node,0.9395
GROIN LYMPH NODES,Inguinal Region<;>Lymph Node,2,2,Inguinal Lymph Node,0.9582,Inguinal Region<;>Lymph Node,0.9575,Lymph Node,0.9438,Left<;>Inguinal Lymph Node,0.9429,Vulva<;>Lymph Node,0.9382
GROIN METASTASIS,Inguinal Region<;>Metastasis,1,2,Inguinal Region<;>Metastasis,0.9466,Inguinal Lymph Node<;>Metastasis,0.9441,Gluteal Muscle<;>Metastasis,0.9303,Perinephric<;>Metastasis,0.9265,Lymph Node<;>Metastasis,0.9235
"GROWING TERATOMA; PERITONEUM, LIVER",Peritoneum<;>Liver,2,2,Liver<;>Left Lung<;>Pelvic Wall,0.9323,Peritoneum<;>Liver,0.9311,Liver<;>Pelvis<;>Lymph Node,0.9284,Peritoneum<;>Ovary,0.9229,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.9204
GYNECOLOGICAL - OVARY,Ovary,1,2,Ovary,0.9666,Ovary<;>Uterus<;>Rectum,0.9522,Peritoneum<;>Ovary,0.9441,Right<;>Ovary,0.9395,Left<;>Ovary,0.9363
GYNECOLOGICAL - UTERUS,Uterus,2,2,Uterus<;>Cervix Uteri,0.9583,Uterus,0.9575,Uterus<;>Pelvis,0.9526,Ovary<;>Uterus<;>Rectum,0.9478,Cervix Uteri,0.9426
GYNECOLOGICAL - UTERUSGYNECOLOGICAL - CERVIX,Uterus<;>Cervix Uteri,1,2,Uterus<;>Cervix Uteri,0.9650,Cervix Uteri,0.9576,Ovary<;>Uterus<;>Rectum,0.9493,Uterus<;>Pelvis,0.9452,Right<;>Cervix Uteri,0.9421
GYNECOLOGICAL - UTERUSGYNECOLOGICAL - OTHER PLEASE SPECIFY,Uterus,5,2,Uterus<;>Cervix Uteri,0.9424,Ovary<;>Uterus<;>Rectum,0.9394,Uterus<;>Pelvis,0.9388,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9355,Uterus,0.9351
GYNECOLOGICALUTERUS,Uterus,99,2,Ovary<;>Uterus<;>Rectum,0.9308,Pelvis<;>Labial,0.9192,Vagina,0.9179,Uterus<;>Pelvis,0.9167,Uterus<;>Cervix Uteri,0.9163
HAND,Hand,1,2,Hand,1.0000,Left Arm,0.9026,Limb,0.9019,Upper Extremity<;>Shoulder<;>Axilla,0.8975,Limb<;>Skin/Subcutaneous Tissue,0.8970
HARD PALATE,Hard Palate,1,2,Hard Palate,1.0000,Soft Palate,0.9550,Palate,0.9495,Oropharynx,0.9115,Maxilla,0.9061
HEAD,Head of the Pancreas,3,2,Head,1.0000,Head and Neck,0.9514,Head of the Pancreas,0.9398,Chest Wall<;>Head,0.9358,Head of the Pancreas<;>Body of the Pancreas,0.9250
HEAD AND BODY,Head of the Pancreas<;>Body of the Pancreas,3,2,Head,0.9615,Head and Neck,0.9592,Head of the Pancreas<;>Body of the Pancreas,0.9446,Head and Neck<;>Skin/Subcutaneous Tissue,0.9415,Chest Wall<;>Head,0.9391
HEAD AND NECK,Head and Neck,1,2,Head and Neck,1.0000,Neck,0.9589,Head and Neck<;>Skin/Subcutaneous Tissue,0.9526,Head,0.9514,Head and Neck<;>Regional Lymph Node,0.9504
HEAD AND NECK - NECKHEAD AND NECK - OTHER PLEASE SPECIFY,Head and Neck,1,2,Head and Neck,0.9571,Head and Neck<;>Skin/Subcutaneous Tissue,0.9474,Neck,0.9310,Head and Neck<;>Regional Lymph Node,0.9244,Right<;>Neck,0.9242
HEAD AND NECK - OTHER PLEASE SPECIFY,Head and Neck,1,2,Head and Neck,0.9639,Head and Neck<;>Skin/Subcutaneous Tissue,0.9449,Neck,0.9386,Head and Neck<;>Regional Lymph Node,0.9303,Right<;>Neck,0.9296
HEAD AND NECKNECK,Head and Neck,1,2,Head and Neck,0.9680,Neck,0.9420,Head and Neck<;>Skin/Subcutaneous Tissue,0.9277,Head,0.9268,Right<;>Neck,0.9267
HEAD AND NECKPRIMARY,Head and Neck,1,2,Head and Neck,0.9763,Neck,0.9473,Head and Neck<;>Regional Lymph Node,0.9421,Head,0.9376,Head and Neck<;>Skin/Subcutaneous Tissue,0.9345
HEAD AND NECKREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,Head and Neck<;>Skin/Subcutaneous Tissue,1,2,Head and Neck<;>Skin/Subcutaneous Tissue,0.9863,Skin/Subcutaneous Tissue,0.9680,Limb<;>Skin/Subcutaneous Tissue,0.9520,Skin/Subcutaneous Tissue<;>Trunk,0.9512,Head and Neck,0.9504
HEAD AND NECKREGIONAL LYMPH NODE,Head and Neck<;>Regional Lymph Node,1,2,Head and Neck<;>Regional Lymph Node,0.9819,Neck<;>Lymph Node,0.9664,Head and Neck,0.9578,Distant Metastasis<;>Head and Neck,0.9439,Inguinal Region<;>Lymph Node,0.9428
HEAD-BODY,Head of the Pancreas<;>Body of the Pancreas,3,2,Head,0.9705,Head and Neck,0.9541,Head of the Pancreas<;>Body of the Pancreas,0.9415,Chest Wall<;>Head,0.9380,Head of the Pancreas,0.9342
HEAD-UNCINATE PROCESS,Head of the Pancreas<;>Uncinate Process of Pancreas,1,2,Head of the Pancreas<;>Uncinate Process of Pancreas,0.9637,Head,0.9297,Head and Neck,0.9258,Left<;>Femoral Neck<;>Head of the Femur,0.9075,Head of the Pancreas,0.9066
HEADREGULAR,Head,1,2,Head,0.9477,Head and Neck,0.9200,Head of the Pancreas,0.9126,Head of the Pancreas<;>Uncinate Process of Pancreas,0.9123,Hypopharynx,0.9095
HEMISPHERE,Brain,99,2,Right<;>Occipital Lobe,0.9254,Right<;>Temporal Lobe,0.9246,Right<;>Temporal Lobe<;>Occipital Lobe,0.9228,Cerebral Cortex,0.9227,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.9216
HEPATIX FLEXURE,Hepatic Flexure,1,2,Hepatic Flexure,0.9727,Splenic Flexure,0.9421,Ascending Colon<;>Hepatic Flexure<;>Transverse Colon,0.9396,Splenic Flexure<;>Descending Colon<;>Sigmoid Colon,0.9280,Liver,0.9159
HYPOPHARYNX,Hypopharynx,1,2,Hypopharynx,1.0000,Pharynx,0.9293,Head and Neck,0.9267,Larynx,0.9158,Oropharynx,0.9148
HYPOTHALAMUS,Hypothalamus,1,2,Hypothalamus,1.0000,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9400,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9374,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9372,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9347
ILIAC,Ilium,1,2,Ilium,0.9386,Right<;>Iliac Lymph Node,0.9286,Iliac Nerve Plexus<;>Lung,0.9272,Left<;>Ilium,0.9137,Right<;>Ilium,0.9120
INCISURA,Angular Notch of Stomach,99,2,Inguinal Lymph Node,0.8963,Inguinal Region,0.8959,Left<;>Inguinal Lymph Node,0.8951,Intrahepatic,0.8945,Left<;>Rib 9,0.8941
INFRACOLIC OMENTUM,Greater Omentum,99,2,Omentum,0.9435,Infratentorial Brain,0.9305,Omentum<;>Peritoneum<;>Uterus,0.9283,Left<;>Infrarenal Aortic Segment,0.9206,Omental Bursa,0.9187
INFRARENAL MASS LEFT,Left<;>Infrarenal Aortic Segment,1,2,Left<;>Infrarenal Aortic Segment,0.9560,Right<;>Suprarenal,0.9397,Infratentorial Brain,0.9299,Left<;>Adrenal Gland<;>Kidney,0.9248,Left<;>Retroperitoneal,0.9233
INFRATEMPORAL FOSSA,Infratemporal Fossa,1,2,Infratemporal Fossa,1.0000,Infratentorial Brain,0.9504,Supratentorial<;>Frontal Lobe,0.9371,Supratentorial<;>Temporal Lobe,0.9337,Supratentorial<;>Parietal Lobe,0.9276
INFRATENTORIAL,Infratentorial Brain,1,2,Infratentorial Brain,0.9917,Supratentorial,0.9581,Supratentorial<;>Temporal Lobe,0.9514,Infratemporal Fossa,0.9494,Supratentorial<;>Occipital Lobe,0.9455
INGUINAL LYMPH NODES,Inguinal Lymph Node,1,2,Inguinal Lymph Node,0.9988,Inguinal Region<;>Lymph Node,0.9823,Left<;>Inguinal Lymph Node,0.9778,Inguinal Lymph Node<;>Metastasis,0.9697,Inguinal Region,0.9623
INSULAR LOBE,Central Lobe,99,2,Left<;>Temporal Lobe<;>Parietal Lobe,0.9161,Left<;>Parietal Lobe,0.9142,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,0.9136,Left<;>Parietal Lobe<;>Occipital Lobe,0.9125,Temporal Lobe,0.9125
INTERAORTOCAVAL LYMPH NODE,Aortocaval Lymph Node,1,2,Aortocaval Lymph Node,0.9500,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,0.9465,Paraaortic Lymph Node,0.9447,Left<;>Thorax<;>Aortocaval Lymph Node,0.9415,Aortocaval Lymph Node<;>Pancreatic Lymph Node<;>Presacral<;>Extra-Adrenal,0.9389
INTERCOSTAL,Intercostal Space,1,2,Intercostal Space,0.9687,Left<;>Sixth<;>Intercostal Space,0.9495,Left<;>Rib 6,0.8976,Chest,0.8975,Left<;>Pleural Effusion,0.8971
INTERMAMMARY LYMPH NODE,Intramammary Lymph Node,1,2,Intramammary Lymph Node,0.9704,Inguinal Lymph Node,0.9324,Inguinal Lymph Node<;>Metastasis,0.9318,Left<;>Inguinal Lymph Node,0.9300,Inguinal Region<;>Lymph Node,0.9293
INTRA-ABDOMINAL,Intra-abdominal,1,2,Intra-abdominal,1.0000,Intra-abdominal<;>Small Intestine,0.9771,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.9692,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.9620,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.9416
INTRA-ABDOMINALPELVISRETROPERITONEUM,Intra-abdominal<;>Pelvis<;>Retroperitoneum,1,2,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.9626,Intra-abdominal,0.9623,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.9610,Intra-abdominal<;>Small Intestine,0.9500,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,0.9434
INTRA-ABDOMINALRETROPERITONEUM/UPPER ABDOMINAL,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,1,2,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.9767,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.9622,Retroperitoneum<;>Upper<;>Abdominal,0.9609,Intra-abdominal,0.9594,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.9571
INTRA-ABDOMINALSMALL INTESTINE,Intra-abdominal<;>Small Intestine,1,2,Intra-abdominal<;>Small Intestine,0.9802,Intra-abdominal,0.9702,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.9499,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,0.9497,Intestine,0.9439
INTRA-PSOAS,Psoas Muscle,1,2,Psoas Muscle,0.9347,Intra-abdominal,0.9144,Intra-abdominal<;>Small Intestine,0.9032,Lesser Pelvis<;>Extra-Adrenal,0.9001,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.8994
INTRAHEPATIC,Intrahepatic,1,2,Intrahepatic,1.0000,Extrahepatic,0.9358,Liver,0.9176,Intra-abdominal,0.9156,Hepatic Flexure,0.9139
INTRAPERICARDIAL PARA-AORTIC EXTRA ADRENAL PGL,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,3,2,Extra-Adrenal Retroperitoneal Paraganglioma,0.9735,Paraaortic Region<;>Extra-Adrenal,0.9600,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,0.9583,Retroperitoneal<;>Extra-Adrenal,0.9579,Paraaortic Region<;>Vena Cava<;>Extra-Adrenal,0.9563
"INTRASPINAL TUMOR, PULMONARY NODULES",Intraspinal<;>Pulmonary Nodule,1,2,Intraspinal<;>Pulmonary Nodule,0.9851,Skin/Subcutaneous Tissue<;>Metastasis,0.9186,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.9176,Central Nervous System<;>Metastasis,0.9169,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.9167
JUGULODIGASTRIC LYMPH NODE,Jugulodigastric Lymph Node,1,2,Jugulodigastric Lymph Node,1.0000,Left<;>Jugulodigastric Lymph Node,0.9854,Right<;>Jugulodigastric Lymph Node,0.9807,Lymph Node,0.9445,Vulva<;>Lymph Node,0.9380
KIDNEY,Kidney,1,2,Kidney,1.0000,Renal,0.9642,Renal Pelvis,0.9432,Left Kidney,0.9417,Renal Vein,0.9394
"KIDNEY AND ADRENAL GLAND, LEFT",Left<;>Adrenal Gland<;>Kidney,1,2,Left<;>Adrenal Gland<;>Kidney,0.9907,Left<;>Adrenal Gland,0.9828,Right<;>Adrenal Gland,0.9736,Left Kidney,0.9575,Adrenal Gland,0.9552
KIDNEY LUNG MET,Kidney<;>Lung<;>Metastasis,2,2,Kidney,0.9413,Kidney<;>Lung<;>Metastasis,0.9296,Lung,0.9291,Renal,0.9149,Left<;>Adrenal Gland<;>Kidney,0.9062
KIDNEYLIVERRETROPERITONEUM/UPPER ABDOMINAL,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,2,2,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney,0.9704,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.9694,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.9673,Retroperitoneum<;>Upper<;>Abdominal,0.9552,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,0.9550
L,Lower<;>Stomach,99,2,Pleural Fluid<;>B-Lymphocyte,0.9109,Lobe of the Left Lung,0.9064,Lower Lobe of the Left Lung,0.9059,Blood<;>B-Lymphocyte,0.9058,Peritoneum<;>B-Lymphocyte,0.9031
L ARM MELANOMA,Left Arm,1,2,Left Arm,0.9210,Left<;>Jugulodigastric Lymph Node,0.9104,Skin<;>Metastasis,0.9100,Right<;>Axillary Lymph Node<;>Metastasis,0.9095,Left<;>Axillary Lymph Node,0.9070
L AXILLARY LYMPH NODE DISSECTION,Left<;>Axillary Lymph Node,1,2,Left<;>Axillary Lymph Node,0.9609,Axillary Lymph Node,0.9593,Right<;>Axillary Lymph Node,0.9510,Right<;>Axillary Lymph Node<;>Metastasis,0.9401,Lymph Node,0.9391
L MEDIASTINUM,Left<;>Mediastinum,1,2,Left<;>Mediastinum,0.9634,Mediastinum,0.9623,Mediastinum<;>Lung,0.9575,Left<;>Posterior Mediastinum,0.9432,Right<;>Mediastinal Lymph Node,0.9357
L PARIETAL SCALP,Left<;>Parietal Lobe<;>Scalp,1,2,Left<;>Parietal Lobe<;>Scalp,0.9627,Parietal,0.9485,Parietal Lobe,0.9427,Parietal Lobe<;>Temporal Lobe,0.9386,Left<;>Parietal Lobe,0.9385
L TEMPORAL BRAIN METASTASIS,Left<;>Temporal Lobe<;>Metastasis,1,2,Left<;>Temporal Lobe<;>Metastasis,0.9685,Lung<;>Metastasis,0.9436,Temporal Lobe,0.9421,Left<;>Parietal Lobe<;>Metastasis,0.9416,Left Thigh<;>Metastasis,0.9357
L2 VETEBRAL BODY,L2 Vertebra,1,2,L2 Vertebra,0.9412,T2 Vertebra,0.9355,Left<;>Paraspinal<;>T3 Vertebra<;>T4 Vertebra,0.9224,Vertebral Column,0.9120,C4 Vertebra,0.9099
LACRIMAL GLAND,Lacrimal Gland,1,2,Lacrimal Gland,1.0000,Salivary Gland,0.9394,Parotid Gland,0.9277,Sublingual Salivary Gland,0.9248,Submandibular Gland,0.9223
LARGE BOWEL TRANSVERSE COLON,Transverse Colon,1,2,Transverse Colon,0.9727,Ascending Colon<;>Hepatic Flexure<;>Transverse Colon,0.9484,Colon,0.9399,Sigmoid Colon,0.9394,Left Colon,0.9389
LARYNGOPHARYNX,Hypopharynx,4,2,Nasopharynx,0.9509,Larynx,0.9480,Oropharynx,0.9316,Hypopharynx,0.9269,Pharynx,0.9263
LARYNX,Larynx,1,2,Larynx,1.0000,Hypopharynx,0.9158,Head and Neck,0.9146,Pharynx,0.9145,Sublingual Salivary Gland,0.9124
LEFT,Left,1,2,Left,1.0000,Left Leg,0.9636,Left Arm,0.9631,Left Lung,0.9630,Right,0.9600
LEFT 9TH RIB,Left<;>Rib 9,1,2,Left<;>Rib 9,0.9836,Left<;>Rib 6,0.9520,Left Lung,0.9297,Chest Wall<;>Rib 6<;>Rib 7,0.9265,Lobe of the Left Lung,0.9231
LEFT ABDOMEN DIAPHRAGM,Left<;>Abdomen<;>Diaphragm,1,2,Left<;>Abdomen<;>Diaphragm,0.9883,Left<;>Chest<;>Diaphragm,0.9768,Left<;>Abdomen,0.9694,Right<;>Diaphragm,0.9681,Diaphragm,0.9556
LEFT ABDOMINAL,Left<;>Abdomen,1,2,Left<;>Abdomen,0.9825,Right<;>Abdominal Wall,0.9676,Left Upper Quadrant of Abdomen,0.9622,Left<;>Abdomen<;>Diaphragm,0.9553,Right Upper Quadrant of Abdomen,0.9533
LEFT ADNEXA,Left<;>Adnexa,1,2,Left<;>Adnexa,0.9903,Left<;>Adnexa<;>Pelvic Peritoneum,0.9616,Adnexa,0.9602,Right<;>Adnexa,0.9602,Left<;>Adrenal Gland,0.9385
LEFT ADNEXA AND PELVIC PERITONEUM,Left<;>Adnexa<;>Pelvic Peritoneum,1,2,Left<;>Adnexa<;>Pelvic Peritoneum,0.9902,Left<;>Adnexa,0.9600,Pelvic Peritoneum,0.9553,Liver<;>Left Lung<;>Pelvic Wall,0.9534,Pelvic Peritoneum<;>Peritoneal Effusion,0.9520
LEFT ADRENAL,Left<;>Adrenal Gland,1,2,Left<;>Adrenal Gland,0.9863,Left<;>Adrenal Gland<;>Kidney,0.9746,Right<;>Adrenal Gland,0.9726,Left Kidney,0.9584,Left,0.9543
