original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
NERVE SHEATH TUMOR,Nerve Sheath Neoplasm,1,2,Nerve Sheath Neoplasm,0.9858,Malignant Peripheral Nerve Sheath Tumor,0.9586,Schwannoma,0.9478,Neuroepithelial Neoplasm,0.9274,Plexiform Schwannoma,0.9270
NESTED STROMAL EPITHELIAL TUMOR OF THE LIVER,Calcifying Nested Stromal-Epithelial Tumor of the Liver,1,2,Calcifying Nested Stromal-Epithelial Tumor of the Liver,0.9799,Skin Sclerosing/Morphoeic Basal Cell Carcinoma,0.9298,Liver and Intrahepatic Bile Duct Neoplasm,0.9295,Lung Inflammatory Myofibroblastic Tumor,0.9293,ovary mixed epithelial carcinoma,0.9290
NEUROBLASTOMA,Neuroblastoma,1,2,Neuroblastoma,1.0000,Olfactory Neuroblastoma,0.9632,Neurofibroma,0.9313,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.9203,"Ganglioneuroblastoma, Nodular",0.9180
NEUROBLASTOMAÃ‚Â ,Neuroblastoma,1,2,Neuroblastoma,0.9840,Olfactory Neuroblastoma,0.9508,Neurofibroma,0.9273,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.9236,"Glioblastoma, IDH-Wildtype<;>Glioblastoma with Primitive Neuronal Component",0.9235
NEUROCUTANEOUS MELANOCYTOSIS,Neurocutaneous Melanosis,1,2,Neurocutaneous Melanosis,0.9941,Cutaneous Nodular Melanoma,0.9334,Melanotic Schwannoma,0.9322,Central Nervous System Melanoma,0.9300,Cutaneous Melanoma,0.9281
NEUROENDOCRINE,Neuroendocrine Neoplasm,2,2,Neuroendocrine Tumor,0.9592,Neuroendocrine Neoplasm,0.9544,Pituitary Neuroendocrine Tumor,0.9493,Pancreatic Neuroendocrine Tumor,0.9486,Neuroendocrine Carcinoma,0.9481
NEUROENDOCRINE CARCINOMA,Neuroendocrine Carcinoma,1,2,Neuroendocrine Carcinoma,1.0000,Neuroendocrine Tumor,0.9780,Prostate Neuroendocrine Carcinoma,0.9770,Colorectal Neuroendocrine Carcinoma,0.9762,Neuroendocrine Neoplasm,0.9760
NEUROENDOCRINE CARCINOMA NOS,Neuroendocrine Carcinoma,1,2,Neuroendocrine Carcinoma,0.9817,Neuroendocrine Carcinoma<;>Poorly Differentiated,0.9649,Endometrial Neuroendocrine Carcinoma,0.9622,Head and Neck Neuroendocrine Carcinoma,0.9622,Neuroendocrine Neoplasm,0.9616
"NEUROENDOCRINE CARCINOMA, NOS",Neuroendocrine Carcinoma,1,2,Neuroendocrine Carcinoma,0.9796,Neuroendocrine Carcinoma<;>Poorly Differentiated,0.9671,Neuroendocrine Neoplasm,0.9633,Head and Neck Neuroendocrine Carcinoma,0.9629,Endometrial Neuroendocrine Carcinoma,0.9627
NEUROENDOCRINE TUMOR,Neuroendocrine Tumor,1,2,Neuroendocrine Tumor,1.0000,Neuroendocrine Neoplasm,0.9850,Pancreatic Neuroendocrine Tumor,0.9799,Neuroendocrine Carcinoma,0.9780,Pituitary Neuroendocrine Tumor,0.9763
"NEUROENDOCRINE TUMOR, NOS",Neuroendocrine Tumor,1,2,Neuroendocrine Tumor,0.9729,Neuroendocrine Neoplasm,0.9665,Neuroendocrine Carcinoma,0.9618,Appendix Neuroendocrine Tumor,0.9614,Pituitary Neuroendocrine Tumor,0.9574
NEUROEPITHELIAL TUMOR,Neuroepithelial Neoplasm,1,2,Neuroepithelial Neoplasm,0.9867,Neuroepithelial Neoplasm<;>High Grade,0.9645,Dysembryoplastic Neuroepithelial Tumor,0.9606,Primitive Neuroectodermal Tumor,0.9428,Polymorphous Low Grade Neuroepithelial Tumor of the Young,0.9377
NEUROEPITHELIOMA,Primitive Neuroectodermal Tumor,99,2,Neuroepithelial Neoplasm,0.9569,Neuroepithelial Neoplasm<;>High Grade,0.9389,Malignant Myoepithelioma,0.9286,Central Nervous System Medulloepithelioma,0.9275,Polymorphous Low Grade Neuroepithelial Tumor of the Young,0.9269
NEUROFIBROMA,Neurofibroma,1,2,Neurofibroma,1.0000,Plexiform Neurofibroma,0.9542,Neuroblastoma,0.9313,Schwannoma,0.9259,Plexiform Schwannoma,0.9246
NEUROTROPIC,Desmoplastic Neurotropic Melanoma,1,2,Desmoplastic Neurotropic Melanoma,0.9411,Extraventricular Neurocytoma,0.9133,Peripheral Nervous System,0.9021,Malignant Peripheral Nerve Sheath Tumor,0.9017,Central Nervous System<;>Brain,0.9016
NHL,Non-Hodgkin Lymphoma,1,2,Non-Hodgkin Lymphoma,0.9379,B-Cell Non-Hodgkin Lymphoma,0.9328,Lymphoma,0.9318,Hodgkin Lymphoma,0.9299,B-Cell Non-Hodgkin Lymphoma<;>Burkitt Lymphoma,0.9261
NKC,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,2,2,Mature T-Cell and NK-Cell Neoplasm,0.9271,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,0.9186,NTRK-Rearranged Spindle Cell Neoplasm,0.9020,Blue Nevus,0.8993,nan,0.8945
NODAL MARGINAL ZONE LYMPHOMA,Nodal Marginal Zone Lymphoma,1,2,Nodal Marginal Zone Lymphoma,1.0000,Marginal Zone Lymphoma,0.9839,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,0.9597,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0.9213,Mature B-Cell Non-Hodgkin Lymphoma,0.9207
NODAL PERIPHERAL T-CELL LYMPHOMA WITH TFH PHENOTYPE,Follicular Helper T-Cell Lymphoma,3,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.9533,B-Cell Non-Hodgkin Lymphoma<;>Mediastinal Non-Hodgkin Lymphoma<;>Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.9504,Follicular Helper T-Cell Lymphoma,0.9492,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.9473,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0.9471
NODULAR,Nodular Neoplasm,1,2,Nodular Neoplasm,0.9726,Cutaneous Nodular Melanoma,0.9586,"Ganglioneuroblastoma, Nodular",0.9358,Desmoplastic/Nodular Medulloblastoma,0.9348,Nodal Marginal Zone Lymphoma,0.9046
NON AML MDSMPN DIAGNOSIS AT ACQUISITION,Myelodysplastic/Myeloproliferative Neoplasm,99,2,"Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified",0.9389,"Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",0.9378,Acute Myeloid Leukemia with Multilineage Dysplasia,0.9354,Acute Myeloid Leukemia Not Otherwise Specified<;>Therapy-Related Myeloid Neoplasm,0.9329,Acute Myeloid Leukemia Not Otherwise Specified,0.9326
NON SMALL CELL LUNG CANCER,Lung Non-Small Cell Carcinoma,1,2,Lung Non-Small Cell Carcinoma,0.9898,Non-Small Cell Carcinoma,0.9856,Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,0.9791,Lung Non-Small Cell Carcinoma<;>Large Cell Carcinoma,0.9764,Lung Small Cell Carcinoma,0.9719
NON SMALL CELL LUNG CANCER OTHER,Lung Non-Small Cell Carcinoma,1,2,Lung Non-Small Cell Carcinoma,0.9815,Non-Small Cell Carcinoma,0.9778,Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,0.9755,Lung Non-Small Cell Carcinoma<;>Large Cell Carcinoma,0.9736,Lung Non-Small Cell Carcinoma<;>Poorly Differentiated,0.9678
NON-GERMINOMATOUS GERM CELL TUMOR,Nongerminomatous Germ Cell Tumor,2,2,Testicular Non-Seminomatous Germ Cell Tumor,0.9778,Nongerminomatous Germ Cell Tumor,0.9727,Nongerminomatous Germ Cell Tumor<;>Yolk Sac Tumor,0.9685,Nongerminomatous Germ Cell Tumor<;>Mixed Germ Cell Tumor,0.9682,Extragonadal Germ Cell Tumor,0.9641
NON-GLABROUS SKIN,Non-Glabrous Skin,1,2,Non-Glabrous Skin,1.0000,Cutaneous T-Cell Non-Hodgkin Lymphoma,0.9169,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.9151,B-Cell Non-Hodgkin Lymphoma,0.9117,Non-Hodgkin Lymphoma,0.9112
NON-HODGKIN LYMPHOMA,Non-Hodgkin Lymphoma,1,2,Non-Hodgkin Lymphoma,1.0000,B-Cell Non-Hodgkin Lymphoma,0.9827,T-Cell Non-Hodgkin Lymphoma,0.9724,B-Cell Non-Hodgkin Lymphoma<;>Burkitt Lymphoma,0.9637,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0.9620
NON-HODGKINS LYMPHOMA,Non-Hodgkin Lymphoma,1,2,Non-Hodgkin Lymphoma,0.9990,B-Cell Non-Hodgkin Lymphoma,0.9815,T-Cell Non-Hodgkin Lymphoma,0.9717,B-Cell Non-Hodgkin Lymphoma<;>Burkitt Lymphoma,0.9621,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0.9605
NON-METASTATIC CASTRATION-RESISTANT,Castration-Resistant Prostate Carcinoma<;>Non-Metastatic Prostate Carcinoma,1,2,Castration-Resistant Prostate Carcinoma<;>Non-Metastatic Prostate Carcinoma,0.9767,Castration-Resistant Prostate Carcinoma<;>Metastatic Prostate Carcinoma,0.9671,Castration-Resistant Prostate Carcinoma,0.9582,Castration-Resistant Prostate Carcinoma<;>Prostate Adenocarcinoma,0.9579,Castration-Resistant Prostate Carcinoma<;>Prostate Neuroendocrine Neoplasm,0.9523
NON-PAPILLARY,Non-Papillary Pattern,1,2,Non-Papillary Pattern,0.9782,Papillary,0.9612,Papillary Carcinoma,0.9303,Acinar Cell Carcinoma<;>Papillary,0.9277,Papillary Renal Cell Carcinoma,0.9276
NON-SEMINOMA,Nongerminomatous Germ Cell Tumor,99,2,Testicular Non-Seminomatous Germ Cell Tumor,0.9629,Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9608,Choriocarcinoma<;>Nonseminomatous<;>Seminoma,0.9530,Testicular Seminoma,0.9513,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9488
NON-SEMINOMA; CHORIOCARCINOMANON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,99,2,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,0.9815,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,0.9781,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9763,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9758,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9758
NON-SEMINOMA; EMBRYONAL CARCINOMA,Embryonal Carcinoma<;>Nonseminomatous,4,2,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9859,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9818,Embryonal Carcinoma<;>Seminoma,0.9780,Embryonal Carcinoma<;>Nonseminomatous,0.9764,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9755
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURE,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,2,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9812,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9783,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9721,Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9717,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,0.9710
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; CHORIOCARCINOMANON-SEMINOMA; YOLK SAC TUMORSEMINOMA; NOS,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,1,2,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9809,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9782,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9758,Choriocarcinoma<;>Nonseminomatous<;>Seminoma,0.9739,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,0.9728
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,99,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9829,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9800,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,0.9753,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9751,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9735
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,1,2,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,0.9824,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,0.9806,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9767,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9767,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9752
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; CHORIOCARCINOMA,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,1,2,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,0.9811,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,0.9770,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9759,Choriocarcinoma<;>Nonseminomatous<;>Seminoma,0.9744,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9743
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,99,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9781,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9778,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9778,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9774,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9774
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,2,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9781,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9778,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9778,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9774,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9774
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURESEMINOMA; NOS,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,99,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9781,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9778,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9778,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9774,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9774
NON-SEMINOMA; EMBRYONAL CARCINOMASEMINOMA; NOS,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,1,2,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9840,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9827,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9779,Embryonal Carcinoma<;>Nonseminomatous,0.9758,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,0.9736
NON-SEMINOMA; EMBRYONAL CARCINOMA[NOT AVAILABLE],Embryonal Carcinoma<;>Nonseminomatous,3,2,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9823,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9779,Embryonal Carcinoma<;>Nonseminomatous,0.9740,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9723,Embryonal Carcinoma<;>Seminoma,0.9707
NON-SEMINOMA; EMBRYONAL CARCINOMA[NOT AVAILABLE][NOT AVAILABLE][NOT AVAILABLE],Embryonal Carcinoma<;>Nonseminomatous,4,2,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9813,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9782,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9732,Embryonal Carcinoma<;>Nonseminomatous,0.9732,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,0.9689
NON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma,2,2,Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9700,Nonseminomatous<;>Immature Teratoma,0.9677,Seminoma<;>Mature Teratoma,0.9665,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9646,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Mature Teratoma<;>Seminoma,0.9639
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma,2,2,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Mature Teratoma<;>Seminoma,0.9742,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma,0.9742,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma<;>Seminoma,0.9742,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9730,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9730
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor,1,2,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor,0.9777,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor,0.9773,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9766,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,0.9766,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9766
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMA,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,1,2,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9783
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,1,2,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,0.9783,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9783
NON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Mature Teratoma,4,2,Seminoma<;>Mature Teratoma,0.9741,Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9719,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9638,Nonseminomatous<;>Mature Teratoma,0.9631,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9617
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,99,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9799,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9772,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9749,Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9745,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,0.9737
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; EMBRYONAL CARCINOMA,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,3,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9747,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9725,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,0.9706,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9706,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9706
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,99,2,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9747,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9725,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,0.9706,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9706,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9706
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; CHORIOCARCINOMA,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,99,2,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma,0.9739,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma<;>Seminoma,0.9739,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Mature Teratoma<;>Seminoma,0.9738,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9729,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9729
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMASEMINOMA; NOS,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,99,2,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma,0.9739,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma<;>Seminoma,0.9739,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Mature Teratoma<;>Seminoma,0.9738,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,0.9729,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,0.9729
