"iri","ontology_name","ontology_prefix","short_form","description","label","obo_id","type"
"http://purl.obolibrary.org/obo/NCIT_C161387","ncit","NCIT","NCIT_C161387","The tendons that connect the muscles and bones that comprise the glenohumeral and acromioclavicular joints and enable abduction of the arm and stabilization of the shoulder.","Shoulder Joint Tendons","NCIT:C161387","class"
"http://purl.obolibrary.org/obo/NCIT_C161388","ncit","NCIT","NCIT_C161388","The tendons that connect the quadriceps muscles to the kneecap, the hamstring muscles to the shin bone and fibula, and the patella to the top part of the fibula, enabling flexion, extension, and slight rotation of the knee.","Knee Joint Tendons","NCIT:C161388","class"
"http://purl.obolibrary.org/obo/NCIT_C187835","ncit","NCIT","NCIT_C187835","A fibrous band extending from the distal end of the quadriceps femoris to the top of the patella.","Patellar Tendon","NCIT:C187835","class"
"http://purl.obolibrary.org/obo/NCIT_C161389","ncit","NCIT","NCIT_C161389","The tendons in the anterior compartment of the leg that connect muscles that originate on the surfaces of the femur, tibia, and fibula to bones in the toes and enable plantar flexion of the foot at the ankle.","Ankle Joint Anterior Flexor Tendons","NCIT:C161389","class"
"http://purl.obolibrary.org/obo/NCIT_C161390","ncit","NCIT","NCIT_C161390","The tendons in the anterior compartment of the leg that cross the tibiotalar joint anteriorly and connect muscles that originate on the surfaces of the tibia and fibula to bones in the toes and enable dorsiflexion of the foot at the ankle and extension of the toes.","Ankle Joint Anterior Extensor Tendons","NCIT:C161390","class"
"http://purl.obolibrary.org/obo/NCIT_C32043","ncit","NCIT","NCIT_C32043","The tendon that connects the heel bone to the calf muscles at the back of the lower leg.","Achilles Tendon","NCIT:C32043","class"
"http://purl.obolibrary.org/obo/NCIT_C32399","ncit","NCIT","NCIT_C32399","The longitudinal fiber of the esophagus connected to the cricoid cartilage of the larynx.","Cricoesophageal Tendon","NCIT:C32399","class"
"http://purl.obolibrary.org/obo/NCIT_C32517","ncit","NCIT","NCIT_C32517","list()","Endomysium","NCIT:C32517","class"
"http://purl.obolibrary.org/obo/NCIT_C32527","ncit","NCIT","NCIT_C32527","list()","Epimysium","NCIT:C32527","class"
"http://purl.obolibrary.org/obo/NCIT_C32588","ncit","NCIT","NCIT_C32588","A muscle fiber that is able to hydrolyze ATP and transmit electrochemical signals rapidly.","Fast-twitch Motor Unit","NCIT:C32588","class"
"http://purl.obolibrary.org/obo/NCIT_C33154","ncit","NCIT","NCIT_C33154","Fibrillar protein polymers found in the contractile apparatus of muscle cells.","Myofilament","NCIT:C33154","class"
"http://purl.obolibrary.org/obo/NCIT_C33762","ncit","NCIT","NCIT_C33762","A myofilament composed of myosin.","Thick Filament","NCIT:C33762","class"
"http://purl.obolibrary.org/obo/NCIT_C33764","ncit","NCIT","NCIT_C33764","A myofilament composed of actin and tropomyosin.","Thin Filament","NCIT:C33764","class"
"http://purl.obolibrary.org/obo/NCIT_C33299","ncit","NCIT","NCIT_C33299","A dense connective tissue sheath surrounding a bundle of muscle fibers.","Perimysium","NCIT:C33299","class"
"http://purl.obolibrary.org/obo/NCIT_C33717","ncit","NCIT","NCIT_C33717","A membrane-lined sac that is located in a joint, and is filled with synovial fluid; it provides a cushion between bones and tendons and/or muscles, decreasing the friction between two moving structures and allowing for unrestricted movement.","Synovial Bursa","NCIT:C33717","class"
"http://purl.obolibrary.org/obo/NCIT_C33558","ncit","NCIT","NCIT_C33558","A long, cylindrical, multinucleated cell comprising a network of myofibrils, which contain several proteins that compose the contractile unit of skeletal muscle, of which there are three basic types: intermediate, red, and white.","Skeletal Fiber","NCIT:C33558","class"
"http://purl.obolibrary.org/obo/NCIT_C33451","ncit","NCIT","NCIT_C33451","A type of striated skeletal muscle fiber that contracts slowly and contains high amounts of mitochondria, myoglobin and sarcoplasm.","Red Fiber","NCIT:C33451","class"
"http://purl.obolibrary.org/obo/NCIT_C32829","ncit","NCIT","NCIT_C32829","A type of striated skeletal muscle fiber that contracts quicker than a red fiber but slower than a white fiber and contains only a moderate amount of mitochondria, myoglobin and sarcoplasm.","Intermediate Fiber","NCIT:C32829","class"
"http://purl.obolibrary.org/obo/NCIT_C33891","ncit","NCIT","NCIT_C33891","A type of striated skeletal muscle fiber that contracts quickly and contains small amounts of mitochondria, myoglobin and sarcoplasm.","White Fiber","NCIT:C33891","class"
"http://purl.obolibrary.org/obo/NCIT_C33564","ncit","NCIT","NCIT_C33564","A type of motor unit, comprising a group of individual muscle fibers that are activated by a single motor neuron, that has low contraction strength, high endurance, and is dependent on aerobic metabolism for energy.","Slow-Twitch Motor Unit","NCIT:C33564","class"
"http://purl.obolibrary.org/obo/NCIT_C34076","ncit","NCIT","NCIT_C34076","Any component of the framework, including bone and cartilage, that supports and/or protects the soft tissues of vertebrate animals.","Skeletal System Part","NCIT:C34076","class"
"http://purl.obolibrary.org/obo/NCIT_C105446","ncit","NCIT","NCIT_C105446","The bony prominence of the lower part of the ischium.","Ischial Tuberosity","NCIT:C105446","class"
"http://purl.obolibrary.org/obo/NCIT_C105447","ncit","NCIT","NCIT_C105447","The prominence on the lateral surface of the sacrum, posterior to the auricular surface of the sacrum.","Sacral Tuberosity","NCIT:C105447","class"
"http://purl.obolibrary.org/obo/NCIT_C122161","ncit","NCIT","NCIT_C122161","A radiolucent and fracture-prone triangular zone in the proximal femur.","Ward's Triangle","NCIT:C122161","class"
"http://purl.obolibrary.org/obo/NCIT_C116112","ncit","NCIT","NCIT_C116112","A bony projection arising from the posterior vertebral arch that serves for the attachment of muscles and ligaments.","Spinous Process","NCIT:C116112","class"
"http://purl.obolibrary.org/obo/NCIT_C116163","ncit","NCIT","NCIT_C116163","The spinous process of the 5th lumbar vertebra.","Fifth Lumbar Spinous Process","NCIT:C116163","class"
"http://purl.obolibrary.org/obo/NCIT_C117868","ncit","NCIT","NCIT_C117868","A rectangular socket or bony arch that connects the ends of the tibia and fibula to the talus.","Ankle Mortise","NCIT:C117868","class"
"http://purl.obolibrary.org/obo/NCIT_C120670","ncit","NCIT","NCIT_C120670","The elongated bony body of a fibula compressing of the anterior, posterior, internal and external surfaces separated by the anteroexternal, anterointernal, posteroexternal and posterointernal borders.","Fibular Shaft","NCIT:C120670","class"
"http://purl.obolibrary.org/obo/NCIT_C120671","ncit","NCIT","NCIT_C120671","The cylindrical, elongated bony body of a humerus compressing of the anterior, posterior and external surfaces separated by the anterior, posterior and interosseous borders. The distal portion of the shaft becomes more prismatic and flattened.","Humeral Shaft","NCIT:C120671","class"
"http://purl.obolibrary.org/obo/NCIT_C120674","ncit","NCIT","NCIT_C120674","The slightly curved, prismoid, elongated bony body of a radius compressing of the anterior, posterior and external surfaces separated by the anterior, posterior and interosseous borders.","Radius Shaft","NCIT:C120674","class"
"http://purl.obolibrary.org/obo/NCIT_C120675","ncit","NCIT","NCIT_C120675","The triangular prismoid, elongated bony body of a tibia compressing of the anterior, posterior and external surfaces separated by the anterior, posterior and interosseous borders.","Tibial Shaft","NCIT:C120675","class"
"http://purl.obolibrary.org/obo/NCIT_C120676","ncit","NCIT","NCIT_C120676","The prismatic, elongated bony body of an ulna which curves from behind forwards, and compresses of the anterior, posterior and external surfaces separated by the anterior, posterior and interosseous borders. The distal portion of the shaft is rounded, smooth and bents outward.","Ulnar Shaft","NCIT:C120676","class"
"http://purl.obolibrary.org/obo/NCIT_C12373","ncit","NCIT","NCIT_C12373","A type of connective tissue composed of chondrocytes and an extracellular matrix, composed of collagen, elastin, and ground substance. There are three types of cartilage; namely elastic, hyaline, and fibrocartilage.","Cartilage","NCIT:C12373","class"
"http://purl.obolibrary.org/obo/NCIT_C12281","ncit","NCIT","NCIT_C12281","The nine cartilages that comprise the skeleton of the larynx, including the single thyroid, epiglottic, and cricoid cartilages, and the paired arytenoid, corniculate, and cuneiform cartilages.","Laryngeal Cartilage","NCIT:C12281","class"
"http://purl.obolibrary.org/obo/NCIT_C33780","ncit","NCIT","NCIT_C33780","The largest of the laryngeal cartilages comprising two quadrilateral laminae that fuse to form a median elevation (""Adam's apple""). It lies inferior to the hyoid bone, its superior horn is attached to the tip of the greater horn of the hyoid bone, and its inferior horn articulates with the cricoid cartilage.","Thyroid Cartilage","NCIT:C33780","class"
"http://purl.obolibrary.org/obo/NCIT_C32148","ncit","NCIT","NCIT_C32148","Either of a pair of small pyramidal laryngeal cartilages that articulate with the lamina of the cricoid cartilage and give attachment to the posterior part of the corresponding vocal ligament and to several muscles.","Arytenoid Cartilage","NCIT:C32148","class"
"http://purl.obolibrary.org/obo/NCIT_C32526","ncit","NCIT","NCIT_C32526","A type of elastic cartilage that is attached to the larynx creating a flap.","Epiglottic Cartilage","NCIT:C32526","class"
"http://purl.obolibrary.org/obo/NCIT_C32373","ncit","NCIT","NCIT_C32373","One of two small conical nodules of elastic cartilage which caps the apex of the arytenoid cartilages.","Corniculate Cartilage","NCIT:C32373","class"
"http://purl.obolibrary.org/obo/NCIT_C32400","ncit","NCIT","NCIT_C32400","A cartilage ring around the trachea below the thyroid cartilage.","Cricoid Cartilage","NCIT:C32400","class"
"http://purl.obolibrary.org/obo/NCIT_C32417","ncit","NCIT","NCIT_C32417","The two small rod shaped pieces of elastic cartilage on both sides of the aryepiglottic fold which supports the epiglottis laterally and the vocal cords.","Cuneiform Cartilage","NCIT:C32417","class"
"http://purl.obolibrary.org/obo/NCIT_C32144","ncit","NCIT","NCIT_C32144","The cartilage that covers the ends of each bone in a joint.","Articular Cartilage","NCIT:C32144","class"
"http://purl.obolibrary.org/obo/NCIT_C32391","ncit","NCIT","NCIT_C32391","The cartilage positioned between the anterior end of the rib and the sternum. Its elasticity allows the ribcage to expand while breathing.","Costal Cartilage","NCIT:C32391","class"
"http://purl.obolibrary.org/obo/NCIT_C33096","ncit","NCIT","NCIT_C33096","A crescent-shaped wedge of cartilaginous material that serves as a cushion in the knee, between the tuberosities of the femur and the tibia. There are two locations, the medial meniscus located on the inner aspect of the knee and the lateral which is located on the outer aspect.","Meniscus","NCIT:C33096","class"
"http://purl.obolibrary.org/obo/NCIT_C33097","ncit","NCIT","NCIT_C33097","A semicircular meniscus located towards the outer aspect of the knee joint.","Meniscus Lateralis","NCIT:C33097","class"
"http://purl.obolibrary.org/obo/NCIT_C33098","ncit","NCIT","NCIT_C33098","A semicircular meniscus located towards the inner aspect of the knee joint.","Meniscus Medialis","NCIT:C33098","class"
"http://purl.obolibrary.org/obo/NCIT_C49209","ncit","NCIT","NCIT_C49209","A hyaline cartilage in the form of irregular rings in the larger bronchi that changes to small plates and islands in the smaller bronchi.","Bronchus Cartilage","NCIT:C49209","class"
"http://purl.obolibrary.org/obo/NCIT_C49225","ncit","NCIT","NCIT_C49225","The cartilage in the outer part of the ear.","External Ear Cartilage","NCIT:C49225","class"
"http://purl.obolibrary.org/obo/NCIT_C49256","ncit","NCIT","NCIT_C49256","The cartilage at the base of the respiratory tract.","Lower Respiratory Tract Cartilage","NCIT:C49256","class"
"http://purl.obolibrary.org/obo/NCIT_C49304","ncit","NCIT","NCIT_C49304","One of a variable number of incomplete, C-shaped cartilaginous rings encircling the anterolateral portion of the trachea, which are horizontally stacked and separated by narrow intervals throughout the length of the trachea.","Trachea Cartilage","NCIT:C49304","class"
"http://purl.obolibrary.org/obo/NCIT_C49593","ncit","NCIT","NCIT_C49593","Any of the cartilaginous structures that provide structure and support to the nose.","Nasal Cartilage","NCIT:C49593","class"
"http://purl.obolibrary.org/obo/NCIT_C33160","ncit","NCIT","NCIT_C33160","The thin wall between the two nasal cavities.","Nasal Septum","NCIT:C33160","class"
"http://purl.obolibrary.org/obo/NCIT_C12366","ncit","NCIT","NCIT_C12366","The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.","Bone","NCIT:C12366","class"
"http://purl.obolibrary.org/obo/NCIT_C12933","ncit","NCIT","NCIT_C12933","Any of thirty-three ring-shaped structures that form the vertebral column which surrounds and protects the spinal cord. Each vertebra consists of a bony body with its superior and inferior articular surfaces covered by hyaline cartilage. The body includes the centrum anteriorly and vertebral arch posteriorly. The articular surfaces of the vertebrae are connected by a fibrocartilaginous intervertebral disc.","Vertebra","NCIT:C12933","class"
"http://purl.obolibrary.org/obo/NCIT_C12853","ncit","NCIT","NCIT_C12853","One of the usually five fused vertebrae forming the triangular bone just below the lumbar vertebrae.","Sacral Vertebra","NCIT:C12853","class"
"http://purl.obolibrary.org/obo/NCIT_C33498","ncit","NCIT","NCIT_C33498","The first and largest of five sacral vertebrae, which ultimately fuse into one bone: the sacrum; superiorly, it articulates with the last lumbar vertebra.","S1 Vertebra","NCIT:C33498","class"
"http://purl.obolibrary.org/obo/NCIT_C33499","ncit","NCIT","NCIT_C33499","The second of five sacral vertebrae.","S2 Vertebra","NCIT:C33499","class"
"http://purl.obolibrary.org/obo/NCIT_C33500","ncit","NCIT","NCIT_C33500","The third of five sacral vertebrae.","S3 Vertebra","NCIT:C33500","class"
"http://purl.obolibrary.org/obo/NCIT_C33501","ncit","NCIT","NCIT_C33501","The fourth of five sacral vertebrae.","S4 Vertebra","NCIT:C33501","class"
"http://purl.obolibrary.org/obo/NCIT_C33502","ncit","NCIT","NCIT_C33502","The fifth of five sacral vertebrae; it articulates with the coccyx.","S5 Vertebra","NCIT:C33502","class"
"http://purl.obolibrary.org/obo/NCIT_C12798","ncit","NCIT","NCIT_C12798","One of 12 vertebrae in the human vertebral column. The thoracic vertebrae are situated between the seventh cervical vertebra down to the first lumbar vertebra.","Thoracic Vertebra","NCIT:C12798","class"
"http://purl.obolibrary.org/obo/NCIT_C192943","ncit","NCIT","NCIT_C192943","A rare unilateral or bilateral anatomical variant in which a 13th rib-bearing vertebra is located at the thoracolumbar junction.","T13 Vertebra","NCIT:C192943","class"
"http://purl.obolibrary.org/obo/NCIT_C33720","ncit","NCIT","NCIT_C33720","The first thoracic vertebra counting from the top down.","T1 Vertebra","NCIT:C33720","class"
"http://purl.obolibrary.org/obo/NCIT_C33721","ncit","NCIT","NCIT_C33721","The tenth thoracic vertebra counting from the top down.","T10 Vertebra","NCIT:C33721","class"
"http://purl.obolibrary.org/obo/NCIT_C33722","ncit","NCIT","NCIT_C33722","The eleventh thoracic vertebra counting from the top down.","T11 Vertebra","NCIT:C33722","class"
"http://purl.obolibrary.org/obo/NCIT_C33723","ncit","NCIT","NCIT_C33723","The twelfth thoracic vertebra counting from the top down.","T12 Vertebra","NCIT:C33723","class"
"http://purl.obolibrary.org/obo/NCIT_C33724","ncit","NCIT","NCIT_C33724","The second thoracic vertebra counting from the top down.","T2 Vertebra","NCIT:C33724","class"
"http://purl.obolibrary.org/obo/NCIT_C33725","ncit","NCIT","NCIT_C33725","The third thoracic vertebra counting from the top down.","T3 Vertebra","NCIT:C33725","class"
"http://purl.obolibrary.org/obo/NCIT_C33726","ncit","NCIT","NCIT_C33726","The fourth thoracic vertebra counting from the top down.","T4 Vertebra","NCIT:C33726","class"
"http://purl.obolibrary.org/obo/NCIT_C33727","ncit","NCIT","NCIT_C33727","The fifth thoracic vertebra counting from the top down.","T5 Vertebra","NCIT:C33727","class"
"http://purl.obolibrary.org/obo/NCIT_C33728","ncit","NCIT","NCIT_C33728","The sixth thoracic vertebra counting from the top down.","T6 Vertebra","NCIT:C33728","class"
"http://purl.obolibrary.org/obo/NCIT_C33729","ncit","NCIT","NCIT_C33729","The seventh thoracic vertebra counting from the top down.","T7 Vertebra","NCIT:C33729","class"
"http://purl.obolibrary.org/obo/NCIT_C33730","ncit","NCIT","NCIT_C33730","The eighth thoracic vertebra counting from the top down.","T8 Vertebra","NCIT:C33730","class"
"http://purl.obolibrary.org/obo/NCIT_C33731","ncit","NCIT","NCIT_C33731","The ninth thoracic vertebra counting from the top down.","T9 Vertebra","NCIT:C33731","class"
"http://purl.obolibrary.org/obo/NCIT_C12693","ncit","NCIT","NCIT_C12693","Any one of the seven vertebrae that are caudal to the skull, denoted as C1, C2, C3, C4, C5, C6 or C7.","Cervical Vertebra","NCIT:C12693","class"
"http://purl.obolibrary.org/obo/NCIT_C32239","ncit","NCIT","NCIT_C32239","The first of the seven cervical vertebrae.","C1 Vertebra","NCIT:C32239","class"
"http://purl.obolibrary.org/obo/NCIT_C32240","ncit","NCIT","NCIT_C32240","The second of the seven cervical vertebrae.","C2 Vertebra","NCIT:C32240","class"
"http://purl.obolibrary.org/obo/NCIT_C32241","ncit","NCIT","NCIT_C32241","The third of the seven cervical vertebrae.","C3 Vertebra","NCIT:C32241","class"
"http://purl.obolibrary.org/obo/NCIT_C32242","ncit","NCIT","NCIT_C32242","The fourth of the seven cervical vertebrae.","C4 Vertebra","NCIT:C32242","class"
"http://purl.obolibrary.org/obo/NCIT_C32243","ncit","NCIT","NCIT_C32243","The fifth of the seven cervical vertebrae.","C5 Vertebra","NCIT:C32243","class"
"http://purl.obolibrary.org/obo/NCIT_C32244","ncit","NCIT","NCIT_C32244","The sixth of the seven cervical vertebrae.","C6 Vertebra","NCIT:C32244","class"
"http://purl.obolibrary.org/obo/NCIT_C32245","ncit","NCIT","NCIT_C32245","The seventh of the seven cervical vertebrae.","C7 Vertebra","NCIT:C32245","class"
"http://purl.obolibrary.org/obo/NCIT_C12744","ncit","NCIT","NCIT_C12744","One of the five bones situated between the thoracic vertebrae and the sacrum in the lower part of the spine.","Lumbar Vertebra","NCIT:C12744","class"
"http://purl.obolibrary.org/obo/NCIT_C32899","ncit","NCIT","NCIT_C32899","The first lumbar vertebra counting from the top down.","L1 Vertebra","NCIT:C32899","class"
"http://purl.obolibrary.org/obo/NCIT_C32900","ncit","NCIT","NCIT_C32900","The second lumbar vertebra counting from the top down.","L2 Vertebra","NCIT:C32900","class"
"http://purl.obolibrary.org/obo/NCIT_C32901","ncit","NCIT","NCIT_C32901","The third lumbar vertebra counting from the top down.","L3 Vertebra","NCIT:C32901","class"
"http://purl.obolibrary.org/obo/NCIT_C32902","ncit","NCIT","NCIT_C32902","The fourth lumbar vertebra counting from the top down.","L4 Vertebra","NCIT:C32902","class"
"http://purl.obolibrary.org/obo/NCIT_C32903","ncit","NCIT","NCIT_C32903","The fifth lumbar vertebra counting from the top down.","L5 Vertebra","NCIT:C32903","class"
"http://purl.obolibrary.org/obo/NCIT_C32334","ncit","NCIT","NCIT_C32334","Four vertebral segments positioned at the base of the spine that are fused.","Coccygeal Vertebra","NCIT:C32334","class"
"http://purl.obolibrary.org/obo/NCIT_C173840","ncit","NCIT","NCIT_C173840","A bone that is comprised by the facial skeleton.","Maxillofacial Bone","NCIT:C173840","class"
"http://purl.obolibrary.org/obo/NCIT_C33287","ncit","NCIT","NCIT_C33287","The caudal portion of the trunk, bounded anteriorly and laterally by the two hip bones incorporating the socket portion of the hip joint for each leg. Posteriorly it is bounded by the sacrum and coccyx.","Pelvic Bone","NCIT:C33287","class"
"http://purl.obolibrary.org/obo/NCIT_C32765","ncit","NCIT","NCIT_C32765","The broad, dorsal, upper, and widest of the three principal bones composing either half of the pelvis.","Ilium","NCIT:C32765","class"
"http://purl.obolibrary.org/obo/NCIT_C32884","ncit","NCIT","NCIT_C32884","The most posterior and ventral bone making up the pelvis.","Ischium","NCIT:C32884","class"
"http://purl.obolibrary.org/obo/NCIT_C33423","ncit","NCIT","NCIT_C33423","Either of the two bones (left and right) that form the front of the pelvis.","Pubic Bone","NCIT:C33423","class"
"http://purl.obolibrary.org/obo/NCIT_C132392","ncit","NCIT","NCIT_C132392","The portion of the pubic ramus that lies between the superior pubic ramus and the inferior ramus of the ischium.","Inferior Pubic Ramus","NCIT:C132392","class"
"http://purl.obolibrary.org/obo/NCIT_C132415","ncit","NCIT","NCIT_C132415","The portion of the pubic ramus that lies between the body of the ilium and the inferior pubic ramus.","Superior Pubic Ramus","NCIT:C132415","class"
"http://purl.obolibrary.org/obo/NCIT_C32223","ncit","NCIT","NCIT_C32223","A bone within a limb of the body.","Bone of the Extremity","NCIT:C32223","class"
"http://purl.obolibrary.org/obo/NCIT_C12982","ncit","NCIT","NCIT_C12982","A bone of the leg (lower extremity).","Bone of the Lower Extremity","NCIT:C12982","class"
"http://purl.obolibrary.org/obo/NCIT_C12717","ncit","NCIT","NCIT_C12717","The upper leg bone positioned between the pelvis and the knee.","Femur","NCIT:C12717","class"
"http://purl.obolibrary.org/obo/NCIT_C12718","ncit","NCIT","NCIT_C12718","The small, lateral calf bone extending from the knee to the ankle.","Fibula","NCIT:C12718","class"
"http://purl.obolibrary.org/obo/NCIT_C12800","ncit","NCIT","NCIT_C12800","A bone located between the femur and the tarsus, being part of the lower leg.","Tibia","NCIT:C12800","class"
"http://purl.obolibrary.org/obo/NCIT_C13068","ncit","NCIT","NCIT_C13068","One of the seven tarsal, five metatarsal, or 14 phalangeal bones in the foot.","Foot Bone","NCIT:C13068","class"
"http://purl.obolibrary.org/obo/NCIT_C12752","ncit","NCIT","NCIT_C12752","A bone belonging to the middle part of the foot located between toes and ankle. There are 5 metatarsal bones and they are numbered from the medial side.","Metatarsal Bone","NCIT:C12752","class"
"http://purl.obolibrary.org/obo/NCIT_C52787","ncit","NCIT","NCIT_C52787","The fifth of the five long bones located in the mid-foot, which articulates proximally with the cuboid bone at the tarsometatarsal joint and distally with the metatarsophalangeal joint.","Metatarsal Bone Digit 5","NCIT:C52787","class"
"http://purl.obolibrary.org/obo/NCIT_C52788","ncit","NCIT","NCIT_C52788","The fourth of the five long bones located in the mid-foot, which articulates proximally with the cuboid and lateral cuneiform bones at the tarsometatarsal joint and distally with the metatarsophalangeal joint.","Metatarsal Bone Digit 4","NCIT:C52788","class"
"http://purl.obolibrary.org/obo/NCIT_C52789","ncit","NCIT","NCIT_C52789","The third of the five long bones located in the mid-foot, which articulates proximally with the lateral cuneiform bone at the tarsometatarsal joint and distally with the metatarsophalangeal joint.","Metatarsal Bone Digit 3","NCIT:C52789","class"
"http://purl.obolibrary.org/obo/NCIT_C52790","ncit","NCIT","NCIT_C52790","The second of the five long bones located in the mid-foot, which articulates proximally with all three cuneiform bones at the tarsometatarsal joint and distally with the metatarsophalangeal joint.","Metatarsal Bone Digit 2","NCIT:C52790","class"
"http://purl.obolibrary.org/obo/NCIT_C52791","ncit","NCIT","NCIT_C52791","The first and most medial of the five long bones located in the mid-foot, which articulates proximally with the medial cuneiform at the tarsometatarsal joint and distally with the metatarsophalangeal joint.","Metatarsal Bone Digit 1","NCIT:C52791","class"
"http://purl.obolibrary.org/obo/NCIT_C12796","ncit","NCIT","NCIT_C12796","Any one of the seven bones forming the instep of the foot.","Tarsal Bone","NCIT:C12796","class"
"http://purl.obolibrary.org/obo/NCIT_C32250","ncit","NCIT","NCIT_C32250","The irregular and largest tarsal bone that forms the heel.","Calcaneum","NCIT:C32250","class"
"http://purl.obolibrary.org/obo/NCIT_C32414","ncit","NCIT","NCIT_C32414","A bone on the lateral side of the tarsus between the calcaneus and the fourth and fifth metatarsal bones.","Cuboid Bone","NCIT:C32414","class"
"http://purl.obolibrary.org/obo/NCIT_C32416","ncit","NCIT","NCIT_C32416","One of three (medial, intermediate, or lateral cuneiform) bones in the foot medial to the cuboid bone and between either the first, second or third metatarsal bone and the navicular bone.","Cuneiform Bone of the Foot","NCIT:C32416","class"
"http://purl.obolibrary.org/obo/NCIT_C33116","ncit","NCIT","NCIT_C33116","The second wedge-shaped bone between the internal and external cuneiforms bones in the distal row of the tarsus.","Middle Cuneiform Bone of the Foot","NCIT:C33116","class"
"http://purl.obolibrary.org/obo/NCIT_C32554","ncit","NCIT","NCIT_C32554","The third or lateral wedge-shaped bone in the distal row of the tarsus.","External Cuneiform Bone of the Foot","NCIT:C32554","class"
"http://purl.obolibrary.org/obo/NCIT_C32840","ncit","NCIT","NCIT_C32840","The first or medial wedge-shaped bone in the distal row of the tarsus.","Internal Cuneiform Bone of the Foot","NCIT:C32840","class"
"http://purl.obolibrary.org/obo/NCIT_C33162","ncit","NCIT","NCIT_C33162","An oval-shaped bone of the tarsus found on the medial side of the foot.","Navicular Bone","NCIT:C33162","class"
"http://purl.obolibrary.org/obo/NCIT_C52799","ncit","NCIT","NCIT_C52799","The bone of the foot that connects with the tibia and fibula to form the ankle joint.","Talus","NCIT:C52799","class"
"http://purl.obolibrary.org/obo/NCIT_C52772","ncit","NCIT","NCIT_C52772","A bone of the toe.","Foot Phalanx","NCIT:C52772","class"
"http://purl.obolibrary.org/obo/NCIT_C52778","ncit","NCIT","NCIT_C52778","A bone in the largest and most medial toe of the foot.","Foot Digit 1 Phalanx","NCIT:C52778","class"
"http://purl.obolibrary.org/obo/NCIT_C52779","ncit","NCIT","NCIT_C52779","A bone in the second toe from the medial side of the foot.","Foot Digit 2 Phalanx","NCIT:C52779","class"
"http://purl.obolibrary.org/obo/NCIT_C52780","ncit","NCIT","NCIT_C52780","A bone in the middle or third toe from the medial side of the foot.","Foot Digit 3 Phalanx","NCIT:C52780","class"
"http://purl.obolibrary.org/obo/NCIT_C52781","ncit","NCIT","NCIT_C52781","A bone in the fourth toe from the medial side of the foot.","Foot Digit 4 Phalanx","NCIT:C52781","class"
"http://purl.obolibrary.org/obo/NCIT_C52782","ncit","NCIT","NCIT_C52782","A bone in the smallest and most lateral toe of the foot.","Foot Digit 5 Phalanx","NCIT:C52782","class"
"http://purl.obolibrary.org/obo/NCIT_C52783","ncit","NCIT","NCIT_C52783","The five bones that form the tips of the toes.","Distal Phalanx of Foot","NCIT:C52783","class"
"http://purl.obolibrary.org/obo/NCIT_C52785","ncit","NCIT","NCIT_C52785","One of five small bones located in the foot, which form the base of each toe, and which articulates proximally with the head of a metatarsal bone.","Proximal Phalanx of Foot","NCIT:C52785","class"
"http://purl.obolibrary.org/obo/NCIT_C33282","ncit","NCIT","NCIT_C33282","A small flat triangular bone in front of the knee that articulates with the femur and protects the knee joint.","Patella","NCIT:C33282","class"
"http://purl.obolibrary.org/obo/NCIT_C12983","ncit","NCIT","NCIT_C12983","A bone of the arm (upper extremity).","Bone of the Upper Extremity","NCIT:C12983","class"
"http://purl.obolibrary.org/obo/NCIT_C12731","ncit","NCIT","NCIT_C12731","The upper arm bone between the shoulder and elbow.","Humerus","NCIT:C12731","class"
"http://purl.obolibrary.org/obo/NCIT_C12777","ncit","NCIT","NCIT_C12777","The long bone of the forearm that extends from the lateral aspect of the elbow to the thumb-side of the wrist.","Radius Bone","NCIT:C12777","class"
"http://purl.obolibrary.org/obo/NCIT_C12809","ncit","NCIT","NCIT_C12809","One of the bones that comprise the forearm. The largest aspect articulates with the humerus at the elbow joint and the smallest portion of the ulna articulates with the carpal bones in the wrist.","Ulna","NCIT:C12809","class"
"http://purl.obolibrary.org/obo/NCIT_C199635","ncit","NCIT","NCIT_C199635","One of the carpal, metacarpal, or phalangeal bones located in the hand.","Hand Bone","NCIT:C199635","class"
"http://purl.obolibrary.org/obo/NCIT_C12688","ncit","NCIT","NCIT_C12688","Any of the small bones of the wrist joint, located between the radius and the ulna and the metacarpus.","Carpal Bone","NCIT:C12688","class"
"http://purl.obolibrary.org/obo/NCIT_C12786","ncit","NCIT","NCIT_C12786","The bone in the proximal row of carpal bones that lies between the scaphoid and triquetral bones.","Lunate Bone","NCIT:C12786","class"
"http://purl.obolibrary.org/obo/NCIT_C12854","ncit","NCIT","NCIT_C12854","A nut-shaped bone of the wrist located in the radial site of the hand. It is one of the eight carpal bones.","Scaphoid Bone","NCIT:C12854","class"
"http://purl.obolibrary.org/obo/NCIT_C12855","ncit","NCIT","NCIT_C12855","The medial bone of the proximal row of carpal bones.","Pisiform Bone","NCIT:C12855","class"
"http://purl.obolibrary.org/obo/NCIT_C12856","ncit","NCIT","NCIT_C12856","The largest of eight carpal bones, located in the center of the hand.","Capitate Bone","NCIT:C12856","class"
"http://purl.obolibrary.org/obo/NCIT_C12857","ncit","NCIT","NCIT_C12857","A carpal bone on the thumb side of the hand that articulates with the 1st and 2nd metacarpals.","Trapezial Bone","NCIT:C12857","class"
