,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
285,GENZ-644282,Topoisomerase I Inhibitor Genz-644282,1,Topoisomerase I Inhibitor Genz-644282,0.9404,DNA-PK/TOR Kinase Inhibitor CC-115,0.8566,HDM2 Inhibitor MK-8242,0.8543,PIM Kinase Inhibitor SGI-1776,0.8539,Gamma-Secretase Inhibitor RO4929097,0.8521
286,GK,Gamma Knife,1,Gamma Knife,0.9174,Gemcitabine,0.9047,Gemtuzumab,0.8935,Ganetespib,0.8928,Gemtuzumab Ozogamicin,0.8919
287,GS-9820,Acalisib,99,Gamma-Secretase Inhibitor RO4929097,0.8957,Anti-CD98 Monoclonal Antibody IGN523,0.8893,Purine Analogue NSC 750854,0.8829,NAMPT Inhibitor STF-118804,0.8793,Navitoclax,0.8792
288,GSK690693,Pan-AKT Kinase Inhibitor GSK690693,1,Pan-AKT Kinase Inhibitor GSK690693,0.9354,CENP-E Inhibitor GSK-923295A,0.8826,FLT3/CDK4/6 Inhibitor FLX925,0.8740,FAK Inhibitor VS-4718,0.8723,Gamma-Secretase Inhibitor RO4929097,0.8674
289,GSK923295A,CENP-E Inhibitor GSK-923295A,1,CENP-E Inhibitor GSK-923295A,0.9255,Pan-AKT Kinase Inhibitor GSK690693,0.9094,FLT3/CDK4/6 Inhibitor FLX925,0.8994,Gamma-Secretase Inhibitor RO4929097,0.8923,FAK Inhibitor VS-4718,0.8913
290,Galunisertib,Galunisertib,1,Galunisertib,1.0000,Pertuzumab,0.8892,Gemtuzumab Ozogamicin,0.8887,Lapatinib,0.8873,Melphalan,0.8860
291,Gamma knife,Gamma Knife,1,Gamma Knife,1.0000,Stereotactic Radiosurgery,0.8795,Gamma-Secretase Inhibitor RO4929097,0.8784,Gemcitabine,0.8731,Graft,0.8658
292,Gastrectomy,Gastrectomy,1,Gastrectomy,1.0000,Lymphadenectomy,0.9089,Lymphadenectomy,0.9089,Lymphadenectomy,0.9089,Lymphadenectomy,0.9089
293,Gefitinib,Gefitinib,1,Gefitinib,1.0000,Erlotinib,0.9119,Gemcitabine,0.9102,Imatinib,0.9064,Lapatinib,0.9061
294,Gem,Gemcitabine,3,Gemtuzumab,0.9548,Gemtuzumab Ozogamicin,0.9381,Gemcitabine,0.9194,Pemetrexed,0.8943,Gefitinib,0.8907
295,Gemcitabin,Gemcitabine,1,Gemcitabine,0.9230,Gemtuzumab Ozogamicin,0.9013,Gemtuzumab,0.8944,Decitabine,0.8850,Galunisertib,0.8842
296,Gemcitabine,Gemcitabine,1,Gemcitabine,1.0000,Gefitinib,0.9102,Capecitabine,0.9101,Dasatinib,0.9040,Imatinib,0.9037
297,Gemtuzumab,Gemtuzumab,1,Gemtuzumab,1.0000,Gemtuzumab Ozogamicin,0.9705,Ifabotuzumab,0.9094,Gemcitabine,0.9004,Rovalpituzumab Tesirine,0.8969
298,Gemtuzumab Ozogamicin,Gemtuzumab Ozogamicin,1,Gemtuzumab Ozogamicin,1.0000,Gemtuzumab,0.9705,Gemcitabine,0.8926,Atezolizumab,0.8900,Galunisertib,0.8887
299,Gemtuzumab ozogamicin,Gemtuzumab Ozogamicin,1,Gemtuzumab Ozogamicin,1.0000,Gemtuzumab,0.9705,Gemcitabine,0.8926,Atezolizumab,0.8900,Galunisertib,0.8887
300,Genasense,Oblimersen Sodium,99,Topoisomerase I Inhibitor Genz-644282,0.8793,Gemcitabine,0.8703,Navitoclax,0.8651,Enucleation,0.8645,Enucleation,0.8645
301,Gengraft (anti-GVHD),Cyclosporine,99,Graft,0.9013,Anti-Thymocyte Globulin,0.8893,Filgrastim,0.8866,Topoisomerase I Inhibitor Genz-644282,0.8847,Anti-HGF Monoclonal Antibody TAK-701,0.8843
302,Gilteritinib,Gilteritinib,1,Gilteritinib,1.0000,Dacomitinib,0.9052,Ibrutinib,0.8835,Lapatinib,0.8826,Sorafenib,0.8822
303,Gilteritinib (ASP2215),Gilteritinib,1,Gilteritinib,0.9581,Dacomitinib,0.9038,PIM Kinase Inhibitor SGI-1776,0.8962,Anti-CD33 Monoclonal Antibody BI 836858,0.8918,FLT3/CDK4/6 Inhibitor FLX925,0.8911
304,Gleevac,Imatinib Regimen,99,Glembatumumab,0.8942,Seviteronel,0.8894,Imatinib,0.8846,Valspodar,0.8837,Epinephrine,0.8770
305,HAI,Intrahepatic Infusion Procedure,99,Trastuzumab,0.8964,Ipilimumab,0.8804,Adalimumab,0.8722,Vagina,0.8719,Pertuzumab,0.8714
306,HDAC inhibitor,Histone Deacetylase Inhibitor,1,Histone Deacetylase Inhibitor,0.9667,Vorinostat,0.9186,AKT Inhibitor,0.9136,Topoisomerase-I Inhibitor,0.9064,CXCR4 Inhibitor,0.9056
307,HDR,High-Dose Rate Brachytherapy,2,Daratumumab,0.8933,High-Dose Rate Brachytherapy,0.8928,Dutasteride,0.8906,Trastuzumab,0.8903,Adalimumab,0.8879
308,HGS-ETR1,Mapatumumab,99,Trastuzumab Emtansine,0.8857,Trastuzumab,0.8762,Gemtuzumab,0.8758,Gefitinib,0.8757,Folate Receptor-Targeted Tubulysin Conjugate EC1456,0.8700
309,HSPPC-96 vaccine,Vitespen,99,Vaccine,0.8844,Heat-Treated Varicella-Zoster Virus Vaccine V212,0.8809,Dendritic Cell Vaccine,0.8785,NY-ESO-1 Peptide Vaccine,0.8761,Pan-AKT Kinase Inhibitor GSK690693,0.8719
310,HU,Hydroxyurea,1,Hydroxyurea,0.9086,Carboplatin,0.8727,Erlotinib Hydrochloride,0.8687,Interferon Alpha,0.8667,Cyclophosphamide,0.8666
311,Haplo,Haploidentical Hematopoietic Cell Transplantation,1,Haploidentical Hematopoietic Cell Transplantation,0.8756,Lymphadenectomy,0.8685,Lymphadenectomy,0.8685,Lymphadenectomy,0.8685,Lymphadenectomy,0.8685
312,Herceptin,Trastuzumab,1,Trastuzumab,0.9473,Trastuzumab Emtansine,0.9013,Ipilimumab,0.8966,Lapatinib,0.8957,Bevacizumab,0.8899
313,Hydrea,Hydroxyurea,99,Vorinostat,0.8891,Pertuzumab,0.8767,Dutasteride,0.8750,Oblimersen Sodium,0.8730,Histone Deacetylase Inhibitor,0.8716
314,Hydroxyurea,Hydroxyurea,1,Hydroxyurea,1.0000,Apalutamide,0.8773,Interferon Alpha,0.8765,Mitomycin,0.8756,Azathioprine,0.8750
315,Hysterectomy,Hysterectomy,1,Hysterectomy,1.0000,Robotic Hysterectomy,0.9504,Radical Hysterectomy,0.9446,Total Hysterectomy,0.9443,Modified Radical Hysterectomy,0.9250
316,IDAC,Cytarabine,99,Idarubicin,0.9334,Idasanutlin,0.9183,Adalimumab,0.9026,Dabrafenib,0.8920,Iodine,0.8881
317,IDO1 inhibitor,IDO Inhibitor,1,IDO Inhibitor,0.9837,JAK1 Inhibitor,0.9166,MDM2 Inhibitor,0.9057,Aromatase Inhibitor,0.9038,CXCR4 Inhibitor,0.9006
318,IDO1 inhibitor (BMS986205),Linrodostat,99,IDO Inhibitor,0.9478,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9183,MDM2 Inhibitor,0.9109,JAK2 Inhibitor AZD1480,0.9093,HDM2 Inhibitor MK-8242,0.9086
319,IFR,Involved-Field Radiation Therapy,99,Ifosfamide,0.9430,Ifabotuzumab,0.8997,Fluorouracil,0.8974,Amifostine,0.8920,Fludarabine,0.8919
320,IGN523,Anti-CD98 Monoclonal Antibody IGN523,1,Anti-CD98 Monoclonal Antibody IGN523,0.9056,Indoximod,0.8826,Ipilimumab,0.8714,Dutasteride,0.8704,Imatinib,0.8673
321,IL-2,Aldesleukin,99,Peginterferon Alfa-2a,0.8919,Interferon Alpha,0.8909,Immunoglobulin,0.8901,Anti-TIM-3 Monoclonal Antibody,0.8894,Adalimumab,0.8869
322,IMATINIB,Imatinib,1,Imatinib,1.0000,Imatinib Regimen,0.9582,Dasatinib,0.9209,Sorafenib,0.9116,Tyrosine Kinase Inhibitor,0.9108
323,IMC-A12,Cixutumumab,99,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8891,Cilengitide,0.8665,Melphalan,0.8625,Amifostine,0.8562,Anti-CD98 Monoclonal Antibody IGN523,0.8547
324,IMGN779 (Immunogen Trial),Anti-CD33 Antibody-drug Conjugate IMGN779,1,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9407,Immunotherapeutic Agent,0.8896,Immunotherapeutic Agent,0.8896,Anti-CD98 Monoclonal Antibody IGN523,0.8839,Vaccine,0.8805
325,IMRT,Intensity-Modulated Radiation Therapy,1,Intensity-Modulated Radiation Therapy,0.9157,Radiation Therapy,0.9112,Radiation Therapy,0.9112,Ipilimumab,0.9081,"Radiotherapy, Conformal",0.9062
326,INK128-1110-028,Sapanisertib,99,Iodine,0.8629,Imatinib,0.8623,JAK1 Inhibitor,0.8596,JAK2 Inhibitor AZD1480,0.8589,AALL0331 ALL Study Identifier,0.8588
327,INTERFERON_ALPHA,Interferon Alpha,1,Interferon Alpha,0.9893,Peginterferon Alfa-2a,0.9123,Adalimumab,0.8919,Immunoglobulin,0.8896,Epinephrine,0.8859
328,IODINE,Iodine,1,Iodine,1.0000,Epinephrine,0.8865,Immunoglobulin,0.8848,Irinotecan,0.8798,Seviteronel,0.8794
329,IPI,Ipilimumab,1,Ipilimumab,0.8944,Plitidepsin,0.8929,Iodine,0.8924,Pipobroman,0.8912,Cisplatin,0.8888
330,IT,Intrathecal Route of Administration,99,Adalimumab,0.9155,Vulva,0.9139,Trastuzumab,0.9126,Other,0.9115,Other,0.9115
331,IT Methotrexate,Methotrexate,1,Methotrexate,0.9978,Mitomycin,0.9108,Mycophenolate Mofetil,0.9006,Memantine,0.8955,Tamoxifen,0.8949
332,IT/IV Cytarabine,Cytarabine,1,Cytarabine,0.9461,Liposomal Cytarabine,0.9132,Ivosidenib,0.9092,Vorinostat,0.8837,Liposome-encapsulated Daunorubicin-Cytarabine,0.8827
333,Ibrutinib,Ibrutinib,1,Ibrutinib,1.0000,Rituximab,0.9128,Dasatinib,0.9025,Everolimus,0.8979,Zoligratinib,0.8973
334,Ida,Idarubicin,1,Idarubicin,0.9317,Idasanutlin,0.9153,Adalimumab,0.9074,Iodine,0.8918,Dabrafenib,0.8906
335,Idarubicin,Idarubicin,1,Idarubicin,1.0000,Epirubicin,0.9436,Idasanutlin,0.9057,Dabrafenib,0.9035,Abiraterone,0.8945
336,Idasanutlin,Idasanutlin,1,Idasanutlin,1.0000,Idarubicin,0.9057,Anti-CD98 Monoclonal Antibody IGN523,0.8705,Adalimumab,0.8697,Dabrafenib,0.8652
337,Ifosfamid,Ifosfamide,1,Ifosfamide,0.9940,Fludarabine,0.9038,Fluorouracil,0.9035,Afatinib,0.8996,Ifabotuzumab,0.8955
338,Ifosfamide,Ifosfamide,1,Ifosfamide,1.0000,Fludarabine,0.9033,Ifabotuzumab,0.8951,Fluorouracil,0.8949,Afatinib,0.8922
339,Il-2,Aldesleukin,99,Peginterferon Alfa-2a,0.8919,Interferon Alpha,0.8909,Immunoglobulin,0.8901,Anti-TIM-3 Monoclonal Antibody,0.8894,Adalimumab,0.8869
340,Ileal conduit Creation,Urinary Diversion,5,Ureterectomy,0.8651,Ureterectomy,0.8651,Neobladder,0.8646,Neobladder,0.8646,Urinary Diversion,0.8635
341,Imatinib,Imatinib,1,Imatinib,1.0000,Imatinib Regimen,0.9582,Dasatinib,0.9209,Sorafenib,0.9116,Tyrosine Kinase Inhibitor,0.9108
342,Immunoglobulin,Immunoglobulin,1,Immunoglobulin,1.0000,Interferon Alpha,0.8940,Rituximab,0.8939,Imatinib,0.8880,Anti-Thymocyte Globulin,0.8879
343,Implants-tandem,Tandem Brachytherapy,1,Tandem Brachytherapy,0.9281,Implant,0.9125,Tissue Expander-Implant Breast Reconstruction,0.8709,Platinum Acetylacetonate-Titanium Dioxide Nanoparticles,0.8558,Paclitaxel,0.8548
344,Imuran,Azathioprine Sodium,99,Vemurafenib,0.8867,Melphalan,0.8835,Ramucirumab,0.8793,Indoximod,0.8786,Ivosidenib,0.8781
345,Indoximod,Indoximod,1,Indoximod,1.0000,Vitespen,0.8878,Ipilimumab,0.8854,Imatinib,0.8842,Vemurafenib,0.8836
346,Iniparib,Iniparib,1,Iniparib,1.0000,Veliparib,0.9348,Dociparstat sodium,0.8717,Olaparib,0.8671,Sipuleucel-T,0.8655
347,Interval Debulking,Interval Debulking Surgery,1,Interval Debulking Surgery,0.9730,Tumor Debulking,0.8929,Tumor Debulking,0.8929,Primary Debulking Surgery,0.8788,Azacitidine Regimen,0.8487
348,Ipi,Ipilimumab,1,Ipilimumab,0.8944,Plitidepsin,0.8929,Iodine,0.8924,Pipobroman,0.8912,Cisplatin,0.8888
349,Ipilimumab,Ipilimumab,1,Ipilimumab,1.0000,Everolimus,0.9126,Temozolomide,0.9090,Sunitinib,0.9086,Trastuzumab,0.9048
350,Ipilumumab,Ipilimumab,1,Ipilimumab,0.9193,Glembatumumab,0.8992,Mapatumumab,0.8984,Bevacizumab,0.8982,Durvalumab,0.8966
351,Irinotecan,Irinotecan,1,Irinotecan,1.0000,Irinotecan Hydrochloride,0.9719,Ipilimumab,0.9033,Sirolimus,0.9032,Sorafenib,0.9028
352,Isotretinoin,Isotretinoin,1,Isotretinoin,1.0000,Tretinoin,0.9183,Fenretinide,0.9123,Treosulfan,0.8883,Etoposide,0.8862
353,Itacitinib,Itacitinib,1,Itacitinib,1.0000,Sapacitabine,0.8986,Cobimetinib,0.8966,Ruxolitinib,0.8922,Binimetinib,0.8861
354,Ivosidenib,Ivosidenib,1,Ivosidenib,1.0000,Navitoclax,0.8921,Vorinostat,0.8903,Enucleation,0.8850,Enucleation,0.8850
355,JAK 1 inhibitor,JAK1 Inhibitor,1,JAK1 Inhibitor,0.9907,JAK2 Inhibitor AZD1480,0.9271,Tyrosine Kinase Inhibitor,0.9122,Cyclin-Dependent Kinase Inhibitor,0.9001,IDO Inhibitor,0.8979
356,JNJ-40346527 (CSF1R inhibitor),Edicotinib,99,NAMPT Inhibitor STF-118804,0.9100,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9098,Gamma-Secretase Inhibitor RO4929097,0.9039,FLT3/CDK4/6 Inhibitor FLX925,0.9010,CXCR4 Inhibitor,0.8999
357,JNJ26481585,Quisinostat,99,NAMPT Inhibitor STF-118804,0.8835,Topoisomerase I Inhibitor Genz-644282,0.8825,AALL0232 ALL Study Identifier,0.8695,AALL0232 ALL Study Identifier,0.8695,mTOR Kinase Inhibitor AZD8055,0.8692
358,JNJ26854165,Serdemetan,99,NAMPT Inhibitor STF-118804,0.8824,JAK2 Inhibitor AZD1480,0.8757,Topoisomerase I Inhibitor Genz-644282,0.8718,mTOR Kinase Inhibitor AZD8055,0.8693,Dual IGF-1R/InsR Inhibitor BMS-754807,0.8686
359,Jakafi,Ruxolitinib,99,JAK1 Inhibitor,0.9027,Afatinib,0.8962,Axitinib,0.8856,Ipilimumab,0.8822,Sorafenib,0.8806
360,KB004,Ifabotuzumab,99,Bevacizumab,0.8620,FAK Inhibitor VS-4718,0.8578,Anti-PLGF Monoclonal Antibody TB-403,0.8534,Bortezomib,0.8532,Vinblastine,0.8525
361,KPT-330,Selinexor,99,NAMPT Inhibitor STF-118804,0.8811,DNA-PK/TOR Kinase Inhibitor CC-115,0.8808,Paclitaxel,0.8777,Nab-paclitaxel,0.8745,Pan-AKT Kinase Inhibitor GSK690693,0.8673
362,Ketoconazole,Ketoconazole,1,Ketoconazole,1.0000,Axitinib,0.8898,Abiraterone Acetate,0.8881,Abiraterone,0.8859,Celecoxib,0.8848
363,L Radical Nephrectomy,Left;Radical Nephrectomy,99,Radical Nephrectomy,0.9577,Nephrectomy,0.9306,Partial Nephrectomy,0.9135,Radical Prostatectomy,0.9130,Laparoscopic Radical Prostatectomy with Robotics,0.9102
364,L Total Mastectomy,Left;Total Mastectomy,99,Total Mastectomy,0.9765,Total Mastectomy,0.9765,Total Mastectomy,0.9765,Total Mastectomy,0.9765,Mastectomy,0.9334
365,L-Asparaginase,Asparaginase,1,Asparaginase,0.9665,Leucovorin,0.8912,l-Norepinephrine,0.8898,Peginterferon Alfa-2a,0.8873,Anthracycline Antineoplastic Antibiotic,0.8837
366,LAPATINIB,Lapatinib,1,Lapatinib,1.0000,Trastuzumab,0.9154,Letrozole,0.9138,Sorafenib,0.9108,Gefitinib,0.9061
367,LAR,Low Anterior Resection,99,Laparoscopy,0.8845,Laparoscopy,0.8845,Leucovorin,0.8843,Lapatinib,0.8841,Ipilimumab,0.8839
368,LBH,Panobinostat,99,Laparoscopic Biopsy,0.8824,Leuprolide,0.8794,l-Norepinephrine,0.8770,Lisavanbulin,0.8770,Bleomycin,0.8762
369,LDR,Low-Dose Rate Brachytherapy,99,Lapatinib,0.8904,Dexamethasone,0.8893,Dexamethasone,0.8893,Plitidepsin,0.8890,Dopamine,0.8865
370,LE,Local excision (procedure),2,Leuprolide,0.8812,Local excision (procedure),0.8762,Lapatinib,0.8693,Alpelisib,0.8681,Letrozole,0.8675
371,LENOLIDAMIDE,Lenalidomide,5,Thalidomide,0.8823,Lorazepam,0.8803,Lomustine,0.8755,Letrozole,0.8726,Lenalidomide,0.8725
372,LHRH,Gonadotrophin Releasing Hormone,2,Leuprolide,0.9102,Gonadotrophin Releasing Hormone,0.9027,Gonadotropin-releasing Hormone Analog,0.9013,Fenretinide,0.8880,Isotretinoin,0.8801
373,LHRH agonist,Gonadotropin-releasing Hormone Analog,1,Gonadotropin-releasing Hormone Analog,0.9270,Gonadotrophin Releasing Hormone,0.9037,Leuprolide,0.9006,Antiandrogen Therapy,0.8803,Fenretinide,0.8756
374,LN dissection,Lymphadenectomy,3,Axillary Lymph Node Dissection,0.9346,Axillary Lymph Node Dissection,0.9346,Lymphadenectomy,0.9273,Lymphadenectomy,0.9273,Lymphadenectomy,0.9273
375,LND,Lymphadenectomy,1,Lymphadenectomy,0.9067,Lymphadenectomy,0.9067,Lymphadenectomy,0.9067,Lymphadenectomy,0.9067,Lymphadenectomy,0.9067
376,LUMPCTOMY,Lumpectomy,1,Lumpectomy,0.9443,Lumpectomy,0.9443,Lumpectomy,0.9443,Lumpectomy,0.9443,Laparoscopic Prostatectomy,0.8952
377,LUMPECTOMY,Lumpectomy,1,Lumpectomy,1.0000,Lumpectomy,1.0000,Lumpectomy,1.0000,Lumpectomy,1.0000,Mammoplasty,0.9006
378,LV,Leucovorin,99,Left,0.8984,Left,0.8984,Left,0.8984,Left,0.8984,Left,0.8984
379,LY 2606368,Prexasertib,99,mTOR Kinase Inhibitor AZD8055,0.8806,Gamma-Secretase Inhibitor RO4929097,0.8712,Ruxolitinib,0.8662,Purine Analogue NSC 750854,0.8630,Galunisertib,0.8605
380,Laparoscopic Biopsy,Laparoscopic Biopsy,1,Laparoscopic Biopsy,1.0000,Biopsy,0.9407,Biopsy,0.9407,Biopsy,0.9407,Biopsy,0.9407
381,Laparoscopic Prostatectomy,Laparoscopic Prostatectomy,1,Laparoscopic Prostatectomy,1.0000,Laparoscopic Radical Prostatectomy with Robotics,0.9645,Prostatectomy,0.9439,Laparoscopy,0.9430,Laparoscopy,0.9430
382,Lapatinib,Lapatinib,1,Lapatinib,1.0000,Trastuzumab,0.9154,Letrozole,0.9138,Sorafenib,0.9108,Gefitinib,0.9061
383,Left Rnu,Left;Radical;Nephroureterectomy,99,Left,0.9336,Left,0.9336,Left,0.9336,Left,0.9336,Left,0.9336
384,Left breast reexcision,Left Breast;Re-Excision,99,Left Breast,0.9350,Left Hemihepatectomy,0.9094,Right Breast,0.9073,Right Breast,0.9073,Right Breast,0.9073
385,Left hemihepatectomy,Left Hemihepatectomy,1,Left Hemihepatectomy,1.0000,Right Hemihepatectomy,0.9848,Lobectomy,0.9221,Lobectomy,0.9221,Left,0.9216
386,Left segmental mastectomy,Segmental Mastectomy,1,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755
387,Lenalidomide,Lenalidomide,1,Lenalidomide,1.0000,Melphalan,0.9114,Rituximab,0.9075,Thalidomide,0.9074,Ipilimumab,0.9029
388,Letrozole,Letrozole,1,Letrozole,1.0000,Lapatinib,0.9138,Aromatase Inhibitor,0.9114,Tamoxifen,0.9055,Afatinib,0.8988
389,Leukine,Sargramostim,99,Aldesleukin,0.9012,Leucovorin,0.8962,Liposomal Cytarabine,0.8922,Lymphadenectomy,0.8903,Lymphadenectomy,0.8903
390,Liposomal Cytarabine,Liposomal Cytarabine,1,Liposomal Cytarabine,1.0000,Cytarabine,0.9526,Liposome-encapsulated Daunorubicin-Cytarabine,0.9312,Melphalan,0.8926,Cyclosporine,0.8906
391,Liver Biopsy,Liver Biopsy,1,Liver Biopsy,1.0000,Biopsy,0.9460,Biopsy,0.9460,Biopsy,0.9460,Biopsy,0.9460
392,Liver Resection,Hepatectomy,99,Resection,0.9529,Resection,0.9529,Resection,0.9529,Resection,0.9529,Resection,0.9529
393,Lobectomy,Lobectomy,1,Lobectomy,1.0000,Lobectomy,1.0000,Cystectomy,0.9252,Cystectomy,0.9252,Cystectomy,0.9252
394,Lomustine,Lomustine,1,Lomustine,1.0000,Carmustine,0.9492,Fotemustine,0.9233,Melphalan,0.9048,Venetoclax,0.8868
395,Lumpectomy,Lumpectomy,1,Lumpectomy,1.0000,Lumpectomy,1.0000,Lumpectomy,1.0000,Lumpectomy,1.0000,Mammoplasty,0.9006
396,Lupron,Leuprolide,1,Leuprolide,0.9017,Lymphadenectomy,0.8858,Lymphadenectomy,0.8858,Lymphadenectomy,0.8858,Lymphadenectomy,0.8858
397,MASTECTOMY,Mastectomy,1,Mastectomy,1.0000,Radical Mastectomy,0.9621,Bilateral Mastectomy,0.9486,Modified Radical Mastectomy,0.9442,Total Mastectomy,0.9402
398,MBG453 (TIM-3 inhibitor),Sabatolimab,99,Anti-TIM-3 Monoclonal Antibody,0.9220,NAMPT Inhibitor STF-118804,0.9059,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9027,mTOR Kinase Inhibitor AZD8055,0.8985,Akt Inhibitor MK2206,0.8959
399,MEK,Mitogen-Activated Protein Kinase Kinase Inhibitor,3,Ipilimumab,0.8889,Selumetinib,0.8883,Mitogen-Activated Protein Kinase Kinase Inhibitor,0.8883,Trametinib,0.8871,Axitinib,0.8835
400,MEK162,Binimetinib,99,mTOR Kinase Inhibitor AZD8055,0.8897,Mitogen-Activated Protein Kinase Kinase Inhibitor,0.8875,Axitinib,0.8831,Melphalan,0.8812,Sunitinib Malate,0.8799
401,MET inhibitor,c-Met Inhibitor,1,c-Met Inhibitor,0.9516,mTOR Inhibitor,0.9139,mTOR Inhibitor,0.9139,Tyrosine Kinase Inhibitor,0.9107,AKT Inhibitor,0.8958
402,METASTASECTOMY,Metastasectomy,1,Metastasectomy,1.0000,Metastasis,0.9301,Resection,0.9070,Resection,0.9070,Resection,0.9070
403,MGA271 anti B7H3 infusion,Enoblituzumab,99,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9047,Anti-CD33 Monoclonal Antibody BI 836858,0.8977,Anti-CD98 Monoclonal Antibody IGN523,0.8952,Anti-EGFR Monoclonal Antibody,0.8918,Anti-CD3 Monoclonal Antibody,0.8898
404,MGB453,Sabatolimab,99,Gemtuzumab Ozogamicin,0.8774,Dexamethasone,0.8716,Dexamethasone,0.8716,Gemtuzumab,0.8699,Galunisertib,0.8684
405,MITOTANE,Mitotane,1,Mitotane,1.0000,Mitoxantrone,0.9166,Topotecan,0.8790,Memantine,0.8753,Methotrexate,0.8705
406,MK 3475,Pembrolizumab,99,Anti-HGF Monoclonal Antibody TAK-701,0.8629,mTOR Kinase Inhibitor AZD8055,0.8610,Gemtuzumab,0.8595,HDM2 Inhibitor MK-8242,0.8562,Axitinib,0.8548
407,MK-2206,Akt Inhibitor MK2206,1,Akt Inhibitor MK2206,0.9149,HDM2 Inhibitor MK-8242,0.8967,mTOR Kinase Inhibitor AZD8055,0.8915,PIM Kinase Inhibitor SGI-1776,0.8726,Anti-HGF Monoclonal Antibody TAK-701,0.8633
408,MK-8242,HDM2 Inhibitor MK-8242,1,HDM2 Inhibitor MK-8242,0.9424,Akt Inhibitor MK2206,0.9021,mTOR Kinase Inhibitor AZD8055,0.8956,Topoisomerase I Inhibitor Genz-644282,0.8750,Anti-CD47 Monoclonal Antibody,0.8747
409,MK3475,Pembrolizumab,99,mTOR Kinase Inhibitor AZD8055,0.8992,HDM2 Inhibitor MK-8242,0.8915,Akt Inhibitor MK2206,0.8860,MDM2/MDMX Inhibitor ALRN-6924,0.8684,mTOR Inhibitor,0.8676
410,MLN0128 (mTORi),Sapanisertib,99,mTOR Inhibitor,0.9474,mTOR Inhibitor,0.9474,mTOR Kinase Inhibitor AZD8055,0.9324,Everolimus,0.9059,Sirolimus,0.8964
411,MLN4924,Pevonedistat,99,Ipilimumab,0.8783,mTOR Kinase Inhibitor AZD8055,0.8778,Sunitinib Malate,0.8771,Tremelimumab,0.8719,MDM2/MDMX Inhibitor ALRN-6924,0.8714
412,MLN8237,Alisertib,99,Ipilimumab,0.8862,HDM2 Inhibitor MK-8242,0.8797,mTOR Kinase Inhibitor AZD8055,0.8783,Everolimus,0.8765,Tremelimumab,0.8746
413,MM-141,Istiratumab,99,Sunitinib Malate,0.8738,Devimistat,0.8678,Mitomycin,0.8669,Mycophenolate Mofetil,0.8624,c-Met Inhibitor,0.8589
414,MMC,Mitomycin,1,Mitomycin,0.9321,Mastectomy,0.8981,Tamoxifen,0.8942,Ipilimumab,0.8903,Temozolomide,0.8874
415,MTOR inhibitor,mTOR Inhibitor,1,mTOR Inhibitor,1.0000,mTOR Inhibitor,1.0000,mTOR Kinase Inhibitor AZD8055,0.9510,Akt Inhibitor MK2206,0.9096,MDM2 Inhibitor,0.9088
416,MTOR/VEGF inhibitor,mTOR Inhibitor;Immunotherapeutic Agent,99,mTOR Inhibitor,0.9610,mTOR Inhibitor,0.9610,mTOR Kinase Inhibitor AZD8055,0.9244,Everolimus,0.8976,Sirolimus,0.8971
417,MTX,Methotrexate,1,Methotrexate,0.9436,Pemetrexed,0.9186,Mitoxantrone,0.9053,Ruxolitinib,0.9053,Oxaliplatin,0.9001
418,MUD,Matched Unrelated Donor;Allogeneic Hematopoietic Stem Cell Transplantation,99,Mercaptopurine,0.8828,Tremelimumab,0.8757,Lenalidomide,0.8745,Ipilimumab,0.8722,Melphalan,0.8719
419,Macitentan,Macitentan,1,Macitentan,1.0000,Mitoxantrone,0.9006,Trametinib,0.8819,Mastectomy,0.8793,Tremelimumab,0.8788
420,Margin resection,Surgical Margin;Resection,99,Surgical Margin,0.9475,Surgical Margin,0.9475,Resection,0.9461,Resection,0.9461,Resection,0.9461
421,Mastectomy,Mastectomy,1,Mastectomy,1.0000,Radical Mastectomy,0.9621,Bilateral Mastectomy,0.9486,Modified Radical Mastectomy,0.9442,Total Mastectomy,0.9402
422,Mastectomy NOS,Mastectomy,1,Mastectomy,0.9621,Radical Mastectomy,0.9357,Bilateral Mastectomy,0.9220,Total Mastectomy,0.9196,Total Mastectomy,0.9196
423,Mefloquine,Mefloquine,1,Mefloquine,1.0000,Mycophenolate Mofetil,0.9016,Fluoropyrimidine,0.8927,Mitoxantrone,0.8914,Methotrexate,0.8914
424,Melphalan,Melphalan,1,Melphalan,1.0000,Lenalidomide,0.9114,Lomustine,0.9048,Mycophenolate Mofetil,0.8993,Liposomal Cytarabine,0.8926
425,Memantine,Memantine,1,Memantine,1.0000,Methotrexate,0.8949,Mycophenolate Mofetil,0.8947,Pertuzumab,0.8900,Monalizumab,0.8867
