,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
271,Filgrastim,Filgrastim,1,Filgrastim,1.0000,Pegfilgrastim,0.9388,Eflapegrastim,0.9381,Mecapegfilgrastim,0.9330,Filgotinib,0.9315
272,Fine Needle aspiration biopsy,Fine-Needle Aspiration,99,Bezafibrate,0.8730,Nab-paclitaxel,0.8718,Afamelanotide,0.8694,Naftifine,0.8670,Nandrolone,0.8666
273,Fine needle aspiration biopsy,Fine-Needle Aspiration,99,Bezafibrate,0.8730,Nab-paclitaxel,0.8718,Afamelanotide,0.8694,Naftifine,0.8670,Nandrolone,0.8666
274,Flu,Fludarabine,99,Flualamide,0.9477,Fluvastatin,0.9468,Fluprofen,0.9459,Flufosal,0.9453,Flumizole,0.9426
275,Fludarabine,Fludarabine,1,Fludarabine,1.0000,Fludalanine,0.9688,Fludarabine Phosphate,0.9663,Fludazonium,0.9634,Oral Fludarabine Phosphate,0.9568
276,Fluorouracil,Fluorouracil,1,Fluorouracil,1.0000,Topical Fluorouracil,0.9630,Fluorouracil Implant,0.9499,5-[18F]Fluorouracil,0.9410,Fuprazole,0.9400
277,Fluorouracil (5-FU),Fluorouracil,1,Fluorouracil,0.9687,5-[18F]Fluorouracil,0.9638,Topical Fluorouracil,0.9498,5-Fluoro-2-Deoxycytidine,0.9436,5-Fluoropyrimidinone,0.9432
278,Fluropyrimidine,Fluoropyrimidine,1,Fluoropyrimidine,0.9543,Flurofamide,0.9431,Fluprofen,0.9366,Flualamide,0.9318,Flumeridone,0.9308
279,Fotemustine,Fotemustine,1,Fotemustine,1.0000,Fomepizole,0.9258,Lomustine,0.9233,Bofumustine,0.9215,Carmustine,0.9151
280,G-CSF,Granulocyte Colony-Stimulating Factor,99,GM-CSF DNA,0.9293,Glycosylated Recombinant Human G-CSF AVI-014,0.9195,Human Immunoglobulin G,0.9193,Recombinant Granulocyte-Macrophage Colony-Stimulating Factor,0.9184,Anti-GM-CSF Monoclonal Antibody,0.9170
281,G3139,Oblimersen Sodium,99,Tyrphostin AG 1433,0.8871,I 131 Monoclonal Antibody A33,0.8855,NY-ESO-1/GLA-SE Vaccine ID-G305,0.8845,RG 13022,0.8800,Iodine I 124 Monoclonal Antibody A33,0.8794
282,GCSF,Granulocyte Colony-Stimulating Factor,99,Apoptosis Inducer GCS-100,0.9037,Gancotamab,0.8897,Dexbudesonide,0.8892,Cortivazol,0.8892,Gentamicin,0.8879
283,GDC0032,Taselisib,99,Chk1 Inhibitor GDC-0425,0.9182,mTOR Inhibitor GDC-0349,0.9176,Anti-GD3 Antibody-drug Conjugate PF-06688992,0.9120,Chk1 Inhibitor GDC-0575,0.9105,MEK Inhibitor GDC-0623,0.9083
284,GEM,Gemcitabine,99,Gemtuzumab,0.9548,Gemigliptin,0.9475,Gemazocine,0.9474,Gemeprost,0.9438,Gemlapodect,0.9399
285,GENZ-644282,Topoisomerase I Inhibitor Genz-644282,1,Topoisomerase I Inhibitor Genz-644282,0.9404,Microbiome GEN-001,0.8950,CDK4/6 Inhibitor XZP-3287,0.8874,Neoantigen Vaccine GEN-009,0.8865,Tumor Necrosis Factor (GEN),0.8843
286,GK,Gamma Knife,99,Gemigliptin,0.9135,Potassium Glucaldrate,0.9094,Gosogliptin,0.9061,Glisentide,0.9058,Gabapentin,0.9049
287,GS-9820,Acalisib,99,Nucleotide Analogue GS 9219,0.9288,MCL1 Inhibitor GS-9716,0.9208,Tyrphostin AG 1288,0.9070,Tyrphostin AG 957,0.9062,PI3Kdelta Inhibitor GS-9901,0.9007
288,GSK690693,Pan-AKT Kinase Inhibitor GSK690693,1,Pan-AKT Kinase Inhibitor GSK690693,0.9354,PI3K-beta Inhibitor GSK2636771,0.9186,PI3K Inhibitor GSK1059615,0.9125,GSK-3 Inhibitor LY2090314,0.9062,FAK Inhibitor GSK2256098,0.9035
289,GSK923295A,CENP-E Inhibitor GSK-923295A,1,CENP-E Inhibitor GSK-923295A,0.9255,FAK Inhibitor GSK2256098,0.9240,PI3K Inhibitor GSK1059615,0.9238,PI3K-beta Inhibitor GSK2636771,0.9217,GSK-3 Inhibitor LY2090314,0.9206
290,Galunisertib,Galunisertib,1,Galunisertib,1.0000,Tanzisertib,0.9195,Galiximab,0.9128,Galocitabine,0.9125,Galcanezumab,0.9103
291,Gamma knife,Gamma Knife,99,Nasaruplase Gamma,0.9019,Gamma Oryzanol,0.8946,Interferon Gamma-1a,0.8945,Gamma-Secretase Inhibitor,0.8936,Gabapentin,0.8936
292,Gastrectomy,Gastrectomy,99,Satigrel,0.8943,Gersizangitide,0.8878,Granotapide,0.8868,Gestodene,0.8860,Gentamicin,0.8851
293,Gefitinib,Gefitinib,1,Gefitinib,1.0000,Erlotinib,0.9119,Genistein,0.9105,Gemcitabine,0.9102,Imatinib,0.9064
294,Gem,Gemcitabine,99,Gemtuzumab,0.9548,Gemigliptin,0.9475,Gemazocine,0.9474,Gemeprost,0.9438,Gemlapodect,0.9399
295,Gemcitabin,Gemcitabine,4,Gemcabene,0.9469,Gemcadiol,0.9359,Gemcabene Calcium,0.9287,Gemcitabine,0.9230,Guadecitabine,0.9083
296,Gemcitabine,Gemcitabine,1,Gemcitabine,1.0000,Gemcitabine Hydrochloride,0.9592,Aerosol Gemcitabine,0.9455,Topical Gemcitabine Hydrochloride,0.9412,Gemcitabine Elaidate,0.9365
297,Gemtuzumab,Gemtuzumab,1,Gemtuzumab,1.0000,Gemtuzumab Ozogamicin,0.9705,Veltuzumab,0.9448,Gemogenovatucel-T,0.9426,Gemigliptin,0.9423
298,Gemtuzumab Ozogamicin,Gemtuzumab Ozogamicin,1,Gemtuzumab Ozogamicin,1.0000,Gemtuzumab,0.9705,Inotuzumab Ozogamicin,0.9634,Ozogamicin,0.9495,Gemigliptin,0.9414
299,Gemtuzumab ozogamicin,Gemtuzumab Ozogamicin,1,Gemtuzumab Ozogamicin,1.0000,Gemtuzumab,0.9705,Inotuzumab Ozogamicin,0.9634,Ozogamicin,0.9495,Gemigliptin,0.9414
300,Genasense,Oblimersen Sodium,99,Tumor Necrosis Factor (GEN),0.9012,Gentamicin,0.8973,Aceglatone,0.8935,Ethaselen,0.8916,Acenocoumarol,0.8913
301,Gengraft (anti-GVHD),Cyclosporine,99,Tumor Necrosis Factor (GEN),0.9115,Anti-CD3/Anti-5T4 Bispecific Antibody GEN1044,0.9063,Neoantigen-based Therapeutic Cancer Vaccine GRT-R904,0.9050,Anti-CD27 Monoclonal Antibody GEN1053/BNT313,0.9049,Anti-GFRAL Monoclonal Antibody NGM120,0.9048
302,Gilteritinib,Gilteritinib,1,Gilteritinib,1.0000,Gilteritinib Fumarate,0.9683,Carbon C 14 Gilteritinib,0.9389,Ritlecitinib,0.9190,Clivatuzumab,0.9135
303,Gilteritinib (ASP2215),Gilteritinib,1,Gilteritinib,0.9581,Gilteritinib Fumarate,0.9364,FGFR4 Inhibitor ABSK-011,0.9212,FGFR Inhibitor ASP5878,0.9196,Carbon C 14 Gilteritinib,0.9191
304,Gleevac,Imatinib Regimen,99,Glecaprevir,0.9184,Glepaglutide,0.9111,Glesatinib,0.9104,Glenvastatin,0.9097,Glembatumumab Vedotin,0.9085
305,HAI,Intrahepatic Infusion Procedure,99,Tiotropium,0.9002,Trastuzumab,0.8964,HPPH,0.8894,Metronidazole,0.8890,Methicillin,0.8874
306,HDAC inhibitor,Histone Deacetylase Inhibitor,1,Histone Deacetylase Inhibitor,0.9667,HDAC Inhibitor CKD-581,0.9382,HDAC Inhibitor REC-2282,0.9380,HDAC Inhibitor OBP-801,0.9326,HDAC Class I/IIb Inhibitor HG146,0.9281
307,HDR,High-Dose Rate Brachytherapy,99,Darodipine,0.9060,Darotropium,0.9016,Darusentan,0.8977,HPPH,0.8974,Isradipine,0.8951
308,HGS-ETR1,Mapatumumab,99,Etretinate,0.8966,Etoglucid,0.8965,Eteplirsen,0.8905,Epratuzumab-cys-tesirine,0.8898,Etomidoline,0.8889
309,HSPPC-96 vaccine,Vitespen,99,Recombinant Human Hsp110-gp100 Chaperone Complex Vaccine,0.9262,pTVG-HP Plasmid DNA Vaccine,0.9231,Hsp90 Inhibitor HSP990,0.9194,Autologous Heat-Shock Protein 70 Peptide Vaccine AG-858,0.9165,PSA/PSMA/PSCA-encoding DNA Plasmid Vaccine PF-06755990,0.9155
310,HU,Hydroxyurea,3,Monoclonal Antibody HuPAM4,0.9122,Monoclonal Antibody HuAFP31,0.9096,Hydroxyurea,0.9086,HuaChanSu,0.9072,Huperzine A,0.9060
311,Haplo,Haploidentical Hematopoietic Cell Transplantation,99,Bupropion,0.8853,HPPH,0.8786,Bupranolol,0.8785,Isoflurophate,0.8776,Homprenorphine,0.8763
312,Herceptin,Trastuzumab,1,Trastuzumab,0.9473,Trastuzumab Botidotin,0.9197,Zafuleptine,0.9163,Tianeptine,0.9132,Trastuzumab Vedotin,0.9124
313,Hydrea,Hydroxyurea,99,Halquinols,0.9068,Halazepam,0.9054,Halazone,0.9031,Vortioxetine Hemihydrobromide,0.9028,Halcinonide,0.9017
314,Hydroxyurea,Hydroxyurea,1,Hydroxyurea,1.0000,Hydroxyzine,0.9413,Hydroxyzine Hydrochloride,0.9389,Hydroxyamphetamine,0.9324,Hydroxyflutamide,0.9316
315,Hysterectomy,Hysterectomy,99,Trastuzumab,0.9008,Tamoxifen,0.8931,Histapyrrodine,0.8882,Dutasteride,0.8851,Trastuzumab Botidotin,0.8841
316,IDAC,Cytarabine,99,Idactamab,0.9484,Idalopirdine,0.9435,Idazoxan,0.9430,Idaverine,0.9395,Idarucizumab,0.9344
317,IDO1 inhibitor,IDO Inhibitor,99,IDO1 Inhibitor,1.0000,IDO1 Inhibitor MK-7162,0.9615,IDO1 Inhibitor KHK2455,0.9580,IDO1 Inhibitor PF-06840003,0.9477,IDO/TDO Inhibitor LY-01013,0.9474
318,IDO1 inhibitor (BMS986205),Linrodostat,99,IDO1 Inhibitor,0.9612,IDO1 Inhibitor MK-7162,0.9521,IDO1/TDO2 Inhibitor DN1406131,0.9496,IDO1 Inhibitor PF-06840003,0.9495,IDO/TDO Inhibitor LY-01013,0.9427
319,IFR,Involved-Field Radiation Therapy,99,Ifoxetine,0.9510,Ifosfamide,0.9430,Ifenprodil,0.9366,Iferanserin,0.9236,Ifebemtinib,0.9222
320,IGN523,Anti-CD98 Monoclonal Antibody IGN523,1,Anti-CD98 Monoclonal Antibody IGN523,0.9056,Indoximod,0.8826,Indimilast,0.8813,Anagliptin,0.8805,Monoclonal Antibody 528,0.8803
321,IL-2,Aldesleukin,99,Interleukin-2 Gene,0.9511,IL-2 Plasmid DNA,0.9496,Recombinant Interleukin-2,0.9492,Interleukin-2 Liposome,0.9394,PEG-interleukin-2,0.9337
322,IMATINIB,Imatinib,1,Imatinib,1.0000,Imatinib Mesylate,0.9554,Dasatinib,0.9209,Alkotinib,0.9186,Sildenafil,0.9183
323,IMC-A12,Cixutumumab,99,IMC-1C11,0.9460,Moenomycin A12,0.9191,Ex Vivo-expanded Autologous T Cells IMA101,0.9152,Imlifidase,0.9138,Imafen,0.9115
324,IMGN779 (Immunogen Trial),Anti-CD33 Antibody-drug Conjugate IMGN779,1,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9407,Anti-Integrin Monoclonal Antibody-DM4 Immunoconjugate IMGN388,0.9208,RFT5-dgA Immunotoxin IMTOX25,0.9097,Anti-CD47 Monoclonal Antibody IMC-002,0.9085,Anti-PRAME T-cell Receptor/Anti-CD3 scFv Fusion Protein IMC-F106C,0.9062
325,IMRT,Intensity-Modulated Radiation Therapy,99,Modotuximab,0.9116,Ipilimumab,0.9081,Risperidone,0.9015,Naltrexone,0.8995,Iratumumab,0.8989
326,INK128-1110-028,Sapanisertib,99,Gallium Ga 68-P16-093,0.8996,Iodine I 124 18B10(10L),0.8978,Iodine I-123 MIP-1095,0.8946,Iodine I 124 CPD-1028,0.8919,Iodine I 131 MIP-1095,0.8876
327,INTERFERON_ALPHA,Interferon Alpha,99,Interferon Beta-1A,0.9676,Interferon Gamma-1a,0.9583,Recombinant Interferon Alfa-2a,0.9537,Interferon Beta-1B,0.9519,Interferon Alfacon-1,0.9495
328,IODINE,Iodine,99,Iodine I-131,0.9638,Iodine I 131 IPA,0.9437,Iodine I 131 Iodocholesterol,0.9391,Iodine I 131 Rituximab,0.9375,Thyroxine I-131,0.9351
329,IPI,Ipilimumab,99,Ipecac,0.9581,Ipivivint,0.9411,Ipenoxazone,0.9367,Ipidacrine,0.9308,Ipexidine,0.9257
330,IT,Intrathecal Route of Administration,99,Vancomycin,0.9165,Ketamine,0.9157,Adalimumab,0.9155,Raloxifene,0.9154,Buprenorphine,0.9154
331,IT Methotrexate,Methotrexate,1,Methotrexate,0.9978,Methotrexate Sodium,0.9524,Methotrexate-E Therapeutic Implant,0.9325,Methotrexate-Encapsulating Autologous Tumor-Derived Microparticles,0.9247,IGF-methotrexate Conjugate,0.9169
332,IT/IV Cytarabine,Cytarabine,1,Cytarabine,0.9461,Cytarabine Hydrochloride,0.9218,Ivermectin,0.9153,Ivarmacitinib,0.9151,Liposomal Cytarabine,0.9132
333,Ibrutinib,Ibrutinib,1,Ibrutinib,1.0000,Bosutinib,0.9423,Ibrolipim,0.9330,Tirabrutinib,0.9306,Brigatinib,0.9293
334,Ida,Idarubicin,99,Idazoxan,0.9457,Idaverine,0.9425,Idalopirdine,0.9394,Idactamab,0.9385,Idarucizumab,0.9319
335,Idarubicin,Idarubicin,1,Idarubicin,1.0000,Idarubicin Hydrochloride,0.9761,Idarucizumab,0.9556,Epirubicin,0.9436,Idarubicin-Eluting Beads,0.9419
336,Idasanutlin,Idasanutlin,1,Idasanutlin,1.0000,Carbon C 14 Idasanutlin,0.9263,Carbon C 13 Idasanutlin,0.9258,Idalopirdine,0.9231,Idazoxan,0.9101
337,Ifosfamid,Ifosfamide,1,Ifosfamide,0.9940,Ifoxetine,0.9409,Perfosfamide,0.9367,Evofosfamide,0.9355,Mafosfamide,0.9339
338,Ifosfamide,Ifosfamide,1,Ifosfamide,1.0000,Ifoxetine,0.9417,Perfosfamide,0.9382,Flutamide,0.9370,Mafosfamide,0.9367
339,Il-2,Aldesleukin,99,Interleukin-2 Gene,0.9511,IL-2 Plasmid DNA,0.9496,Recombinant Interleukin-2,0.9492,Interleukin-2 Liposome,0.9394,PEG-interleukin-2,0.9337
340,Ileal conduit Creation,Urinary Diversion,99,Autologous Muscle-derived Cells for Gastrointestinal Repair,0.8669,Infliximab,0.8579,Loviride,0.8545,Nebicapone,0.8535,Therapeutic Vasoactive Intestinal Peptide,0.8526
341,Imatinib,Imatinib,1,Imatinib,1.0000,Imatinib Mesylate,0.9554,Dasatinib,0.9209,Alkotinib,0.9186,Sildenafil,0.9183
342,Immunoglobulin,Immunoglobulin,99,Human Immunoglobulin A,0.9578,Human Immunoglobulin G,0.9531,Human Immunoglobulin M,0.9477,Serum-derived Bovine Immunoglobulin Protein Isolate,0.9164,IgM-enriched Immunoglobulins,0.9077
343,Implants-tandem,Tandem Brachytherapy,99,Yttrium Y-90 Ibritumomab Tiuxetan,0.8781,Yttrium Y-90 Tacatuzumab Tetraxetan,0.8755,Tioxidazole,0.8753,Lasofoxifene Tartrate,0.8751,Tioxolone,0.8744
344,Imuran,Azathioprine Sodium,99,Imafen,0.9467,Imipramine,0.9304,Imazodan,0.9294,Imlifidase,0.9285,Imciromab,0.9252
345,Indoximod,Indoximod,1,Indoximod,1.0000,Indoxole,0.9658,Navoximod,0.9399,Indanorex,0.9396,Indimitecan,0.9369
346,Iniparib,Iniparib,1,Iniparib,1.0000,Pamiparib,0.9377,Veliparib,0.9348,Anipamil,0.9297,Rivipansel,0.9247
347,Interval Debulking,Interval Debulking Surgery,99,Debamestrocel,0.8686,Irofulven,0.8581,Indocate,0.8576,Dimeprozan,0.8569,Ulodesine,0.8559
348,Ipi,Ipilimumab,99,Ipecac,0.9581,Ipivivint,0.9411,Ipenoxazone,0.9367,Ipidacrine,0.9308,Ipexidine,0.9257
349,Ipilimumab,Ipilimumab,1,Ipilimumab,1.0000,Melanoma Vaccine,0.9250,Infliximab,0.9247,Anti-CTLA-4 Monoclonal Antibody IBI310,0.9162,Everolimus,0.9126
350,Ipilumumab,Ipilimumab,99,Pritumumab,0.9377,Votumumab,0.9339,Intetumumab,0.9279,Rilotumumab,0.9255,Teprotumumab,0.9201
351,Irinotecan,Irinotecan,1,Irinotecan,1.0000,Irinotecan Hydrochloride,0.9719,Irinotecan Sucrosofate,0.9480,Oral Irinotecan Hydrochloride Formulation VAL-413,0.9417,Pegylated Liposomal Irinotecan,0.9366
352,Isotretinoin,Isotretinoin,1,Isotretinoin,1.0000,Isotretinoin Anisatil,0.9464,Isotiquimide,0.9313,Motretinide,0.9254,Etretinate,0.9219
353,Itacitinib,Itacitinib,1,Itacitinib,1.0000,Itacitinib Adipate,0.9594,Tofacitinib,0.9470,Gusacitinib,0.9341,Tofacitinib Citrate,0.9238
354,Ivosidenib,Ivosidenib,1,Ivosidenib,1.0000,Ivicentamab,0.9229,Ivospemin,0.9187,Navivumab,0.9127,Avoparcin,0.9120
355,JAK 1 inhibitor,JAK1 Inhibitor,1,JAK1 Inhibitor,0.9907,JAK Inhibitor,0.9826,JAK1 Inhibitor INCB052793,0.9535,JAK2 Inhibitor,0.9452,JAK Inhibitor INCB047986,0.9407
356,JNJ-40346527 (CSF1R inhibitor),Edicotinib,99,CSF1R Inhibitor,0.9501,BTK Inhibitor JNJ-64264681,0.9387,CSF1R Inhibitor PLX73086,0.9378,CSF1R Inhibitor HMPL-653,0.9376,ERK1/2 Inhibitor JSI-1187,0.9366
357,JNJ26481585,Quisinostat,99,TLR7 Agonist JNJ-64794964,0.9276,DHODH Inhibitor JNJ-74856665,0.9252,BTK Inhibitor JNJ-64264681,0.9218,KRASG12C Inhibitor JNJ-74699157,0.9214,Adenovirus Serotype 26-expressing HPV18 Vaccine JNJ-63682931,0.9081
358,JNJ26854165,Serdemetan,99,DHODH Inhibitor JNJ-74856665,0.9216,KRASG12C Inhibitor JNJ-74699157,0.9198,TLR7 Agonist JNJ-64794964,0.9165,Adenovirus Serotype 26-expressing HPV18 Vaccine JNJ-63682931,0.9143,BTK Inhibitor JNJ-64264681,0.9119
359,Jakafi,Ruxolitinib,99,JAK Inhibitor,0.9142,Tianafac,0.9090,Bezafibrate,0.9038,JAK1 Inhibitor,0.9027,Finafloxacin,0.8985
360,KB004,Ifabotuzumab,99,BMS-188797,0.8827,CDK4/6 Inhibitor BPI-16350,0.8825,CDK9 Inhibitor KB-0742,0.8791,TRK Inhibitor VC004,0.8777,CDK4/6 Inhibitor BPI-1178,0.8761
361,KPT-330,Selinexor,99,MMP Inhibitor S-3304,0.9005,Engineered IL-12 Prodrug WTX-330,0.8897,pan-RAF Kinase Inhibitor CCT3833,0.8887,CRL4-CRBN Modulator KPG-818,0.8883,pNGVL3-hICD Vaccine AST-301,0.8870
362,Ketoconazole,Ketoconazole,1,Ketoconazole,1.0000,Ketorolac,0.9496,Azaconazole,0.9443,Ketoprofen,0.9373,Sulconazole,0.9366
363,L Radical Nephrectomy,Left;Radical Nephrectomy,99,Rolistobart,0.8820,Reloxaliase,0.8801,Renal Tumor-Reactive Autologous Tumor Infiltrating Lymphocyte,0.8795,Rolapitant,0.8769,Resveratrol,0.8768
364,L Total Mastectomy,Left;Total Mastectomy,99,Tamoxifen,0.8822,Trastuzumab,0.8764,Lumretuzumab,0.8681,Tamibarotene,0.8677,Myralact,0.8669
365,L-Asparaginase,Asparaginase,1,Asparaginase,0.9665,Glutaminase-Asparaginase,0.9585,Asparaginase-based Agent,0.9400,PEG-Glutaminase-Asparaginase,0.9353,Asparaginase Erwinia chrysanthemi,0.9319
366,LAPATINIB,Lapatinib,1,Lapatinib,1.0000,Lapatinib Ditosylate,0.9422,Lithium Benzoate,0.9157,Trastuzumab,0.9154,Telatinib,0.9141
367,LAR,Low Anterior Resection,99,Larazotide,0.9524,Laronidase,0.9457,Larotaxel,0.9388,Laropiprant,0.9367,Larcaviximab,0.9323
368,LBH,Panobinostat,99,Anti-LAG-3 Monoclonal Antibody LBL-007,0.8953,Anti-PD-1/TGFbRII Fusion Protein LBL-015,0.8941,Vilobelimab,0.8937,Laflunimus,0.8936,Benzoclidine,0.8923
369,LDR,Low-Dose Rate Brachytherapy,99,Ulodesine,0.9079,Feladilimab,0.9068,Ilodecakin,0.9024,Ibudilast,0.9022,Zaldaride,0.9021
370,LE,Local excision (procedure),99,Lebrikizumab,0.9058,Lesogaberan,0.9004,Lesinidase Alfa,0.8979,Lesinurad,0.8959,Bliretrigine,0.8936
371,LENOLIDAMIDE,Lenalidomide,99,Lenvatinib,0.9298,Lenperone Hydrochloride,0.9270,Lenzilumab,0.9218,Leniquinsin,0.9187,Lenabasum,0.9160
372,LHRH,Gonadotrophin Releasing Hormone,99,Leuprolide,0.9102,TLR7 Agonist LHC165,0.9087,Recombinant Luteinizing Hormone,0.9081,HPPH,0.9064,Gonadotropin-releasing Hormone Analog,0.9013
373,LHRH agonist,Gonadotropin-releasing Hormone Analog,2,TLR7 Agonist LHC165,0.9334,Gonadotropin-releasing Hormone Analog,0.9270,Orexin Receptor Agonist,0.9221,Gonadotropin Releasing Hormone Antagonist,0.9206,Dopamine Agonist,0.9139
374,LN dissection,Lymphadenectomy,99,Trolnitrate,0.8710,Lacidipine,0.8702,Naltalimide,0.8697,Naldemedine Tosylate,0.8652,Levomilnacipran,0.8651
375,LND,Lymphadenectomy,99,Retrovirus Vector LN,0.9130,Trolnitrate,0.9129,Levomilnacipran,0.9031,Lonapalene,0.9027,Naltalimide,0.9021
376,LUMPCTOMY,Lumpectomy,99,Lumasiran,0.9066,Lumateperone,0.9004,Lumretuzumab,0.8984,Zetomipzomib,0.8941,Lumiracoxib,0.8935
377,LUMPECTOMY,Lumpectomy,99,Lumretuzumab,0.9120,Lumateperone,0.9039,Lumasiran,0.9032,Venetoclax,0.8974,Lumicitabine,0.8943
378,LV,Leucovorin,99,Levosimendan,0.9122,Levofloxacin,0.9098,Vasopressor,0.9072,Levonebivolol,0.9048,Loviride,0.9036
379,LY 2606368,Prexasertib,99,p70S6K Inhibitor LY2584702,0.8977,NLRP3 Agonist BMS-986299,0.8932,KRAS-G12C Inhibitor LY3537982,0.8919,Anti-Met/EGFR Monoclonal Antibody LY3164530,0.8894,Anti-CD226 Agonist Antibody LY3435151,0.8886
380,Laparoscopic Biopsy,Laparoscopic Biopsy,99,Lifibrol,0.8893,Lifibrate,0.8859,Lapisteride,0.8856,Liposomal Bupivacaine,0.8839,Pelubiprofen,0.8822
381,Laparoscopic Prostatectomy,Laparoscopic Prostatectomy,99,Leuprolide,0.8996,Lapaquistat,0.8934,Rolodine,0.8891,Rolipram,0.8890,Lapretolimod,0.8871
382,Lapatinib,Lapatinib,1,Lapatinib,1.0000,Lapatinib Ditosylate,0.9422,Lithium Benzoate,0.9157,Trastuzumab,0.9154,Telatinib,0.9141
383,Left Rnu,Left;Radical;Nephroureterectomy,99,Nemorubicin,0.8799,Levorphanol,0.8781,Ribonucleotide Reductase Inhibitor,0.8780,Tolnidamine,0.8762,Anti-NRP1 Antibody ASP1948,0.8740
384,Left breast reexcision,Left Breast;Re-Excision,99,Levormeloxifene,0.8862,Levosimendan,0.8783,Clemizole Undecylate,0.8763,Doxepin,0.8736,Elamipretide,0.8725
385,Left hemihepatectomy,Left Hemihepatectomy,99,Hydrocortisone Hemisuccinate,0.8815,Methylprednisolone Hemisuccinate,0.8798,Heptaverine,0.8792,Hymecromone,0.8779,Pranlukast Hemihydrate,0.8772
386,Left segmental mastectomy,Segmental Mastectomy,99,Somatosalm,0.8790,Lidocaine Topical,0.8789,Liposomal Bupivacaine,0.8752,Lidocaine,0.8747,Dibusadol,0.8686
387,Lenalidomide,Lenalidomide,1,Lenalidomide,1.0000,Riluzole,0.9155,Lenalidomide Analog KPG-121,0.9150,Alepride,0.9143,Imidoline,0.9136
388,Letrozole,Letrozole,1,Letrozole,1.0000,Liarozole,0.9428,Anastrozole,0.9415,Letaxaban,0.9388,Letimide,0.9286
389,Leukine,Sargramostim,99,Recombinant Leukoregulin,0.9097,Lidocaine,0.9071,Lactulose,0.9029,Lisofylline,0.9023,Lisuride,0.9019
390,Liposomal Cytarabine,Liposomal Cytarabine,1,Liposomal Cytarabine,1.0000,Cytarabine,0.9526,Liposomal Amphotericin B,0.9372,Cytarabine Hydrochloride,0.9365,Liposomal Bupivacaine,0.9332
391,Liver Biopsy,Liver Biopsy,99,Hepatitis B Vaccine,0.8912,Hepatoprotective Agent,0.8896,Soluble Liver Antigen,0.8854,Liver Kidney Microsomal Antigens,0.8832,Hepatitis A Vaccine,0.8827
392,Liver Resection,Hepatectomy,99,Recombinant Hepatocyte Growth Factor,0.8788,Hepatoprotective Agent,0.8769,AFP Gene Hepatocellular Carcinoma Vaccine,0.8723,Resatorvid,0.8714,Soluble Liver Antigen,0.8701
393,Lobectomy,Lobectomy,99,Lobenzarit,0.9144,Lobeline,0.9129,Lobeglitazone,0.9043,Lobendazole,0.9026,Alectinib,0.8895
394,Lomustine,Lomustine,1,Lomustine,1.0000,Carmustine,0.9492,Elmustine,0.9453,Bofumustine,0.9276,Ecomustine,0.9269
395,Lumpectomy,Lumpectomy,99,Lumretuzumab,0.9120,Lumateperone,0.9039,Lumasiran,0.9032,Venetoclax,0.8974,Lumicitabine,0.8943
396,Lupron,Leuprolide,99,Luprostiol,0.9541,Lupitidine,0.9445,Lupartumab,0.9429,Lupitidine Hydrochloride,0.9305,Lupartumab Amadotin,0.9187
397,MASTECTOMY,Mastectomy,99,Tamoxifen,0.9023,Trastuzumab,0.8995,Myralact,0.8990,Metformin,0.8989,Methomyl,0.8985
398,MBG453 (TIM-3 inhibitor),Sabatolimab,99,Anti-TIM-3 Antibody BMS-986258,0.9376,Anti-TIM-3 Monoclonal Antibody TQB2618,0.9246,Anti-TIM-3 Monoclonal Antibody BC3402,0.9224,Anti-TIM-3 Monoclonal Antibody,0.9220,CDK4/6 Inhibitor TQB3303,0.9182
399,MEK,Mitogen-Activated Protein Kinase Kinase Inhibitor,99,MEK Inhibitor AZD8330,0.9188,MEK Inhibitor PD-98059,0.9163,MEK Inhibitor IMM-1-104,0.9147,MEK Inhibitor REC-4881,0.9122,MEK Inhibitor RO4987655,0.9108
400,MEK162,Binimetinib,99,MEK1/2 Inhibitor ABM-168,0.9122,MEK Inhibitor AZD8330,0.9119,MEK Inhibitor REC-4881,0.9115,JNK1 Inhibitor BMS-986360,0.9064,MEK 1/2 Inhibitor AS703988/MSC2015103B,0.9017
401,MET inhibitor,c-Met Inhibitor,1,c-Met Inhibitor,0.9516,MET Tyrosine Kinase Inhibitor BMS-777607,0.9312,MET Tyrosine Kinase Inhibitor SAR125844,0.9288,METTL-3 Inhibitor STC-15,0.9280,c-Met Inhibitor DO-2,0.9269
402,METASTASECTOMY,Metastasectomy,99,Metoprolol,0.9007,Metoprine,0.8988,Amfetaminil,0.8872,Virulizin,0.8860,Resocortol,0.8833
403,MGA271 anti B7H3 infusion,Enoblituzumab,99,Anti-B7H7 Monoclonal Antibody HBM1020,0.9353,Anti-B7-H4 Monoclonal Antibody,0.9286,Anti-B7-H3 Antibody-drug Conjugate MHB088C,0.9242,Anti-B7-H4 Antibody-drug Conjugate SGN-B7H4V,0.9213,Monoclonal Antibody B72.3F(ab),0.9205
404,MGB453,Sabatolimab,99,MGV Vaccine,0.9164,HMB-45,0.9011,Anti-gpA33/CD3 Monoclonal Antibody MGD007,0.8994,Arabinoxylan Compound MGN3,0.8993,EGb761,0.8970
