official_label,clean_code
processed genotype data file,EFO:0004663
binding site identification design,EFO:0004664
biomolecular annotation design,EFO:0004665
cellular modification design,EFO:0004666
biological variation design,EFO:0004667
array specific design,EFO:0004668
methodological variation design,EFO:0004669
beta-amyloid 1-42 measurement,EFO:0004670
obsolete_response to gemcitabine,EFO:0004672
obsolete_response to lapatinib,EFO:0004673
obsolete_response to antidepressant,EFO:0004675
obsolete_response to diruetic,EFO:0004676
obsolete_response to anticonvulsant,EFO:0004677
obsolete_response to statin,EFO:0004678
obsolete_response to glucocorticoid,EFO:0004679
obsolete_response to interferon beta,EFO:0004680
obsolete_response to lithium,EFO:0004681
QT interval,EFO:0004682
wet macular degeneration,EFO:0004683
tumor necrosis factor-alpha measurement,EFO:0004684
hip geometry,EFO:0004685
non-compaction cardiomyopathy,EFO:0004686
obsolete_inherited arrhythmia,EFO:0004687
obsolete_long QT syndrome,EFO:0004688
obsolete_Jervell and Lange-Nielsen syndrome,EFO:0004689
obsolete_short QT syndrome,EFO:0004690
obsolete_Brugada syndrome,EFO:0004691
obsolete_Catecholaminergic polymorphic ventricular tachycardia,EFO:0004692
obsolete_fetal hemoglobin measurement,EFO:0004693
factor XI measurement,EFO:0004694
intraocular pressure measurement,EFO:0004695
sex hormone-binding globulin measurement,EFO:0004696
estradiol measurement,EFO:0004697
insomnia,EFO:0004698
gambling behaviour,EFO:0004699
methamphetamine dependence,EFO:0004701
obsolete_response to iloperidone,EFO:0004702
age at menarche,EFO:0004703
age at menopause,EFO:0004704
hypothyroidism,EFO:0004705
infantile hypertrophic pyloric stenosis,EFO:0004707
nodular sclerosis Hodgkin lymphoma,EFO:0004708
obsolete_orofacial cleft,EFO:0004709
pelvic organ prolapse,EFO:0004710
elephantiasis,EFO:0004711
podoconiosis,EFO:0004712
FEV/FEC ratio,EFO:0004713
sexual dysfunction,EFO:0004714
MRI defined brain infarct,EFO:0004715
obsolete_thyrotoxic periodic paralysis,EFO:0004716
vascular dementia,EFO:0004718
pemphigus vulgaris,EFO:0004719
prion disease,EFO:0004720
obsolete_Gaucher disease,EFO:0004721
coronary artery calcification,EFO:0004723
carotid-femoral pulse wave velocity,EFO:0004724
metabolite measurement,EFO:0004725
obsolete_metabolite,EFO:0004727
serum amyloid A protein measurement,EFO:0004728
vitamin measurement,EFO:0004729
hormone measurement,EFO:0004730
eye measurement,EFO:0004731
lipoprotein measurement,EFO:0004732
anti-cyclic citrullinated peptide antibody measurement,EFO:0004733
serum alanine aminotransferase measurement,EFO:0004735
aspartate aminotransferase measurement,EFO:0004736
carotenoid measurement,EFO:0004737
tocopherol measurement,EFO:0004738
circulating cell free DNA measurement,EFO:0004739
blood urea nitrogen measurement,EFO:0004741
renal system measurement,EFO:0004742
facial morphology,EFO:0004743
matrix metalloproteinase measurement,EFO:0004744
NT-proBNP measurement,EFO:0004745
lipoprotein-associated phospholipase A(2) measurement,EFO:0004746
protein measurement,EFO:0004747
thyroid stimulating hormone measurement,EFO:0004748
CCL2 measurement,EFO:0004749
interleukin 10 measurement,EFO:0004750
CCL4 measurement,EFO:0004751
parathyroid hormone measurement,EFO:0004752
interleukin 12 measurement,EFO:0004753
interleukin 1 receptor antagonist measurement,EFO:0004754
t-tau measurement,EFO:0004760
uric acid measurement,EFO:0004761
vascular endothelial growth factor measurement,EFO:0004762
p-tau measurement,EFO:0004763
adipose tissue measurement,EFO:0004764
visceral adipose tissue measurement,EFO:0004765
subcutaneous adipose tissue measurement,EFO:0004766
visceral:subcutaneous adipose tissue ratio,EFO:0004767
follicle stimulating hormone measurement,EFO:0004768
anti-Mullerian hormone measurement,EFO:0004769
ovarian reserve,EFO:0004770
visual cortical surface area measurement,EFO:0004771
early onset hypertension,EFO:0004772
chewing tobacco behavior,EFO:0004774
toxic epidermal necrolysis,EFO:0004775
alcohol and nicotine codependence,EFO:0004776
alcohol withdrawal,EFO:0004777
self rated health,EFO:0004778
CHAOS measure,EFO:0004779
DSM-IV-based social scale,EFO:0004780
DSM-IV-based  non-social scale,EFO:0004781
behavior or behavioral disorder measurement,EFO:0004782
TEMPS-A questionnaire,EFO:0004783
self reported educational attainment,EFO:0004784
South Texas Assessment of Neurocognition,EFO:0004785
Mini-International Neuropsychiatric Interview,EFO:0004786
atrial natriuretic factor measurement,EFO:0004789
CD40 ligand measurement,EFO:0004790
tissue plasminogen activator measurement,EFO:0004791
plasminogen activator inhibitor 1 measurement,EFO:0004792
skin sensitivity to sun,EFO:0004795
obsolete_freckling,EFO:0004796
obsolete_Li-Fraumeni syndrome,EFO:0004797
copy number variation,EFO:0004798
cholelithiasis,EFO:0004799
frontal theta oscillation measurement,EFO:0004800
family size,EFO:0004802
male fertility,EFO:0004803
birth rate,EFO:0004804
formal thought disorder,EFO:0004805
asbestos exposure measurement,EFO:0004806
short sleep,EFO:0004807
L lactate dehydrogenase measurement,EFO:0004808
fructose-bisphosphate aldolase measurement,EFO:0004809
interleukin-6 measurement,EFO:0004810
interleukin-8 measurement,EFO:0004811
interleukin-1 beta measurement,EFO:0004812
alpha globulin measurement,EFO:0004813
interleukin-6 receptor measurement,EFO:0004814
alpha macroglobulin measurement,EFO:0004815
transforming growth factor beta measurement,EFO:0004818
resistin measurement,EFO:0004819
sex ratio,EFO:0004820
perception of facial expression,EFO:0004823
obsolete_behavior or behavioral disorder measurement,EFO:0004824
temperament and character inventory,EFO:0004825
anti-neutrophil antibody associated vasculitis,EFO:0004826
economic and social preference,EFO:0004827
genetic variation,EFO:0004828
response to irinotecan,EFO:0004829
caudate nucleus volume,EFO:0004830
RR interval,EFO:0004831
optic disc size measurement,EFO:0004832
neutrophil count,EFO:0004833
obsolete_alcohol consumption,EFO:0004836
calcium measurement,EFO:0004838
CD4:CD8 lymphocyte ratio,EFO:0004839
cortical thickness,EFO:0004840
digit length ratio,EFO:0004841
eosinophil count,EFO:0004842
vitamin B measurement,EFO:0004843
hip bone size,EFO:0004844
magnesium measurement,EFO:0004845
serotonin measurement,EFO:0004846
age at onset,EFO:0004847
vitamin A measurement,EFO:0004857
abdominal aortic artery calcification,EFO:0004859
common carotid intimal medial thickness,EFO:0004860
phosphorus measurement,EFO:0004861
phytosterol measurement,EFO:0004862
recombination rate,EFO:0004863
renal sinus adipose tissue measurement,EFO:0004864
thyroid volume,EFO:0004865
autoantibody measurement,EFO:0004866
vitamin E measurement,EFO:0004867
volumetric brain MRI,EFO:0004868
YKL40 measurement,EFO:0004869
sleep measurement,EFO:0004870
inflammatory biomarker measurement,EFO:0004872
cytokine measurement,EFO:0004873
memory performance,EFO:0004874
mathematical ability,EFO:0004875
urinary arsenic measurement,EFO:0004880
asparaginase hypersensitivity,EFO:0004881
obsolete_avelline corneal dystrophy,EFO:0004882
obsolete_Blepharophimosis-Ptosis-Epicanthus inversus syndrome,EFO:0004883
breast size,EFO:0004884
early cardiac repolarization measurement,EFO:0004885
intracranial volume measurement,EFO:0004886
maximal oxygen uptake measurement,EFO:0004887
post operative nausea and vomiting,EFO:0004888
postoperative ventricular dysfunction,EFO:0004889
anti-social behavior,EFO:0004890
callous character,EFO:0004891
Sasang constitutional medicine,EFO:0004892
testicular dysgenesis syndrome,EFO:0004893
obsolete_tetralogy of fallot,EFO:0004894
Tourette syndrome,EFO:0004895
obsolete_Yoruba,EFO:0004900
obsolete_Northern and Western European,EFO:0004901
European HapMap cell line,EFO:0004902
probe design element,EFO:0004903
obsolete_hereditary genetic disorder,EFO:0004904
induced pluripotent stem cell,EFO:0004905
lymph node metastatic carcinoma,EFO:0004906
testosterone measurement,EFO:0004908
dihydrotestosterone measurement,EFO:0004909
CYP3A4 activity,EFO:0004910
familial hypercholesterolemia,EFO:0004911
serum IgA measurement,EFO:0004912
lentiform nucleus measurement,EFO:0004913
facial neural processing,EFO:0004914
vaspin measurement,EFO:0004915
high throughput sequence alignment protocol,EFO:0004917
age at diagnosis,EFO:0004918
metastasis free survival,EFO:0004919
progression free survival,EFO:0004920
GM00038,EFO:0004921
GM00719,EFO:0004922
peripheral vein,EFO:0004923
obsolete_ataxia telangiectasia,EFO:0004924
tumor stage,EFO:0004925
M stage,EFO:0004926
N stage,EFO:0004927
T stage,EFO:0004928
M0 distant metastasis stage,EFO:0004929
M1 distant metastasis stage,EFO:0004930
MX distant metastasis stage,EFO:0004931
N0 lymph node stage,EFO:0004932
N1 lymph node stage,EFO:0004933
N2 lymph node stage,EFO:0004934
N3 lymph node stage,EFO:0004935
NX lymph node stage,EFO:0004936
T0 stage,EFO:0004937
T1 tumor stage,EFO:0004938
T2 tumor stage,EFO:0004939
T3 tumor stage,EFO:0004940
T3a tumor stage,EFO:0004941
T3b tumor stage,EFO:0004942
T3c tumor stage,EFO:0004943
T4 tumor stage,EFO:0004944
T4a tumor stage,EFO:0004945
T4b tumor stage,EFO:0004946
Tis,EFO:0004947
TX,EFO:0004948
clinical temporal measurement,EFO:0004949
date of birth,EFO:0004950
alive at endpoint,EFO:0004951
disease recurrence,EFO:0004952
date of diagnosis,EFO:0004953
melanoma staging,EFO:0004954
Breslow thickness,EFO:0004955
Clark level,EFO:0004956
Clark level I,EFO:0004957
Clark level II,EFO:0004958
Clark level III,EFO:0004959
Clark level IV,EFO:0004960
Clark level V,EFO:0004961
gene knock in,EFO:0004963
total RNA,EFO:0004964
Alexa Fluor 647,EFO:0004967
Alexa Fluor 555,EFO:0004968
somatic genotype,EFO:0004972
germline genotype,EFO:0004973
comprehensive strength index,EFO:0004979
appendicular lean mass,EFO:0004980
peridontal microbiome,EFO:0004981
microbiome,EFO:0004982
complement C3 measurement,EFO:0004983
complement C4 measurement,EFO:0004984
platelet reactivity measurement,EFO:0004985
embryonal carcinoma,EFO:0004986
embryonal carcinoma cell,EFO:0004987
obsolete_embryoid body,EFO:0004988
J1,EFO:0004990
Myasthenia gravis,EFO:0004991
Otitis media,EFO:0004992
serum IgM measurement,EFO:0004993
lumbar disc degeneration,EFO:0004994
lean body mass,EFO:0004995
type 1 diabetes nephropathy,EFO:0004996
type 2 diabetes nephropathy,EFO:0004997
carbohydrate measurement,EFO:0004998
N-glycan measurement,EFO:0004999
leptin measurement,EFO:0005000
phenylalanine measurement,EFO:0005001
lysine measurement,EFO:0005002
454 Sequencing,EFO:0005016
non polyA RNA,EFO:0005017
long non polyA RNA,EFO:0005018
long poly A RNA,EFO:0005019
collection latitude,EFO:0005020
collection longitude,EFO:0005021
adipose tissue derived mesenchymal stem cell,EFO:0005023
placental pericyte,EFO:0005024
anti-Bcl11a,EFO:0005027
anti-H3K27-3Me,EFO:0005028
anti-H3k4-3Me,EFO:0005029
anti-IgG,EFO:0005030
input DNA,EFO:0005031
IP-seq,EFO:0005032
RIP,EFO:0005033
anti-CTCF,EFO:0005034
hippocampal volume,EFO:0005035
platelet measurement,EFO:0005036
aortic root size,EFO:0005037
hair morphology,EFO:0005038
hippocampal atrophy,EFO:0005039
obsolete_response to temozolomide,EFO:0005040
cardiac troponin T measurement,EFO:0005043
Leishmaniasis,EFO:0005044
visceral Leishmaniasis,EFO:0005045
cutaneous Leishmaniasis,EFO:0005046
erythrocyte measurement,EFO:0005047
454 GS 20 standard manufacturer's protocol,EFO:0005051
nervous system measurement,EFO:0005052
internal carotid intimal medial thickness,EFO:0005053
QRS complex,EFO:0005054
QRS duration,EFO:0005055
age at death,EFO:0005056
myoglobin measurement,EFO:0005057
tyrosine measurement,EFO:0005058
acylcarnitine measurement,EFO:0005059
instrument part,EFO:0005060
substrate,EFO:0005061
glass substrate,EFO:0005062
nylon substrate,EFO:0005063
nitrocellulose substrate,EFO:0005064
silicon substrate,EFO:0005065
collection of material,EFO:0005066
block,EFO:0005067
array surface coating,EFO:0005069
aminosilane substrate coating,EFO:0005070
polylysine substrate coating,EFO:0005071
array reporter,EFO:0005072
in situ oligo,EFO:0005073
spotted antibody reporter,EFO:0005074
spotted colony reporter,EFO:0005075
spotted double stranded DNA reporter,EFO:0005076
spotted protein reporter,EFO:0005077
spotted single stranded DNA PCR amplicon reporter,EFO:0005078
spotted single stranded oligo reporter,EFO:0005079
CC16 measurement,EFO:0005080
surfactant protein D measurement,EFO:0005081
Illumina Genome Analyzer standard manufacturer's protocol,EFO:0005082
Illumina Genome Analyzer II standard manufacturer's protocol,EFO:0005083
Illumina Genome Analyzer IIx standard manufacturer's protocol,EFO:0005084
Illumina HiSeq 1000 standard manufacturer's protocol,EFO:0005085
Illumina HiSeq 2000 standard manufacturer's protocol,EFO:0005086
Illumina MiSeq standard manufacturer's protocol,EFO:0005087
testicular carcinoma,EFO:0005088
whole-brain volume,EFO:0005089
basophil count,EFO:0005090
monocyte count,EFO:0005091
entorhinal cortical volume,EFO:0005092
hip circumference,EFO:0005093
P wave duration,EFO:0005094
PR segment,EFO:0005095
obsolete_abdominal wall,EFO:0005096
obsolete_bronchiole,EFO:0005097
obsolete_cortical collecting duct,EFO:0005098
obsolete_stele,EFO:0005099
obsolete_flag leaf,EFO:0005100
obsolete_anther,EFO:0005101
obsolete_filament,EFO:0005102
obsolete_antennal disc,EFO:0005103
obsolete_eye disc,EFO:0005104
lipid or lipoprotein measurement,EFO:0005105
body composition measurement,EFO:0005106
obsolete_collective leaf structure,EFO:0005107
arm span,EFO:0005108
energy expenditure,EFO:0005109
fatty acid measurement,EFO:0005110
folic acid measurement,EFO:0005111
gestational age,EFO:0005112
head circumference,EFO:0005114
metabolic rate measurement,EFO:0005115
urinary metabolite measurement,EFO:0005116
CCL5 measurement,EFO:0005117
IGFBP-1 measurement,EFO:0005118
antioxidant measurement,EFO:0005119
freeze dried specimen,EFO:0005121
RNAlater specimen,EFO:0005125
arylesterase enzyme measurement,EFO:0005126
cancer biomarker measurement,EFO:0005127
albumin:globulin ratio measurement,EFO:0005128
hepatitis C induced liver cirrhosis,EFO:0005129
thyroxine measurement,EFO:0005130
HVA measurement,EFO:0005131
5-HIAA measurement,EFO:0005132
MHPG measurement,EFO:0005133
amino acid measurement,EFO:0005134
strain,EFO:0005135
cultivar,EFO:0005136
conduction system disorder,EFO:0005137
acquired long QT syndrome,EFO:0005138
serum ceruloplasmin measurement,EFO:0005139
autoimmune disease,EFO:0005140
Columbia ecotype,EFO:0005147
Col-0,EFO:0005148
Col-1,EFO:0005149
Col-2,EFO:0005150
Col-3,EFO:0005151
Col-4,EFO:0005152
Col-5,EFO:0005153
Landsberg ecotype,EFO:0005154
Ler-1,EFO:0005155
Wassilewskija ecotype,EFO:0005156
Ws-1,EFO:0005157
Ws-2,EFO:0005158
Ws-3,EFO:0005159
Umkirch ecotype,EFO:0005160
Uk-1,EFO:0005161
Uk-2,EFO:0005162
Uk-3,EFO:0005163
Calver ecotype,EFO:0005164
Cal-0,EFO:0005165
Blanes ecotype,EFO:0005166
Bla-1,EFO:0005167
wild type genotype,EFO:0005168
Burren ecotype,EFO:0005169
Bur-0,EFO:0005170
Bologna ecotype,EFO:0005171
Bl-0,EFO:0005172
Bl-1,EFO:0005173
Bayreuth ecotype,EFO:0005174
Bay-0,EFO:0005175
Coimbra ecotype,EFO:0005176
Co-1,EFO:0005177
San Eleno ecotype,EFO:0005178
Se-0,EFO:0005179
CD1 mus strain,EFO:0005180
C57BL,EFO:0005181
N'Dama,EFO:0005182
Boran cattle,EFO:0005183
DBA/2J,EFO:0005184
terminal ileum,EFO:0005185
uterus fundus,EFO:0005186
C-peptide measurement,EFO:0005187
CCL11 measurement,EFO:0005188
respiratory quotient,EFO:0005189
urinary nitrogen measurement,EFO:0005190
waist height ratio,EFO:0005191
obsolete_red blood cell distribution width,EFO:0005192
serum IgG glycosylation measurement,EFO:0005193
amyloid-beta measurement,EFO:0005194
response to cholinesterase inhibitor,EFO:0005195
vasoactive peptide measurement,EFO:0005196
beta-2 microglobulin measurement,EFO:0005197
transplant outcome measurement,EFO:0005198
renal transplant outcome measurement,EFO:0005199
antiphospholipid antibody measurement,EFO:0005200
height growth measurement,EFO:0005201
response to hydrochlorothiazide,EFO:0005202
eating disorder,EFO:0005203
bulimia nervosa,EFO:0005204
response to dabigatran etexilate,EFO:0005205
oligoclonal band measurement,EFO:0005206
congenital heart disease,EFO:0005207
glomerular filtration rate,EFO:0005208
brain connectivity measurement,EFO:0005210
aspirin hydrolysis measurement,EFO:0005211
atmosphere unit,EFO:0005212
central corneal thickness,EFO:0005213
neuroblastoma cell line,EFO:0005214
breast adenocarcinoma cell line,EFO:0005215
hepatoma cell line,EFO:0005216
cervical adenocarcinoma cell line,EFO:0005217
cervical carcinoma cell line,EFO:0005218
TraDIS sequencing,EFO:0005219
pulmonary neuroendocrine tumor,EFO:0005220
cholangiocarcinoma,EFO:0005221
avian influenza,EFO:0005222
acute stress reaction,EFO:0005223
Q fever,EFO:0005224
human african trypanosomiasis,EFO:0005225
swine influenza,EFO:0005226
GRO-seq,EFO:0005227
plant population,EFO:0005228
reading,EFO:0005229
anxiety,EFO:0005230
ECC-1,EFO:0005231
endometrium adenocarcinoma,EFO:0005232
CH12.LX,EFO:0005233
PFSK-1,EFO:0005234
primitive neuroectodermal tumor,EFO:0005235
NT2/D1,EFO:0005236
U-87 MG,EFO:0005237
breed,EFO:0005238
aortic valve calcification,EFO:0005239
rhegmatogenous retinal detachment,EFO:0005240
employment status,EFO:0005241
methamphetamine-induced psychosis,EFO:0005242
myeloperoxidase measurement,EFO:0005243
gastric bypass,EFO:0005244
body weight loss,EFO:0005245
hypersomnia,EFO:0005246
anti-Helicobacter pylori serum IgG measurement,EFO:0005247
occupation-related stress disorder,EFO:0005250
hypotension,EFO:0005251
orthostatic hypotension,EFO:0005252
postprandial hypotension,EFO:0005253
neurally mediated hypotension,EFO:0005254
response to anthracycline-based chemotherapy,EFO:0005257
response to antimicrotubule agent,EFO:0005260
mitral annular calcification,EFO:0005262
TOV-112D,EFO:0005263
Ect1,EFO:0005264
MOLT-3,EFO:0005265
serum selenium measurement,EFO:0005266
serum copper measurement,EFO:0005267
serum zinc measurement,EFO:0005268
congenital heart malformation,EFO:0005269
sleep duration,EFO:0005271
sleep quality,EFO:0005272
sleep depth,EFO:0005273
sleep time,EFO:0005274
dihydroxy docosatrienoic acid measurement,EFO:0005275
hydroxy-leucine measurement,EFO:0005276
cardiovascular disease biomarker measurement,EFO:0005278
temporomandibular joint disorder,EFO:0005279
sleep latency,EFO:0005280
HS-5,EFO:0005282
HS-27A,EFO:0005283
L-1210,EFO:0005284
A20,EFO:0005285
BALB/cAnN,EFO:0005286
reticulum cell sarcoma,EFO:0005287
non-small cell lung adenocarcinoma,EFO:0005288
mural granulosa cell,EFO:0005289
Brown Norway,EFO:0005290
Dark agouti,EFO:0005291
lymphoblastoid cell line,EFO:0005292
B-lymphoblast,EFO:0005293
chronic myelogenous leukemia cell line,EFO:0005294
obsolete_migraine with aura,EFO:0005295
obsolete_migraine without aura,EFO:0005296
Granulomatosis with Polyangiitis,EFO:0005297
allergic sensitization measurement,EFO:0005298
non-word reading,EFO:0005299
word reading,EFO:0005300
reading and spelling ability,EFO:0005301
ChIP-exo,EFO:0005302
sudden infant death syndrome,EFO:0005303
atrial conduction disease,EFO:0005304
atrioventricular node disease,EFO:0005305
ventricular tachycardia,EFO:0005306
torsades de pointes,EFO:0005307
atrial tachycardia,EFO:0005308
Ta stage,EFO:0005309
RIP-seq,EFO:0005310
picomole per microliter,EFO:0005313
femtomole per nanogram,EFO:0005314
induced mutation,EFO:0005315
sample pooling,EFO:0005316
axial length measurement,EFO:0005318
contact dermatitis,EFO:0005319
contact dermatitis due to nickel,EFO:0005320
molar-incisor hypomineralization,EFO:0005321
callous-unemotional behaviour,EFO:0005322
post-operative sign or symptom,EFO:0005323
post-operative sensory disturbance,EFO:0005324
response to angiotensin-converting enzyme inhibitor,EFO:0005325
GM18505,EFO:0005332
GM08714,EFO:0005333
GM10248,EFO:0005334
GM10266,EFO:0005335
GM10847,EFO:0005336
GM12864,EFO:0005337
GM12865,EFO:0005338
GM12866,EFO:0005339
GM12867,EFO:0005340
GM12868,EFO:0005341
GM12869,EFO:0005342
GM12870,EFO:0005343
GM12871,EFO:0005344
GM13976,EFO:0005345
GM13977,EFO:0005346
GM15510,EFO:0005347
GM18526,EFO:0005348
GM18951,EFO:0005349
GM19099,EFO:0005350
GM19193,EFO:0005351
GM20000,EFO:0005352
GM12801,EFO:0005353
milligram per kilogram body weight,EFO:0005354
HUES1,EFO:0005355
CAL120,EFO:0005356
CAL148,EFO:0005357
CAL51,EFO:0005358
CAL851,EFO:0005359
CCD-11Lu,EFO:0005360
CCD-13Lu,EFO:0005361
CCD-16Lu,EFO:0005362
CCD-19Lu,EFO:0005363
CCD-25Lu,EFO:0005364
CCD-29Lu,EFO:0005365
CCD-33Lu,EFO:0005366
CCD-8Lu,EFO:0005367
HFL1,EFO:0005368
Granta-519,EFO:0005369
HCC2998,EFO:0005370
HCC1195,EFO:0005371
HCC1419,EFO:0005372
HCC1806,EFO:0005373
HCC227,EFO:0005374
HCC2935,EFO:0005375
UACC-257,EFO:0005376
UACC-62,EFO:0005377
HepG3,EFO:0005382
HMEC1,EFO:0005383
HuH-7,EFO:0005384
IGROV-1,EFO:0005385
INA-6,EFO:0005386
JeKo-1,EFO:0005387
JIMT-1,EFO:0005388
KARPAS 231,EFO:0005389
KARPAS 299,EFO:0005390
LA-N-1,EFO:0005391
LAPC-4,EFO:0005392
LAPC-9,EFO:0005393
MLO-Y4,EFO:0005394
MUTZ-3,EFO:0005395
exome sequencing,EFO:0005396
high content analysis of cells,EFO:0005397
high content analysis of cells by molecular content,EFO:0005398
high content analysis of cells by morphological and physical properties,EFO:0005399
chemotherapy-induced alopecia,EFO:0005400
response to high sodium diet,EFO:0005401
response to low sodium diet,EFO:0005402
response to dietary potassium supplementation,EFO:0005403
response to cold pressor test,EFO:0005404
response to antihypertensive drug,EFO:0005405
colorectal adenoma,EFO:0005406
psychosis,EFO:0005407
pyroglutamine measurement,EFO:0005408
fat body mass,EFO:0005409
tooth agenesis,EFO:0005410
schizoaffective disorder,EFO:0005411
functional impairment measurement,EFO:0005412
joint damage measurement,EFO:0005413
airway hyperresponsiveness,EFO:0005414
serum alpha-1-antitrypsin measurement,EFO:0005415
serum ST2 measurement,EFO:0005416
response to mTOR inhibitor,EFO:0005417
serum dimethylarginine measurement,EFO:0005418
contrast sensitivity measurement,EFO:0005419
grey matter volume measurement,EFO:0005420
serum homoarginine measurement,EFO:0005421
skin aging,EFO:0005422
adolescent idiopathic scoliosis,EFO:0005423
dyslexia,EFO:0005424
language impairment,EFO:0005425
autism spectrum disorder symptom,EFO:0005426
social communication impairment,EFO:0005427
borderline personality disorder symptom,EFO:0005429
nicotine use,EFO:0005430
illegal drug consumption,EFO:0005431
non-substance related disinhibited behaviour,EFO:0005432
array control biosequence,EFO:0005433
array control buffer,EFO:0005434
array control empty,EFO:0005435
array control genomic DNA,EFO:0005436
array control hybridization quality,EFO:0005437
array control label,EFO:0005438
array control reporter size,EFO:0005439
array control design,EFO:0005440
DU 145,EFO:0005441
OVCAR4,EFO:0005442
OVCAR5,EFO:0005443
OVCAR8,EFO:0005444
PEO1,EFO:0005445
PEO14,EFO:0005446
PEO23,EFO:0005447
PEO4,EFO:0005448
PEO6,EFO:0005449
SF126,EFO:0005450
SF268,EFO:0005451
SF295,EFO:0005452
SF539,EFO:0005453
SHEF-1,EFO:0005454
SHEF-3,EFO:0005455
SHEP-2,EFO:0005456
SK-MM-1,EFO:0005457
SK-MM-2,EFO:0005458
obsolete_SK-N-F1,EFO:0005459
SKI-DCLC,EFO:0005460
SUDHL1,EFO:0005461
SW527,EFO:0005462
BL-2,EFO:0005475
JVM-2,EFO:0005476
obsolete_KARPAS 422,EFO:0005477
obsolete_U-266,EFO:0005478
Z-138,EFO:0005479
MEL-GATA-1-ER,EFO:0005480
Patski,EFO:0005481
416B,EFO:0005482
ES-Bruce4,EFO:0005483
46C,EFO:0005484
TT2,EFO:0005485
J185a,EFO:0005486
DZ685,EFO:0005487
NW1229,EFO:0005488
LX837,EFO:0005489
BA671,EFO:0005490
CB1489,EFO:0005491
JK1107,EFO:0005492
MT10430,EFO:0005493
obsolete_gonad,EFO:0005494
NSM,EFO:0005495
Caenorhabditis component,EFO:0005496
pharyngeal muscle cell,EFO:0005497
newly molted young adult hermaphrodite,EFO:0005498
3-fold embryo Ce,EFO:0005499
4-cell embryo Ce,EFO:0005500
proliferating embryo Ce,EFO:0005501
late cleavage stage embryo Ce,EFO:0005502
gastrulating embryo Ce,EFO:0005503
fully-elongated embryo Ce,EFO:0005504
enclosing embryo Ce,EFO:0005505
elongating embryo Ce,EFO:0005506
dauer larva,EFO:0005507
L1 larva,EFO:0005508
L4 larva,EFO:0005509
L2d-dauer molt,EFO:0005510
post dauer stage,EFO:0005511
estrogen receptor status,EFO:0005512
progesterone receptor status,EFO:0005513
HER2 status,EFO:0005514
RIP-Chip by array,EFO:0005517
sample collection protocol,EFO:0005518
dissection protocol,EFO:0005519
conversion protocol,EFO:0005520
technology type,EFO:0005521
substrate type,EFO:0005522
surface type,EFO:0005523
large artery stroke,EFO:0005524
response to alcohol,EFO:0005526
ejection fraction measurement,EFO:0005527
parasitemia measurement,EFO:0005528
Chagas cardiomyopathy,EFO:0005529
Trypanosoma cruzi seropositivity,EFO:0005530
urticaria,EFO:0005531
angioedema,EFO:0005532
response to non-steroidal anti-inflammatory,EFO:0005533
delayed encephalopathy after acute carbon monoxide poisoning,EFO:0005534
specimen vial,EFO:0005535
nitric oxide exhalation measurement,EFO:0005536
triple-negative breast cancer,EFO:0005537
thrombin generation potential measurement,EFO:0005538
adrenal gland disease,EFO:0005539
bile duct carcinoma,EFO:0005540
bone development disease,EFO:0005541
botulism,EFO:0005542
glioma,EFO:0005543
congenital disorder of glycosylation type I,EFO:0005545
congenital disorder of glycosylation type II,EFO:0005546
dengue disease,EFO:0005547
developmental disorder of mental health,EFO:0005548
diphtheria,EFO:0005549
dysembryoplastic neuroepithelial tumor,EFO:0005551
eccrine sweat gland cancer,EFO:0005553
gamma chain deficiency,EFO:0005555
Gilbert syndrome,EFO:0005556
gum cancer,EFO:0005557
hemolytic anemia,EFO:0005558
hereditary multiple exostoses,EFO:0005560
histiocytoma,EFO:0005561
hydronephrosis,EFO:0005562
obsolete_hypercalcemia,EFO:0005563
janus kinase-3 deficiency,EFO:0005565
malignant peritoneal mesothelioma,EFO:0005567
methylmalonic aciduria and homocystinuria type cblE,EFO:0005568
microphthalmia,EFO:0005569
oral cavity cancer,EFO:0005570
osteochondrodysplasia,EFO:0005571
obsolete_penis carcinoma,EFO:0005575
pernicious anemia,EFO:0005576
pharynx cancer,EFO:0005577
pituitary cancer,EFO:0005578
pseudohermaphroditism,EFO:0005579
red color blindness,EFO:0005580
red-green color blindness,EFO:0005581
renal pelvis carcinoma,EFO:0005582
rickets,EFO:0005583
seborrheic keratosis,EFO:0005584
shigellosis,EFO:0005585
small intestine carcinoma,EFO:0005588
steroid inherited metabolic disorder,EFO:0005590
sweat gland carcinoma,EFO:0005591
T-cell leukemia,EFO:0005592
tetanus,EFO:0005593
toxic encephalopathy,EFO:0005595
vitamin metabolic disorder,EFO:0005596
methylmalonic aciduria and homocystinuria type cblG,EFO:0005597
abdominal aortic fatty streak,EFO:0005600
abdominal aortic raised atherosclerotic lesion,EFO:0005601
age at alcohol diagnosis,EFO:0005602
age at breast cancer diagnosis,EFO:0005603
family history of breast cancer,EFO:0005606
breast cancer stage,EFO:0005607
cortical opacity measurement,EFO:0005608
opioid dependence,EFO:0005611
morphine dependence,EFO:0005612
prostate cancer staging,EFO:0005615
coronary artery raised atherosclerotic lesion,EFO:0005616
thoracic aortic fatty streak,EFO:0005617
thoracic aortic raised atherosclerotic lesion,EFO:0005618
lung adenocarcinoma grade,EFO:0005620
Crohn's colitis,EFO:0005622
distal colitis,EFO:0005623
